AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:04,wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:25,Latitude_degrees,Longitude_degrees,floor_ID
0.1983,17018.4505,1.16362,6.0647,6.18681,-2.51252,-2.26045,1.96882,-19.2,-14.0,-31.0,-110.0,-84.0,-110.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.2182,17018.4704,2.69116,5.5188,8.28898,-0.40565,-2.46571,1.31947,-24.0,-12.0,-29.1,-110.0,-84.0,-110.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.24,17018.4904,2.54511,5.70795,7.98491,1.63892,0.2166,0.2138,-24.9,-12.5,-28.3,-110.0,-84.0,-110.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.268,17018.5104,2.68877,5.62176,6.6489,0.71223,-0.46024,-0.30055,-25.5,-13.4,-28.9,-110.0,-84.0,-110.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.2844,17018.5304,3.02876,5.30332,5.7295,0.23209,0.20072,-0.32315,-25.6,-13.0,-29.0,-110.0,-84.0,-110.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.2999,17018.5504,2.9258,5.23867,4.7263,-0.71047,0.40414,-0.45143,-27.8,-12.4,-30.2,-110.0,-84.0,-110.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.3223,17018.5704,3.03594,5.94259,4.72151,-1.68602,1.08953,-1.08429,-27.2,-12.1,-30.1,-110.0,-110.0,-97.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.3439,17018.5904,0.30647,7.94181,5.62415,-1.5553,0.89711,-1.4618,-27.3,-12.1,-32.1,-110.0,-110.0,-97.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.371,17018.6104,-0.36632,7.26662,6.45257,-0.98353,0.6381,0.6524,-27.4,-11.4,-30.9,-110.0,-110.0,-97.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.3884,17018.6304,0.14366,6.76861,7.30014,-0.61334,0.45606,0.68661,-26.6,-10.6,-30.3,-110.0,-110.0,-97.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.3985,17018.6504,1.05109,6.60341,7.42943,-0.44536,0.1152,0.43432,-27.3,-10.7,-32.0,-110.0,-110.0,-97.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.4234,17018.6704,1.40305,6.40947,6.50524,-1.33417,0.8855,0.18082,-26.8,-10.5,-32.2,-110.0,-110.0,-97.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.4424,17018.6904,0.9218,6.03836,6.7758,-2.06537,0.95453,0.26328,-26.9,-9.9,-32.4,-110.0,-110.0,-97.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.4579,17018.7104,0.65843,5.48768,7.92266,-1.70007,-0.13892,0.57849,-26.7,-9.0,-31.5,-110.0,-110.0,-97.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.4835,17018.7304,1.00081,5.31529,9.21317,-0.60113,-0.70275,0.65668,-27.0,-8.5,-32.2,-110.0,-110.0,-97.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.5042,17018.7504,1.47966,5.39191,8.9929,0.27913,-0.38999,0.49847,-27.4,-8.2,-32.5,-110.0,-110.0,-97.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.5293,17018.7704,1.1708,5.45176,7.19719,0.0189,-0.33134,0.40561,-27.6,-7.9,-32.7,-110.0,-110.0,-97.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.5444,17018.7904,1.05827,5.14051,5.79175,-0.78927,-0.59951,0.87231,-27.8,-7.5,-32.4,-110.0,-110.0,-97.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.5615,17018.8104,1.38868,4.80052,6.38314,-1.51987,-1.313,1.0177,-28.4,-7.2,-33.0,-110.0,-110.0,-97.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.5872,17018.8304,2.0064,4.33603,8.76305,-1.09287,-1.64959,0.99571,-28.8,-6.1,-32.8,-110.0,-110.0,-97.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.6006,17018.8504,3.32565,4.37913,8.92346,0.01279,-1.20793,0.70921,-29.1,-4.9,-32.2,-110.0,-110.0,-97.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.6184,17018.8704,3.66085,4.28815,7.62816,-0.33296,-0.43275,0.1967,-29.2,-4.6,-32.6,-110.0,-110.0,-97.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
0.6393,17018.8903,3.33762,4.0583,8.22673,-0.88274,-0.83408,0.12278,-29.5,-3.7,-32.1,-110.0,-110.0,-97.0,-90.0,-110.0,-57.0,-84.0,-85.0,-110.0,-89.0,-78.0,-82.0,-74.0,-86.0,-88.0,-86.0,-110.0,-88.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-82.0,-110.0,2437.0,-1.0,2417.0,2452.0,2462.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461282667648,11.111404024309,-2.0
