AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:04
48.113,,-88.0,
48.731,,-81.0,
48.9393,,-78.0,
49.1364,,-80.0,
50.7819,,-76.0,
50.9781,,,-98.0
51.0082,,-74.0,
51.1891,,-77.0,
52.7951,,,-99.0
52.8334,,-77.0,
53.0619,,-80.0,
53.2499,,-76.0,
53.8653,,-80.0,
54.6958,,-78.0,
55.1053,,-77.0,
55.2593,,,-98.0
55.2887,,-79.0,
56.2934,,,-99.0
56.7553,,-77.0,
56.934,,-79.0,
57.151,,-75.0,
58.7695,,-80.0,
58.9756,,-76.0,
59.1946,,-74.0,
60.817,,-70.0,
61.0342,,,-100.0
61.0489,,-79.0,
61.2346,,-81.0,
62.6717,,-74.0,
62.8722,,-71.0,
63.0874,,-77.0,
63.2851,,-81.0,
64.7144,,,-94.0
64.7251,,-79.0,
64.9338,,-67.0,
65.117,,,-98.0
65.1407,,-72.0,
66.7521,,,-98.0
66.7676,,-65.0,
67.0016,,-71.0,
67.1786,,-71.0,
68.2041,,,-95.0
68.8417,,-73.0,
69.0121,,,-97.0
69.0283,,-79.0,
69.2417,,-72.0,
70.6852,,-77.0,
70.9001,,-78.0,
71.3353,,-83.0,
72.7428,,-83.0,
72.8985,,,-94.0
72.9473,,-85.0,
73.1442,,-72.0,
73.3252,,,-94.0
74.7491,,,-95.0
74.7968,,-82.0,
74.9285,,,-96.0
74.9882,,-88.0,
75.1919,,-76.0,
76.7774,,,-98.0
76.8352,,-74.0,
76.9763,,,-98.0
77.0373,,-82.0,
77.2006,,,-97.0
77.2406,,-83.0,
78.7074,,-91.0,
78.8304,,,-98.0
78.894,,-86.0,
79.1135,,-86.0,
79.3078,,-80.0,
80.6977,,,-93.0
80.7376,,-89.0,
80.8695,,,-99.0
80.939,,-83.0,
81.7756,,-84.0,
82.7895,,-85.0,
82.9299,,,-99.0
82.9761,,-80.0,
83.1712,,,-89.0
83.1804,,-85.0,
83.7565,,,-95.0
84.7848,,,-98.0
84.8103,,-94.0,
84.9769,,,-98.0
85.196,,,-97.0
86.8309,,,-87.0
86.854,,-86.0,
87.0385,,,-89.0
87.2568,,,-94.0
88.6947,,,-92.0
88.9141,,-86.0,
89.2944,,,-95.0
90.1166,,,-99.0
90.7636,,-86.0,
90.9571,,-88.0,
91.1519,,-88.0,
92.3725,,-82.0,
92.78,,-90.0,
92.7892,,,-94.0
92.984,,-80.0,
93.1869,,-79.0,
93.2607,-94.0,,
94.8311,,-85.0,
95.0446,,-80.0,
95.0571,,,-93.0
95.247,,-85.0,
95.8428,,-88.0,
96.6649,,-88.0,
96.8874,,-85.0,
96.8974,,,-97.0
97.0725,,-84.0,
97.0783,,,-91.0
98.7368,,-86.0,
98.9242,,-84.0,
98.9392,,,-92.0
99.1366,,,-96.0
99.1513,,-91.0,
100.561,,,-94.0
100.7742,,-85.0,
100.9785,,-93.0,
101.1822,,-86.0,
102.8436,,-86.0,
103.0514,,-85.0,
103.2492,,,-90.0
103.8487,,,-97.0
104.7026,,,-92.0
105.0891,,,-98.0
105.0994,,-85.0,
105.2957,,,-99.0
105.3127,,-92.0,
106.7413,,-97.0,
106.7479,,,-94.0
106.9265,,,-97.0
107.1188,,-84.0,
107.1429,,,-92.0
108.782,,-93.0,
108.8069,,,-96.0
108.9598,,-84.0,
108.9841,,,-91.0
109.1638,,-93.0,
110.7992,,-85.0,
110.8158,,,-97.0
111.0247,,-84.0,
111.0436,,,-90.0
112.6877,,,-96.0
112.8494,,-84.0,
113.0479,,-95.0,
113.2671,,-86.0,
114.7045,,-85.0,
114.7289,,,-90.0
114.9077,,-91.0,
114.9296,,,-93.0
115.1076,,-84.0,
115.1386,,,-98.0
115.3047,,-85.0,
116.766,,-86.0,
116.7771,,,-91.0
116.9384,,-92.0,
117.1671,,-84.0,
117.1793,,,-91.0
118.8041,,-93.0,
119.0395,,-83.0,
119.061,,,-97.0
119.2347,,-94.0,
119.2653,,,-96.0
120.6676,,-89.0,
120.7008,,,-97.0
120.8463,,-84.0,
121.0488,,-82.0,
121.1026,,,-90.0
121.2611,,-88.0,
122.7057,,-84.0,
122.734,,,-100.0
122.9156,,-82.0,
122.9603,,,-89.0
123.1277,,-87.0,
123.1653,,,-95.0
124.2147,-102.0,,
124.8179,,,-85.0
124.981,,-95.0,
125.0081,,,-89.0
125.1817,,-88.0,
125.2149,,,-98.0
126.6619,,,-97.0
127.0279,,-87.0,
127.217,,-84.0,
127.6879,,,-88.0
128.6594,,-98.0,
128.6971,,,-85.0
128.8661,,-87.0,
128.8921,,,-97.0
129.0576,,-83.0,
129.0901,,,-88.0
129.2581,,-83.0,
129.3084,,,-90.0
130.6952,,-88.0,
130.752,,,-95.0
130.9146,,-79.0,
131.0966,,-85.0,
131.1555,,,-94.0
131.2979,,-81.0,
132.7501,,-82.0,
132.9544,,-90.0,
132.9873,,,-96.0
133.1406,,-86.0,
133.178,,,-95.0
134.7846,,-88.0,
135.2288,,,-98.0
136.6612,,,-98.0
136.8227,,-78.0,
136.8695,,,-94.0
137.0307,,-79.0,
137.2318,,-81.0,
138.675,,-76.0,
138.8723,,-86.0,
139.0734,,-78.0,
139.2889,,-91.0,
140.7152,,-83.0,
140.9213,,-74.0,
141.1262,,-76.0,
142.7932,,-75.0,
142.9645,,-76.0,
143.1631,,-75.0,
144.8323,,-75.0,
145.0162,,-68.0,
145.2419,,-96.0,
146.855,,-69.0,
147.0786,,-75.0,
147.2533,,-77.0,
147.6702,,-66.0,
148.5387,,,-95.0
148.7173,,-67.0,
148.8975,,-67.0,
148.9566,,,-98.0
149.1181,,-71.0,
149.16,,,-99.0
150.7387,,-76.0,
150.7948,,,-100.0
150.9599,,-76.0,
151.1569,,-82.0,
151.202,,,-98.0
152.7799,,-81.0,
152.8421,,,-97.0
152.9909,,-82.0,
153.1983,,-79.0,
155.045,,-84.0,
155.1051,,,-100.0
155.2434,,-81.0,
156.6759,,-88.0,
156.8603,,-81.0,
156.9183,,,-98.0
