AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:25
21.325,-91.0,,-54.0,-87.0,-85.0,,,-82.0,-86.0,-79.0,-93.0,-92.0,-85.0,,-86.0,,,,,-91.0,,,,,,,2437.0,,2417.0,2452.0,2462.0,,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,2462.0,,,,,,
23.3421,,,-54.0,-88.0,,,-90.0,-83.0,-78.0,-87.0,-91.0,,-92.0,,-90.0,,,,,,,,,,-90.0,,,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,2437.0,,,,,,,,,,2462.0,
25.3661,-92.0,,-53.0,-82.0,-86.0,-94.0,-87.0,-83.0,-86.0,-81.0,,-91.0,,,-86.0,,,,,-92.0,,-90.0,-89.0,,,,2437.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,5220.0,,,2437.0,,,,,2462.0,,5240.0,5240.0,,,
27.3479,-92.0,,-48.0,-89.0,-89.0,-90.0,-88.0,-79.0,-80.0,-80.0,-87.0,,-87.0,,,,,,,,,-92.0,-92.0,,,,2437.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,,,,,,,,5240.0,5240.0,,,
29.3275,,,,-85.0,,,-86.0,-82.0,-82.0,-74.0,,-90.0,,,-87.0,,,,,-96.0,,-92.0,-91.0,,,,,,,2452.0,,,2427.0,2437.0,2422.0,2437.0,,5220.0,,,2437.0,,,,,2462.0,,5240.0,5240.0,,,
31.3788,,,-62.0,-88.0,,,-82.0,-85.0,-88.0,-81.0,-91.0,-91.0,-86.0,,-90.0,,-84.0,,,,,,,,,,,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,2437.0,,,,,,,,,
33.4263,-92.0,,-62.0,-91.0,-85.0,,-87.0,-82.0,-84.0,-77.0,-90.0,-90.0,-85.0,,-91.0,,,,,,,-90.0,-90.0,,,,2437.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,5240.0,5240.0,,,
35.3694,-91.0,,-60.0,-87.0,,,-88.0,-78.0,-85.0,-74.0,-88.0,-88.0,-86.0,,-87.0,,,,-89.0,,,,,,,,2437.0,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,2462.0,,,,,,,
37.3481,-90.0,,-58.0,-82.0,,,-87.0,-80.0,-86.0,-72.0,-87.0,-88.0,,,-91.0,,,,,-91.0,,-91.0,-92.0,,,,2437.0,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,2462.0,,5240.0,5240.0,,,
39.3416,-88.0,,-60.0,-90.0,,,-82.0,-80.0,-89.0,-73.0,-88.0,-88.0,-88.0,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,
41.3273,-91.0,,-60.0,-91.0,-88.0,-92.0,-83.0,-80.0,-88.0,-74.0,-88.0,-88.0,-89.0,,-90.0,,,,,,,,-94.0,,,,2437.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,5240.0,,,
43.3603,-86.0,,-64.0,-88.0,,,-85.0,-80.0,-84.0,-72.0,-87.0,-87.0,,,,,,,,,,-92.0,-94.0,,,,2437.0,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,,,,,,,,5240.0,5240.0,,,
45.317,-88.0,,-56.0,-81.0,-86.0,,-84.0,-81.0,-88.0,-74.0,-88.0,-88.0,,,-90.0,,,,,-93.0,,-93.0,-94.0,,,,2437.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,2462.0,,5240.0,5240.0,,,
47.3546,-87.0,,-55.0,-87.0,-87.0,-93.0,,-82.0,-85.0,-76.0,-86.0,-88.0,-87.0,,-89.0,,,,,,,,,,,,2437.0,,2417.0,2452.0,2462.0,2412.0,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,
49.3531,-87.0,,-54.0,-86.0,-85.0,-95.0,-82.0,,-86.0,-72.0,-91.0,-90.0,-86.0,,-86.0,,,,,-92.0,,-88.0,-88.0,,,,2437.0,,2417.0,2452.0,2462.0,2412.0,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,2462.0,,5240.0,5240.0,,,
51.343,,,-55.0,-89.0,-89.0,,-85.0,-80.0,-88.0,-72.0,-89.0,-87.0,-88.0,,-87.0,,,,,,,-91.0,-91.0,,,,,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,5240.0,5240.0,,,
53.3375,,,-55.0,-86.0,-88.0,,-82.0,-80.0,-87.0,-75.0,-89.0,,-89.0,,-88.0,,,,,-92.0,,-91.0,-90.0,,,,,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,2437.0,,,,,2462.0,,5240.0,5240.0,,,
55.3588,-87.0,,-92.0,-85.0,-87.0,,-85.0,-81.0,-86.0,-75.0,-89.0,-90.0,,,-89.0,,,,,-94.0,,-92.0,-91.0,,-89.0,,2437.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,2462.0,,5240.0,5240.0,,2462.0,
57.3811,-88.0,,,-85.0,,,-81.0,-82.0,-88.0,-72.0,-90.0,,-88.0,,-87.0,,,,,,,-92.0,-90.0,,,,2437.0,,,2452.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,2437.0,,,,,,,5240.0,5240.0,,,
59.3351,,,-57.0,-90.0,-90.0,-93.0,-85.0,-80.0,-87.0,-76.0,,-88.0,,,-90.0,,,,,,,,,,-86.0,,,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,5220.0,,,2437.0,,,,,,,,,,2462.0,
61.3451,-91.0,,-58.0,-85.0,,,-87.0,-82.0,-87.0,-74.0,-89.0,-88.0,-90.0,,-84.0,,,,,,,,,,-87.0,,2437.0,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,2462.0,
63.361,,,-53.0,-87.0,-88.0,,-88.0,-80.0,-81.0,-77.0,-90.0,-89.0,-86.0,,-92.0,,,,,,,,,,-85.0,,,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,2462.0,
65.3605,-92.0,,-62.0,-88.0,-91.0,,-84.0,-80.0,-86.0,-81.0,-88.0,,-91.0,,-90.0,,,,,,,,,,-82.0,,2437.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,2437.0,,,,,,,,,,2462.0,
67.3141,,,-61.0,-87.0,-89.0,,-87.0,,-78.0,-78.0,,-86.0,,,-88.0,,,,,-94.0,,-93.0,-91.0,,-84.0,,,,2417.0,2452.0,2462.0,,2427.0,,2422.0,2437.0,,5220.0,,,2437.0,,,,,2462.0,,5240.0,5240.0,,2462.0,
69.3432,-91.0,,-57.0,-86.0,-86.0,,-86.0,-81.0,-86.0,-70.0,-85.0,-89.0,-84.0,,-91.0,,,,,,,,,,-85.0,,2437.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,2462.0,
71.3622,-89.0,,-53.0,,-91.0,-90.0,-81.0,-79.0,-79.0,-71.0,-87.0,-85.0,-85.0,,-81.0,,,,-93.0,-88.0,,-91.0,-89.0,,,,2437.0,,2417.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,2462.0,2462.0,,5240.0,5240.0,,,
73.353,-91.0,,-49.0,-82.0,-82.0,-87.0,-84.0,-88.0,-85.0,-75.0,-80.0,-80.0,-84.0,,-90.0,,,,,,,,,-91.0,,,2437.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,2437.0,,
75.3568,-89.0,,-56.0,,-81.0,-82.0,-85.0,-78.0,-81.0,-78.0,-80.0,-80.0,-83.0,,-75.0,,,,,-92.0,,-93.0,-91.0,,-89.0,,2437.0,,2417.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,2462.0,,5240.0,5240.0,,2462.0,
77.3674,-89.0,,-52.0,-82.0,-85.0,-84.0,-84.0,-74.0,-77.0,-69.0,-80.0,-83.0,-78.0,,-86.0,,,,,-89.0,,-89.0,-90.0,,-87.0,,2437.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,2462.0,,5240.0,5240.0,,2462.0,
79.3241,-88.0,,-50.0,-81.0,-78.0,-85.0,-80.0,-79.0,-75.0,-70.0,-77.0,-77.0,-79.0,,-90.0,,,,,,,-85.0,-85.0,,-87.0,,2437.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,5240.0,5240.0,,2462.0,
81.3585,-89.0,-92.0,-48.0,-84.0,-79.0,-86.0,-78.0,-77.0,-79.0,-69.0,-84.0,-79.0,-80.0,,-81.0,,,,,,,-90.0,-90.0,,-86.0,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,5240.0,5240.0,,2462.0,
83.363,-82.0,-90.0,-51.0,-80.0,-78.0,-92.0,-81.0,-78.0,-75.0,-73.0,-77.0,-76.0,-76.0,,-78.0,,,,,,,-92.0,-94.0,,-81.0,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,5240.0,5240.0,,2462.0,
85.3222,-83.0,-88.0,-52.0,-82.0,-76.0,-79.0,-78.0,-77.0,-75.0,-66.0,-77.0,-77.0,-80.0,,-83.0,,,,,,,,,,-77.0,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,2462.0,
87.3484,-81.0,-88.0,-57.0,-76.0,-75.0,-86.0,-80.0,-72.0,-76.0,-69.0,-74.0,-74.0,-74.0,,-82.0,,,,,,,,,,-84.0,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,2462.0,
89.3438,-89.0,-89.0,-59.0,-84.0,-86.0,-90.0,-75.0,-74.0,-74.0,-73.0,,-78.0,-82.0,-89.0,-76.0,,,,,,,,,,-83.0,-89.0,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,2462.0,2437.0
91.3327,-89.0,,,-81.0,,-85.0,-76.0,,-75.0,-74.0,-86.0,,-80.0,,-86.0,,,,,,,,,,,,2437.0,,,2452.0,,2412.0,2427.0,,2422.0,2437.0,5220.0,,2462.0,,2437.0,,,,,,,,,,,
93.3413,-82.0,-90.0,,-75.0,-81.0,-91.0,-83.0,-75.0,-77.0,-71.0,,-89.0,-82.0,,-89.0,,,,,,,,,,-87.0,,2437.0,5200.0,,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,2437.0,,,,,,,,,,2462.0,
95.3417,-87.0,,-56.0,-87.0,,-93.0,,-83.0,-77.0,-65.0,-83.0,-83.0,-81.0,,-85.0,,,,,,,,,,-92.0,,2437.0,,2417.0,2452.0,,2412.0,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,2462.0,
97.3279,,-93.0,-57.0,-77.0,-71.0,-90.0,-78.0,-77.0,-74.0,-60.0,-76.0,-76.0,,,-84.0,,,,,,,,,,-87.0,,,5200.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,2462.0,
99.3636,-86.0,,-63.0,-78.0,-72.0,-90.0,-75.0,-76.0,-73.0,-61.0,-75.0,-75.0,-71.0,,-87.0,,,,,,,,,-95.0,,-93.0,2437.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,2437.0,,2437.0
101.3692,-85.0,,-62.0,-77.0,-70.0,-91.0,-78.0,-76.0,-73.0,-63.0,-75.0,-75.0,-70.0,,-66.0,,,,,,,,,,-93.0,,2437.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,2462.0,
103.3465,-83.0,,-57.0,-78.0,-72.0,-84.0,-78.0,-74.0,-78.0,-66.0,-75.0,-75.0,-72.0,,-89.0,,,,,,,,,,-90.0,,2437.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,2462.0,
105.346,-87.0,,,-79.0,-72.0,-86.0,-78.0,-77.0,-75.0,-65.0,-74.0,-75.0,-70.0,,-86.0,,,,,,,,,,-89.0,,2437.0,,,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,2462.0,
107.3404,-85.0,-91.0,-65.0,-77.0,-75.0,-88.0,-77.0,-79.0,-75.0,-65.0,-75.0,-76.0,-76.0,,-87.0,,,,,,,,,,-93.0,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,2462.0,
109.3361,-89.0,,-67.0,-82.0,-71.0,-88.0,-75.0,-78.0,-73.0,-60.0,-75.0,-74.0,-71.0,,-84.0,,,,,,,,,,,,2437.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,
111.4117,,-92.0,-68.0,-78.0,-74.0,,-78.0,-78.0,-73.0,-63.0,-75.0,-75.0,-75.0,,-83.0,,,,,,,,,,,,,5200.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,
113.334,-89.0,,-68.0,-79.0,-72.0,-88.0,-78.0,-77.0,-76.0,-63.0,-75.0,-74.0,-77.0,,-83.0,,,,,,,,,,,,2437.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,
115.351,-87.0,-91.0,-68.0,-76.0,-70.0,-91.0,-76.0,-75.0,-78.0,-63.0,-74.0,-75.0,-72.0,,-85.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,
117.3586,-83.0,-91.0,-65.0,-76.0,-72.0,,-81.0,-77.0,-76.0,-63.0,-75.0,-75.0,-72.0,,-84.0,,,,,,,,,,,-95.0,2437.0,5200.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,2437.0
119.34,-87.0,,-66.0,-79.0,-72.0,-81.0,-75.0,-73.0,-75.0,-62.0,-75.0,-76.0,,,-84.0,,,,,,,,,,-92.0,,2437.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,2462.0,
121.3434,-90.0,,-65.0,-77.0,-75.0,-88.0,-78.0,-77.0,-75.0,-65.0,-75.0,-75.0,-72.0,,-86.0,,,,,,,,,-96.0,,,2437.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,2437.0,,
123.3374,-83.0,-92.0,-65.0,-78.0,-72.0,-89.0,-77.0,-75.0,-75.0,-65.0,-75.0,-75.0,,,-86.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,
125.378,-85.0,-93.0,-72.0,-76.0,-82.0,-89.0,-79.0,-72.0,-75.0,-64.0,-80.0,-80.0,-81.0,,-78.0,,,,,,,,,,-92.0,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,2462.0,
127.3674,-84.0,,,-84.0,-80.0,-81.0,-77.0,-81.0,-66.0,-68.0,-80.0,-80.0,,,-78.0,,,,,,,,,,,,2437.0,,,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,
129.3203,-84.0,-90.0,-56.0,-71.0,-78.0,-82.0,-77.0,-69.0,-70.0,-65.0,-75.0,-75.0,-78.0,,-84.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,
131.3365,,,-63.0,-83.0,-82.0,-83.0,-77.0,-75.0,-74.0,-72.0,-78.0,-80.0,,,-81.0,,,,,,,,,,,,,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,
133.3226,-93.0,,-47.0,-80.0,,-91.0,-81.0,-84.0,-77.0,-73.0,-83.0,-88.0,,,-90.0,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,
135.3593,,,,-84.0,-85.0,-89.0,-83.0,-81.0,-79.0,-71.0,-89.0,-86.0,-83.0,,-88.0,,,,,,,-91.0,-92.0,,,,,,,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,5240.0,5240.0,,,
137.3316,-86.0,,-54.0,-86.0,-88.0,-90.0,-83.0,-81.0,-77.0,-79.0,-85.0,-87.0,-84.0,,-88.0,,,,,-90.0,,,,,,,2437.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,2462.0,,,,,,
139.3394,,,-51.0,-87.0,-82.0,-93.0,,-83.0,-77.0,-81.0,-87.0,-94.0,-85.0,,-80.0,,,,,,,-90.0,-90.0,,,,,,2417.0,2452.0,2462.0,2412.0,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,5240.0,5240.0,,,
141.3288,-94.0,,-61.0,-88.0,-84.0,,-86.0,-78.0,-82.0,-69.0,-88.0,-86.0,-85.0,,-88.0,,,,,-93.0,,-89.0,-89.0,,,,2437.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,2462.0,,5240.0,5240.0,,,
143.348,-90.0,,-57.0,-89.0,-87.0,-91.0,-83.0,-80.0,-80.0,-82.0,-88.0,-91.0,-85.0,,-85.0,,,,-94.0,,,-89.0,-89.0,,,,2437.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,2462.0,,,5240.0,5240.0,,,
145.4468,-91.0,,-59.0,-88.0,-84.0,,-83.0,-81.0,-83.0,-80.0,-92.0,-90.0,-84.0,,-89.0,-94.0,,-93.0,,-95.0,-91.0,,,,-86.0,,2437.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,2412.0,,2437.0,,2462.0,5260.0,,,,2462.0,
