AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:07,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:07,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:03:25
42.7649,-49.0,,-87.0,,,-58.0,,-57.0,,-74.0,,,,,,-59.0,-56.0,-79.0,-56.0,-85.0,,-62.0,-62.0,-62.0,-60.0,-79.0,,-81.0,,,,,,,,,,,-80.0,2437.0,,5200.0,,,5200.0,,2452.0,,2412.0,,,,,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,2437.0
46.7493,-45.0,,,,,-54.0,,-60.0,,-76.0,,,,,-83.0,-59.0,-60.0,,-52.0,,,-62.0,-62.0,-62.0,-60.0,-75.0,,-80.0,,,,,,,,,,,-80.0,2437.0,,,,,5200.0,,2452.0,,2412.0,,,,,2457.0,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,2437.0
50.7542,-47.0,,,,,-54.0,,-59.0,-83.0,-78.0,,,,,-80.0,-59.0,-60.0,,-58.0,,,-63.0,-58.0,-58.0,-59.0,-78.0,,,,,,,,,,,,,,2437.0,,,,,5200.0,,2452.0,2462.0,2412.0,,,,,2457.0,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,
54.7518,-50.0,,,-92.0,,,,-58.0,,-76.0,,,,,-78.0,-56.0,-60.0,,-54.0,,,-67.0,-62.0,-62.0,-57.0,-75.0,,-82.0,,,,,,,,,,,,2437.0,,,2462.0,,,,2452.0,,2412.0,,,,,2457.0,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,
58.7521,-46.0,,-87.0,,,,,-58.0,,,,,,,-78.0,-58.0,-63.0,-81.0,-54.0,-81.0,,-65.0,-62.0,-62.0,-57.0,-79.0,,-80.0,,,,,,,,,,,,2437.0,,5200.0,,,,,2452.0,,,,,,,2457.0,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,
62.775,-52.0,,,,,-57.0,,-57.0,,-82.0,,,,-88.0,-78.0,-56.0,-67.0,-78.0,-53.0,,,-65.0,-62.0,-62.0,-58.0,-83.0,,,,,,,,,,,,,,2437.0,,,,,5200.0,,2452.0,,2412.0,,,,2412.0,2457.0,2462.0,2412.0,2462.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,
66.7286,-52.0,,,,,,,-54.0,-83.0,,,,,,-81.0,-55.0,-59.0,-78.0,-53.0,,,-65.0,-61.0,-62.0,-55.0,-74.0,,-79.0,,,,,,,,,,,,2437.0,,,,,,,2452.0,2462.0,,,,,,2457.0,2462.0,2412.0,2462.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,
70.757,-53.0,,,,,-65.0,-77.0,-47.0,,-81.0,,,,,,-48.0,-55.0,-79.0,-47.0,,,-57.0,-57.0,-57.0,-48.0,-70.0,,,,,,,,,,,,,,2437.0,,,,,5200.0,2417.0,2452.0,,2412.0,,,,,,2462.0,2412.0,2462.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,
74.7625,-54.0,,,,,-59.0,-76.0,-48.0,-80.0,,,,,,-84.0,-55.0,-52.0,-83.0,-55.0,-82.0,,-57.0,-57.0,-57.0,-53.0,-66.0,,-82.0,,,,,,,,,,,,2437.0,,,,,5200.0,2417.0,2452.0,2462.0,,,,,,2457.0,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,
78.7702,-53.0,,,,,-64.0,-74.0,-46.0,,,,,,,-88.0,-50.0,-60.0,,-50.0,-82.0,,-59.0,-55.0,-55.0,-52.0,-66.0,,-73.0,,,,,,,,,,,,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,2457.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,
82.7523,-53.0,,,,,-62.0,,-55.0,,,,,,,,-52.0,-55.0,,-58.0,-74.0,,-54.0,-56.0,-55.0,-53.0,-70.0,,-74.0,,,,,,,,,,,,2437.0,,,,,5200.0,,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,
86.7452,-53.0,,,,,-70.0,-78.0,-59.0,,,,,,,,-53.0,-55.0,,-53.0,-78.0,,-53.0,-58.0,-59.0,-54.0,-66.0,,-70.0,,,,,,,,,,,-83.0,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,2437.0
90.7649,-61.0,,,,,,-72.0,-63.0,,,,,,,,-57.0,-63.0,,-53.0,-69.0,-80.0,-51.0,-63.0,-63.0,-57.0,-75.0,,-69.0,,,,,,,,,,,-77.0,2437.0,,,,,,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,2437.0
94.7377,-63.0,,,,,-80.0,-60.0,-59.0,,,,,,,-89.0,-65.0,-64.0,,-58.0,-69.0,-72.0,-47.0,-68.0,-69.0,-66.0,-79.0,,-67.0,,-90.0,-86.0,-87.0,-90.0,-88.0,-90.0,,,,-77.0,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,2437.0
98.7359,-67.0,,,,,-77.0,,-67.0,,,,,,,,-60.0,-65.0,,-66.0,-65.0,-69.0,-44.0,-72.0,-72.0,-61.0,,,-64.0,,,,,,,,,,,-77.0,2437.0,,,,,5200.0,,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,2437.0
102.7397,-65.0,,,,,-81.0,-62.0,-69.0,,,,,,,,-65.0,-68.0,,-64.0,-74.0,-69.0,-44.0,-72.0,-72.0,-65.0,-74.0,,-62.0,,,-86.0,-87.0,-86.0,-91.0,-91.0,,,,-78.0,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,5500.0,5500.0,5500.0,5500.0,5500.0,,,,2437.0
106.7868,-63.0,,,,,,,-64.0,,,,,,,,-61.0,-68.0,,-64.0,-69.0,-68.0,-44.0,-72.0,-72.0,-65.0,-78.0,,-65.0,,-90.0,-85.0,-88.0,,-91.0,-90.0,,,,-70.0,2437.0,,,,,,,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,5500.0,5500.0,5500.0,,5500.0,5500.0,,,,2437.0
110.7352,-65.0,,,,,-77.0,-61.0,-60.0,,,,,,,,-57.0,-71.0,,-56.0,-60.0,-66.0,-43.0,-69.0,-69.0,-57.0,-74.0,,-64.0,,,-85.0,-86.0,,-86.0,-88.0,,,,-74.0,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,5500.0,5500.0,,5500.0,5500.0,,,,2437.0
114.7425,-63.0,,,,,,-58.0,-57.0,,,,,,,-89.0,-57.0,-63.0,,-56.0,-64.0,-67.0,-46.0,-70.0,-69.0,-56.0,-77.0,,-62.0,,,-91.0,-90.0,,,-90.0,,,,-74.0,2437.0,,,,,,2417.0,2452.0,,,,,,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,5500.0,5500.0,,,5500.0,,,,2437.0
118.755,-62.0,,,,,,-62.0,-57.0,,,,,,,,-56.0,-59.0,,-60.0,-63.0,-71.0,-45.0,-65.0,-65.0,-57.0,-75.0,,-62.0,-88.0,,,,,,,,,,-78.0,2437.0,,,,,,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,2462.0,,,,,,,,,,2437.0
122.7881,-63.0,,,,,-83.0,-62.0,-55.0,,,,,,,-90.0,-55.0,-59.0,,-59.0,-61.0,-70.0,-48.0,-65.0,-65.0,-55.0,-74.0,,-65.0,,,,,,,,,-89.0,,,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,2462.0,,
126.7623,-67.0,,,,,-78.0,-62.0,-56.0,,,,,,,,-58.0,-59.0,,-60.0,-67.0,-69.0,-48.0,-69.0,-68.0,-57.0,-74.0,,-61.0,,,,,,,,,,,,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,
130.7255,,,,,,-83.0,-58.0,-68.0,,,,,,,,-61.0,-61.0,,-60.0,-66.0,-71.0,-48.0,-70.0,-71.0,-61.0,-85.0,,-69.0,,,,,,,,,,,,,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,
134.7258,-60.0,,,,,-76.0,-59.0,-64.0,,,,,,,-91.0,-61.0,-63.0,,-60.0,-68.0,-70.0,-48.0,-70.0,-71.0,-60.0,-87.0,,-61.0,,,-84.0,-85.0,-86.0,-84.0,-83.0,,,,,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,5500.0,5500.0,5500.0,5500.0,5500.0,,,,
138.7579,,,,,,-79.0,-55.0,-64.0,,,,,,,,-65.0,-69.0,,-61.0,-71.0,-73.0,-48.0,-71.0,-71.0,-64.0,-83.0,,-68.0,,-86.0,-85.0,,-90.0,-88.0,-85.0,,,,-80.0,,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,5500.0,5500.0,,5500.0,5500.0,5500.0,,,,2437.0
142.7319,,,,,,-79.0,-54.0,-64.0,,,,,,,,-65.0,-71.0,,-63.0,-69.0,-75.0,-49.0,-72.0,-73.0,-66.0,-81.0,,-65.0,,-86.0,-84.0,-85.0,-85.0,-85.0,-85.0,,,,,,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,
146.7543,-71.0,,,,,-83.0,-61.0,-67.0,,,,,,,-89.0,-64.0,-71.0,,-63.0,-69.0,-75.0,-49.0,-74.0,-74.0,-66.0,,,-61.0,,,,,,,,,,,,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,
150.7753,-67.0,,,,,-79.0,-59.0,-63.0,,,,,,,,-64.0,-68.0,,-64.0,-73.0,-72.0,-45.0,-74.0,-74.0,-65.0,-86.0,,-61.0,,-85.0,-85.0,,-85.0,-86.0,,,,,,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,5500.0,5500.0,,5500.0,5500.0,,,,,
154.7337,-67.0,,,,,-76.0,-62.0,-67.0,,,,,,,,-65.0,-69.0,,-62.0,-73.0,-69.0,-44.0,-74.0,-74.0,-65.0,-83.0,,-72.0,,,,,,,,,,,-82.0,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,2437.0
158.7366,-60.0,,,,,-74.0,-66.0,-62.0,,,,,,,,-64.0,-68.0,,-59.0,-74.0,,-47.0,-62.0,-62.0,-64.0,-83.0,,-68.0,,,,,,,,,,,,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,
162.7329,-52.0,,,,,-69.0,-73.0,-55.0,,,,,,,,-60.0,-62.0,-84.0,-59.0,-76.0,,-54.0,-58.0,-57.0,-60.0,,,-71.0,,,,,,,,,,,-74.0,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,2437.0
166.7358,-48.0,,,,,-68.0,,-51.0,,-85.0,,,,,,-54.0,-54.0,,-53.0,-80.0,,-56.0,-58.0,-58.0,-55.0,-74.0,,,,,,,,,,,,,-77.0,2437.0,,,,,5200.0,,2452.0,,2412.0,,,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,2437.0
170.7669,-46.0,,,,,,-74.0,-47.0,,,,,,,,-52.0,-53.0,,-48.0,,,-61.0,-56.0,-57.0,-52.0,-74.0,,-81.0,,,,,,,,,,,-82.0,2437.0,,,,,,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,2437.0
174.7901,-46.0,,-86.0,,,,-83.0,-52.0,,,,,,,,-60.0,-57.0,,-55.0,,,-65.0,-63.0,-63.0,-59.0,-77.0,,-81.0,,,,,,,,,,,,2437.0,,5200.0,,,,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,
178.7599,-50.0,,-86.0,,-91.0,-57.0,,-49.0,,,,-88.0,,,-87.0,-56.0,-59.0,,-55.0,,,-66.0,-59.0,-59.0,-55.0,-69.0,,,,,,,,,,,,,,2437.0,,5200.0,,2462.0,5200.0,,2452.0,,,,2462.0,,,2457.0,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,
182.7161,-46.0,,-86.0,,,,,-51.0,-78.0,,,,,,,-55.0,-58.0,,-55.0,,,,-55.0,-55.0,-55.0,-68.0,,,,,,,,,,,,,,2437.0,,5200.0,,,,,2452.0,2462.0,,,,,,,2462.0,2412.0,,2427.0,,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,
186.7412,-47.0,,,,,,,-51.0,,,,,,,,-55.0,-57.0,,-54.0,,,-65.0,-57.0,-57.0,-55.0,-68.0,,-83.0,,,,,,,,,,,,2437.0,,,,,,,2452.0,,,,,,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,
190.7214,-44.0,,,-87.0,,,,-51.0,,,,,,,,-56.0,-57.0,-82.0,-60.0,,,-66.0,-57.0,-57.0,-57.0,-67.0,,-80.0,,,,,,,,,,,-83.0,2437.0,,,2462.0,,,,2452.0,,,,,,,,2462.0,2412.0,2462.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,2437.0
194.7667,-44.0,,,,,,,-60.0,,,,,,,,-57.0,-64.0,-76.0,-57.0,,,-62.0,-59.0,-60.0,-57.0,-71.0,,-82.0,,,,,,,,,,,-83.0,2437.0,,,,,,,2452.0,,,,,,,,2462.0,2412.0,2462.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,2437.0
198.7426,-45.0,,,,,-59.0,-81.0,-56.0,,,,,,,-85.0,-49.0,-58.0,,-51.0,-78.0,,-62.0,-57.0,-57.0,-51.0,-69.0,-87.0,-80.0,,,,,,,,,,,-79.0,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,2457.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,2452.0,2437.0,,,,,,,,,,,2437.0
202.7388,-45.0,,,,,-59.0,-80.0,-49.0,,,,,,,-87.0,-50.0,-58.0,,-54.0,-80.0,,-65.0,-58.0,-59.0,-51.0,-68.0,,-80.0,,,,,,,,,,,-76.0,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,2457.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,2437.0
206.7288,-60.0,,,,,-68.0,,-49.0,,,,,,,,-44.0,-62.0,-86.0,-50.0,,-80.0,-61.0,-56.0,-55.0,-49.0,-69.0,,-72.0,,,,,,,,,,,-81.0,2437.0,,,,,5200.0,,2452.0,,,,,,,,2462.0,2412.0,2462.0,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,2437.0
