AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:06
62.437,,,,-90.0,
62.6319,,,,-86.0,
62.7379,,-63.0,,,
63.1197,,-71.0,,,
63.8751,,,,-86.0,
63.9329,,-62.0,,,
64.3689,,-70.0,,,
64.4785,,,,-83.0,
64.5653,,-60.0,,,
64.7713,,-62.0,,,
64.8867,,,,-89.0,
64.9756,,-59.0,,,
65.1039,,,,-97.0,
65.1686,,-59.0,,,
65.3099,,,,-87.0,
65.3614,,-65.0,,,
65.5044,,,,-94.0,
65.5815,,-55.0,,,
65.7782,,-55.0,,,
65.9149,,,,-89.0,
65.9878,,-60.0,,,
66.217,,-57.0,,,
66.3966,,-60.0,,,
66.6063,,-55.0,,,
66.9971,,-61.0,,,
67.1305,,,,-94.0,
67.1994,,-56.0,,,
67.9599,,,,-88.0,
68.0316,,-60.0,,,
68.3554,,,,-84.0,
68.431,,-58.0,,,
68.5625,,,,-93.0,
68.625,,-66.0,,,
68.7675,,,,-95.0,
68.8316,,-63.0,,,
68.9816,,,,-93.0,
69.0512,,-65.0,,,
69.2049,,,,-87.0,
69.2395,,-63.0,,,
69.3953,,,,-85.0,
69.4606,,-63.0,,,
69.5989,,,,-93.0,
69.6526,,-73.0,,,
69.8395,,,,-87.0,
69.8919,,-57.0,,,
70.0116,,,,-86.0,
70.0707,,-59.0,,,
70.2641,,-54.0,,,
70.4249,,,,-81.0,
70.4755,,-64.0,,,
70.6044,,,-98.0,,
70.6823,,-62.0,,,
70.8345,,,,-93.0,
70.8809,,-67.0,,,
71.4978,,-63.0,,,
71.6608,,,,-83.0,
71.7046,,-70.0,,,
71.8497,,,,-88.0,
72.3374,,-73.0,,,
72.4697,,,,-83.0,
72.7583,,-70.0,,,
72.8707,,,,-89.0,
73.1617,,-69.0,,,
73.2702,,,,-86.0,
73.3758,,-66.0,,,
73.5568,,-74.0,,,
73.9103,,,,-87.0,
73.9571,,-75.0,,,
74.0839,,,,-84.0,
74.2044,,-67.0,,,
74.2869,,,,-85.0,
74.3739,,-66.0,,,
74.5189,,,,-94.0,
74.5874,,-68.0,,,
74.7908,,-74.0,,,
75.0008,,-66.0,,,
75.1109,,,,-86.0,
75.8339,,-66.0,,,
75.9358,,,,-84.0,
76.4379,,-70.0,,,
76.5406,,,,-82.0,
76.6594,,-64.0,,,
76.7526,,,,-95.0,
76.866,,-73.0,,,
76.9488,,,,-94.0,
77.1551,,,,-85.0,
77.3851,,,,-91.0,
77.469,,-62.0,,,
77.5731,,,,-81.0,
77.6781,,-63.0,,,
77.7772,,,,-83.0,
77.9115,,-76.0,,,
77.9776,,,,-82.0,
78.1204,,-70.0,,,
78.2978,,-73.0,,,
78.3919,,,,-83.0,
78.5392,,-68.0,,,
78.7087,-95.0,,,,
78.7513,,-60.0,,,
78.9127,,-67.0,,,
79.1146,,-67.0,,,
79.2279,,,,-90.0,
80.157,,-68.0,,,
80.225,,,,-91.0,
80.3277,-95.0,,,,
80.3446,,-70.0,,,
80.4285,,,,-87.0,
80.5505,,-69.0,,,
80.6288,,,,-86.0,
80.7891,,-77.0,,,
80.9339,-93.0,,,,
80.9715,,-71.0,,,
81.0323,,,,-82.0,
81.1915,,-64.0,,,
81.2474,,,,-84.0,
81.3972,,-82.0,,,
81.5838,,-64.0,,,
81.6451,,,,-87.0,
81.827,,-74.0,,,
81.8727,,,,-85.0,
82.0026,,-68.0,,,
82.0922,,,,-83.0,
82.2111,,-64.0,,,
82.2671,,,,-93.0,
82.294,,,-96.0,,
82.3988,,-72.0,,,
82.4825,,,,-82.0,
82.6338,,-74.0,,,
82.6932,,,,-83.0,
82.7686,-91.0,,,,
82.8912,,,,-81.0,
83.4315,,-63.0,,,
83.8423,,-72.0,,,
84.0486,,-81.0,,,
84.1154,,,,-89.0,
84.2474,,-73.0,,,
84.3031,,,,-85.0,
84.3974,-91.0,,,,
84.513,,,,-84.0,
84.5984,-89.0,,,,
84.7345,,,,-83.0,
84.8778,,-72.0,,,
84.9544,,,,-83.0,
85.0152,-93.0,,,,
85.085,,-74.0,,,
85.1505,,,,-86.0,
85.3375,,,,-85.0,
85.4167,-93.0,,,,
85.4907,,-83.0,,,
85.5613,,,,-91.0,
85.6213,-97.0,,,,
85.7499,,,,-88.0,
85.9149,,-72.0,,,
85.9643,,,,-82.0,
86.0602,-95.0,,,,
86.1188,,-75.0,,,
86.1644,,,,-86.0,
86.2541,-93.0,,,,
86.3632,,,,-92.0,
86.5309,,-76.0,,,
86.7472,,-76.0,,,
86.9234,,-81.0,,,
87.1399,,-71.0,,,
87.1906,,,,-92.0,
87.8071,,,,-79.0,
87.9484,,-81.0,,,
88.3765,,-70.0,,,
88.3944,,,,-86.0,
88.5019,-99.0,,,,
88.5674,,-71.0,,,
88.6041,,,,-91.0,
88.7664,,-75.0,,,
88.9669,,-74.0,,,
89.0541,,,,,-102.0
89.1895,,-73.0,,,
89.2182,,,,-84.0,
89.3945,,-72.0,,,
89.4404,,,,-83.0,
89.5929,,-77.0,,,
89.6579,,,,-86.0,
89.8085,,-74.0,,,
89.8469,,,,-85.0,
89.9956,,-75.0,,,
90.0481,,,,-87.0,
90.0889,,,-95.0,,
90.2679,,,,-82.0,
90.624,,-74.0,,,
90.6868,,,,-81.0,
91.438,,-73.0,,,
91.8,-96.0,,,,
91.8855,,,,-89.0,
92.0217,-92.0,,,,
92.0583,,-82.0,,,
92.5103,,,,-86.0,
92.6398,-97.0,,,,
92.7092,,,,-91.0,
92.8902,,-77.0,,,
92.9177,,,,-85.0,
93.041,-91.0,,,,
93.0619,,-77.0,,,
93.2749,,-73.0,,,
93.3149,,,,-81.0,
93.4921,,-73.0,,,
93.5337,,,,-81.0,
93.655,-96.0,,,,
93.6854,,-74.0,,,
93.7331,,,,-90.0,
93.9036,,-75.0,,,
93.9432,,,,-93.0,
94.1802,,,,-88.0,
94.2912,,-73.0,,,
94.4537,-94.0,,,,
94.4925,,-78.0,,,
94.7774,,,,-83.0,
95.9116,-89.0,,,,
95.9484,,-78.0,,,
95.9975,,,,-83.0,
96.0839,-87.0,,,,
96.3562,,-76.0,,,
96.3894,,,,-95.0,
96.5756,,-71.0,,,
96.7936,,,,-79.0,
96.9028,-93.0,,,,
96.9813,,-75.0,,,
97.0502,,,-96.0,,
97.2202,,-79.0,,,
97.2393,,,,-86.0,
97.3914,,-73.0,,,
97.4116,,,,-81.0,
97.5901,,-71.0,,,
97.6202,,,,-82.0,
97.7331,-91.0,,,,
97.7961,,-85.0,,,
97.8353,,,,-77.0,
98.0183,,-81.0,,,
98.0261,,,,-77.0,
98.2606,,,,-79.0,
98.2937,,,-97.0,,
98.6354,,-69.0,,,
99.6675,,-66.0,,,
100.0782,,,,-81.0,
100.2846,,,,-83.0,
100.4632,,-91.0,,,
100.4802,,,,-82.0,
100.6768,,-81.0,,,
100.6975,,,,-84.0,
100.8879,,,,-79.0,
101.1797,-93.0,,,,
101.2888,,-82.0,,,
101.2931,,,,-81.0,
101.3864,-93.0,,,,
101.705,,,,-84.0,
101.7185,,-74.0,,,
102.1373,,-80.0,,,
102.1436,,,,-81.0,
102.2202,-90.0,,,,
102.3227,,-79.0,,,
102.3327,,,,-79.0,
102.5331,,-78.0,,,
102.5379,,,,-78.0,
103.7541,,-77.0,,,
103.7686,,,,-80.0,
103.9611,,-81.0,,,
103.9794,,,,-80.0,
104.1503,,-75.0,,,
104.1802,,,,-77.0,
104.2685,-91.0,,,,
104.3518,,-77.0,,,
104.3737,,,,-78.0,
104.5575,,-81.0,,,
104.5939,,,,-84.0,
104.6486,,,-99.0,,
104.6715,-98.0,,,,
104.7679,,-78.0,,,
104.7851,,,,-85.0,
104.9705,,-76.0,,,
105.0086,,,,-81.0,
105.1695,,-73.0,,,
105.2871,-91.0,,,,
105.4177,,-74.0,,,
105.4956,-91.0,,,,
105.612,,,,-83.0,
105.7827,,-77.0,,,
105.8178,,,,-83.0,
105.991,,-70.0,,,
106.0219,,,,-80.0,
106.2079,,-70.0,,,
106.2862,,,,-79.0,
106.4034,,-77.0,,,
106.4419,,,,-76.0,
106.6138,,-76.0,,,
106.6474,,,,-75.0,
107.6524,,-75.0,,,
107.7613,-88.0,,,,
107.8722,,,,-81.0,
107.9582,-97.0,,,,
108.0732,,,,-81.0,
108.263,,-75.0,,,
108.2822,,,,-80.0,
108.4758,,-71.0,,,
108.4818,,,,-81.0,
108.6549,,-86.0,,,
108.6799,,,,-78.0,
108.6857,,,,,-95.0
108.8695,,-86.0,,,
108.8845,,,,-78.0,
109.1052,,-72.0,,,
109.1244,,,,-79.0,
109.1467,,,-93.0,,
109.1695,-94.0,,,,
109.2818,,,,-79.0,
109.4848,,-75.0,,,
109.5063,,,,-78.0,
109.6795,,-70.0,,,
109.6996,,,,-79.0,
109.7773,-91.0,,,,
109.888,,-83.0,,,
109.9135,,,,-80.0,
109.9373,,,,,-97.0
109.9953,-89.0,,,,
110.091,,-71.0,,,
110.3311,,-75.0,,,
110.3394,,,,-80.0,
110.5161,,-73.0,,,
110.5339,,,,-77.0,
110.6111,-96.0,,,,
110.713,,-72.0,,,
111.6346,-87.0,,,,
111.7535,,-72.0,,,
111.7605,,,,-75.0,
111.8536,-88.0,,,,
111.9509,,-73.0,,,
111.9559,,,,-78.0,
112.3523,,-70.0,,,
112.3645,,,,-81.0,
112.5509,,-71.0,,,
112.58,,,,-83.0,
112.7792,,-72.0,,,
112.7936,,,,-86.0,
112.9827,,-73.0,,,
113.0534,-96.0,,,,
113.1793,,-87.0,,,
113.1914,,,,-81.0,
113.2769,-90.0,,,,
113.3811,,-84.0,,,
113.3871,,,,-84.0,
113.5918,,,,-81.0,
113.6014,,-76.0,,,
114.001,,,,-82.0,
114.0168,,-76.0,,,
114.2993,-89.0,,,,
114.4179,,-74.0,,,
114.4239,,,,,-96.0
114.4807,-89.0,,,,
114.6409,,-72.0,,,
114.6552,,,,-83.0,
116.131,-99.0,,,,
116.2661,,-67.0,,,
116.2707,,,,-80.0,
116.3248,-99.0,,,,
116.6637,,,,-84.0,
116.7408,-95.0,,,,
116.8545,,-71.0,,,
116.9452,-95.0,,,,
117.0762,,,,-90.0,
117.479,,-71.0,,,
117.4891,,,,-84.0,
117.703,,-88.0,,,
117.7625,-94.0,,,,
117.8902,,,,-82.0,
117.896,,-87.0,,,
118.1134,,,,-91.0,
118.1186,,-70.0,,,
118.2935,,,,-90.0,
118.3673,-96.0,,,,
118.5156,,,,-83.0,
118.5301,,-71.0,,,
118.7292,,,,-83.0,
119.1341,,-71.0,,,
119.9277,,,,-81.0,
119.9501,,-96.0,,,
119.9903,-92.0,,,,
120.134,,,,-81.0,
120.1994,-93.0,,,,
120.3583,,,,-82.0,
120.3719,,-71.0,,,
120.5488,,,,-82.0,
120.6215,-98.0,,,,
120.7475,,,,-82.0,
120.8141,-99.0,,,,
121.0091,-93.0,,,,
121.3635,,,,-81.0,
121.3808,,-71.0,,,
121.562,,,,-81.0,
121.5827,,-71.0,,,
121.8028,,-72.0,,,
122.0023,,,,-83.0,
122.0179,,-72.0,,,
122.1705,,,,-82.0,
122.3709,,,,-82.0,
122.4381,-92.0,,,,
123.0015,,,,-80.0,
123.0531,-91.0,,,,
123.2061,,,,-80.0,
123.2674,-91.0,,,,
123.8208,,,,-82.0,
123.838,,-71.0,,,
124.4167,,,,-83.0,
124.4667,,-75.0,,,
124.6243,,,,-83.0,
124.8667,,,,-80.0,
124.8794,,-89.0,,,
124.915,-91.0,,,,
124.9203,,,,,-97.0
125.049,,,,-80.0,
125.0625,,-87.0,,,
125.2422,,,,-80.0,
125.2704,,-73.0,,,
125.6826,,-73.0,,,
125.7313,-95.0,,,,
125.8536,,,,-95.0,
125.885,,-82.0,,,
125.9358,-85.0,,,,
125.9688,,,-92.0,,
126.0609,,,,-77.0,
126.1086,,-73.0,,,
126.1488,-93.0,,,,
126.171,,,-100.0,,
126.2686,,,,-75.0,
126.2922,,-72.0,,,
126.4885,,,,-79.0,
126.6995,,,,-81.0,
126.7212,,-75.0,,,
127.2995,,,,-77.0,
127.3183,,-75.0,,,
127.7692,-90.0,,,,
127.7829,,,,,-99.0
127.8119,,,-92.0,,
127.92,,,,-81.0,
128.5219,,,,-81.0,
128.7552,,-77.0,,,
128.9382,,,,-81.0,
128.9596,,-72.0,,,
129.1351,,,,-80.0,
129.1611,,-78.0,,,
129.24,-94.0,,,,
129.3517,,,,-77.0,
129.3773,,-75.0,,,
129.7587,,,,-90.0,
129.7652,,-68.0,,,
129.9666,,-75.0,,,
130.1621,,,,-78.0,
130.1912,,-80.0,,,
130.3638,,,,-78.0,
130.4082,,-68.0,,,
130.6007,,,,-85.0,
130.7715,,,,-82.0,
131.6405,,-68.0,,,
131.8204,,,,-81.0,
131.8393,,-78.0,,,
132.2317,,-74.0,,,
132.4199,,,,-81.0,
132.4465,,-70.0,,,
132.6301,,,,-81.0,
132.6431,,-74.0,,,
132.8232,,,,-86.0,
132.8393,,-77.0,,,
133.2423,,,,-79.0,
133.2494,,-76.0,,,
133.4622,,,,-90.0,
133.466,,-73.0,,,
133.645,,,,-93.0,
133.6643,,-70.0,,,
133.7513,,,-97.0,,
133.8909,,,,-84.0,
133.9146,,-70.0,,,
134.0745,,-71.0,,,
134.2753,,,,-86.0,
134.3028,,-75.0,,,
134.5146,,-75.0,,,
134.6724,,,,-92.0,
134.696,,-76.0,,,
134.895,,-65.0,,,
135.083,,,,-79.0,
135.6923,,,,-79.0,
135.996,,,-92.0,,
136.1071,,,,-94.0,
136.5325,,,,-91.0,
136.561,,-68.0,,,
136.7203,,,,-88.0,
136.9653,,,,-87.0,
136.9775,,-72.0,,,
137.1526,,,,-81.0,
137.1582,,-75.0,,,
137.3379,,,,-82.0,
137.3536,,-77.0,,,
137.5502,,,,-89.0,
137.5836,,-66.0,,,
137.9699,,,,-87.0,
137.9737,,-71.0,,,
138.1597,,,,-92.0,
138.3678,,,,-90.0,
138.3831,,-71.0,,,
138.5949,,-73.0,,,
138.793,,-65.0,,,
138.9925,,-77.0,,,
139.2313,,-75.0,,,
139.8078,,,,-86.0,
139.8152,,-62.0,,,
140.0086,,,,-91.0,
140.2223,,,,-85.0,
140.2382,,-69.0,,,
140.4331,,-70.0,,,
140.644,,-66.0,,,
140.6504,,,,-90.0,
140.8446,,,,-90.0,
141.0433,,,,-87.0,
141.2607,,,,-84.0,
141.4528,,-71.0,,,
141.4788,,,,-85.0,
141.6592,,-69.0,,,
141.8579,,-69.0,,,
141.8754,,,,-92.0,
142.0853,,-67.0,,,
142.0991,,,,-91.0,
142.2843,,-71.0,,,
142.2889,,,,-86.0,
142.4725,,-67.0,,,
142.6703,,-63.0,,,
142.6997,,,,-95.0,
142.7388,,,-93.0,,
143.4877,,-57.0,,,
143.5124,,,,-97.0,
143.7066,,-70.0,,,
144.3099,,-68.0,,,
144.3284,,,,-84.0,
144.5346,,-71.0,,,
144.5553,,,,-88.0,
144.7249,,-79.0,,,
144.9623,,-74.0,,,
145.1369,,-62.0,,,
145.3831,,,,-91.0,
145.5315,,-65.0,,,
145.7523,,-63.0,,,
145.7852,,,,-94.0,
145.9465,,-83.0,,,
146.1554,,-71.0,,,
146.3493,,-62.0,,,
146.558,,-64.0,,,
146.5995,,,,-93.0,
146.7994,,-69.0,,,
147.6218,,,,-91.0,
147.8061,,-68.0,,,
147.9878,,-67.0,,,
148.0438,,,,-88.0,
148.1946,,-64.0,,,
148.2442,,,,-94.0,
148.6092,,-55.0,,,
148.8277,,-62.0,,,
148.8641,,,,-88.0,
149.0294,,-71.0,,,
149.0599,,,,-88.0,
149.237,,-64.0,,,
149.4178,,-70.0,,,
149.6521,,-57.0,,,
149.6823,,,,-85.0,
149.8796,,,,-88.0,
150.0315,,-61.0,,,
150.0712,,,,-87.0,
150.2655,,-61.0,,,
150.2939,,,,-90.0,
150.4768,,-64.0,,,
150.4992,,,,-93.0,
150.6529,,-58.0,,,
151.0559,,-58.0,,,
151.2819,,-54.0,,,
151.3051,,,,-85.0,
151.8701,,-62.0,,,
151.9458,,,,-97.0,
152.0795,,-62.0,,,
152.1359,,,,-88.0,
152.2728,,-66.0,,,
152.3286,,,,-95.0,
152.4807,,-60.0,,,
152.5525,,,,-92.0,
152.6865,,-59.0,,,
152.901,,-59.0,,,
152.9459,,,,-90.0,
153.0996,,-63.0,,,
153.348,,,,-92.0,
153.5072,,-71.0,,,
153.7182,,-72.0,,,
153.8324,-95.0,,,,
153.902,,-65.0,,,
153.9662,,,,-94.0,
154.1255,,-64.0,,,
154.1967,,,,-93.0,
154.382,,,,-88.0,
154.6135,,,,-92.0,
155.0199,,,,-87.0,
155.0543,-89.0,,,,
155.1414,,-83.0,,,
155.2578,-96.0,,,,
155.9658,,-70.0,,,
156.2453,,,,-94.0,
156.3819,,-68.0,,,
156.5031,-98.0,,,,
156.6517,,,,-87.0,
156.7035,-93.0,,,,
156.7882,,-78.0,,,
156.8499,,,,-87.0,
157.0012,,-71.0,,,
157.0635,,,,-88.0,
157.2393,,-67.0,,,
157.4256,,-71.0,,,
157.4758,,,,-89.0,
157.659,,,,-92.0,
157.8367,,-74.0,,,
157.888,,,,-92.0,
158.0286,,-77.0,,,
158.2455,,-69.0,,,
158.6246,,-69.0,,,
158.6943,,,,-94.0,
158.8392,,-63.0,,,
159.7196,,,,-89.0,
159.8672,,-68.0,,,
160.0641,,-72.0,,,
160.264,,-67.0,,,
160.4773,,-81.0,,,
