AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:32,wifi_rssi_20:23:00:00:01:34,wifi_rssi_20:23:00:00:01:35,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:32,wifi_freq_20:23:00:00:01:34,wifi_freq_20:23:00:00:01:35,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:25
42.2478,,,-48.0,-80.0,,,,-78.0,-74.0,-70.0,-65.0,-81.0,-82.0,-75.0,,-76.0,,-91.0,,,,,-89.0,,-80.0,,-89.0,,,,,,,,,,,,,-65.0,,,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,2412.0,,,,,2462.0,,2462.0,,5240.0,,,,,,,,,,,,,2462.0,
46.2327,-78.0,,-49.0,-76.0,,,,-76.0,-75.0,-69.0,-62.0,-81.0,-80.0,-75.0,,-79.0,-90.0,,,,,,-89.0,,-80.0,,-90.0,,,,,,,,,,,,,-58.0,,2437.0,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,2412.0,,,,,,2462.0,,2462.0,,5240.0,,,,,,,,,,,,,2462.0,
50.2229,-80.0,,-49.0,-76.0,,,-88.0,,-75.0,-69.0,-64.0,-81.0,-82.0,-74.0,,-78.0,,,,,,,-88.0,,-78.0,,,,,,,,,,,,,,,-64.0,,2437.0,,2417.0,2452.0,,,2412.0,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,2462.0,,2462.0,,,,,,,,,,,,,,,2462.0,
54.2325,,,-48.0,-75.0,,-79.0,-85.0,,-75.0,-69.0,-60.0,-81.0,-82.0,-78.0,,-76.0,,,,,,,,,,,-87.0,,,,,,,,,,,,,-58.0,,,,2417.0,2452.0,,2462.0,2412.0,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,5240.0,,,,,,,,,,,,,2462.0,
58.2446,-83.0,,-46.0,-75.0,,,-83.0,-78.0,-68.0,-69.0,-69.0,-81.0,-82.0,,,-76.0,,,,,,,-87.0,,,,-87.0,,,,,,,,,,,,,-62.0,,2437.0,,2417.0,2452.0,,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,2462.0,,,,5240.0,,,,,,,,,,,,,2462.0,
62.2072,,,-47.0,-75.0,,,-84.0,-77.0,-74.0,-69.0,-63.0,-81.0,-80.0,-72.0,,-79.0,,,,,,,-87.0,,-79.0,,-88.0,,,,,,,,,,,,,-62.0,,,,2417.0,2452.0,,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,2462.0,,2462.0,,5240.0,,,,,,,,,,,,,2462.0,
66.2408,,,-50.0,-78.0,,-74.0,,-69.0,,-66.0,-67.0,-82.0,-83.0,-75.0,-91.0,-83.0,,,,,,,,,,,-90.0,,,,,,,-93.0,-94.0,,,,,-62.0,-90.0,,,2417.0,2452.0,,2462.0,,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,5240.0,,,,,,,2412.0,2412.0,,,,,2462.0,2437.0
70.213,-82.0,,-45.0,-80.0,-90.0,-77.0,,-73.0,-67.0,-70.0,-71.0,-86.0,-84.0,-76.0,,-83.0,,,,,,-89.0,,,,,-90.0,,,,,,,,,,,,,-71.0,,2437.0,,2417.0,2452.0,2412.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,2437.0,,,,,5240.0,,,,,,,,,,,,,2462.0,
74.2162,,,-49.0,-80.0,,-72.0,,-80.0,-72.0,-68.0,-67.0,-82.0,-81.0,,,-79.0,,,,,,,,,-80.0,,,,,,,,,,,,,-88.0,,-63.0,-89.0,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,2462.0,,,,,,,,,,,,,2462.0,,2462.0,2437.0
78.2128,-78.0,,-49.0,-72.0,,-72.0,-76.0,-68.0,-70.0,-68.0,-63.0,-80.0,-80.0,-73.0,,-75.0,-90.0,,,-92.0,,-93.0,,-91.0,,,,,,,,,,,,,,,,-61.0,,2437.0,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,2412.0,,,2437.0,,2437.0,,2472.0,,,,,,,,,,,,,,,,2462.0,
82.2333,,,-46.0,-72.0,,-71.0,-76.0,,-66.0,-72.0,-70.0,-79.0,-79.0,-73.0,-87.0,-72.0,,,,,,,,,,,,,,-90.0,,,,,,,,-89.0,-89.0,-50.0,,,,2417.0,2452.0,,2462.0,2412.0,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,2462.0,,,,,,,,2462.0,2462.0,2462.0,
86.2029,-76.0,,-46.0,-71.0,,-70.0,-80.0,-71.0,-67.0,-68.0,-66.0,-79.0,-79.0,-68.0,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,-48.0,-93.0,2437.0,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,2462.0,2437.0
90.2082,-76.0,-86.0,-49.0,-67.0,,,-77.0,-71.0,-67.0,-64.0,-60.0,-74.0,-74.0,-68.0,,-79.0,,,,,,,,,,,,,,,,,,,,,,,,-55.0,,2437.0,5200.0,2417.0,2452.0,,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,2462.0,
94.2314,-72.0,,,-73.0,,-82.0,-77.0,-72.0,-68.0,-69.0,-61.0,-79.0,-79.0,-74.0,,-79.0,,,,,,,,,,-96.0,,,,,,,,,,,,,,-57.0,-89.0,2437.0,,,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,2412.0,,,,,,,,,,,,,,2462.0,2437.0
98.2298,-80.0,,-52.0,-72.0,,-72.0,-78.0,-69.0,-71.0,-75.0,-61.0,-75.0,-75.0,-71.0,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,-65.0,,2437.0,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,2462.0,
102.2398,,-88.0,-53.0,-68.0,,-64.0,-75.0,-66.0,-64.0,-63.0,-52.0,-81.0,-82.0,-63.0,-85.0,-71.0,,,,,,,-91.0,,,,,,-85.0,,-93.0,-93.0,,,,-90.0,,,,-57.0,-90.0,,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,2462.0,,,,,,5500.0,,5500.0,5500.0,,,,2437.0,,,,2462.0,2437.0
106.2364,,-88.0,-54.0,-67.0,,-63.0,-77.0,-64.0,-62.0,-63.0,-50.0,-81.0,-82.0,-62.0,-83.0,-70.0,,,,,,,,,,,,,,,,,,,,,,,,-55.0,-90.0,,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,2462.0,2437.0
110.2654,-75.0,,,-67.0,,-63.0,-77.0,-64.0,-60.0,-65.0,-56.0,-82.0,-81.0,-64.0,,-70.0,,,,,,,,,,,,,,,,,,,,-88.0,,,,-55.0,-90.0,2437.0,,,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,2437.0,,,,2462.0,2437.0
114.2561,-75.0,,-54.0,-66.0,,-63.0,-78.0,-59.0,-61.0,-65.0,-52.0,-79.0,-81.0,-64.0,-83.0,-70.0,,,,,,,,,,,,,,,,,,,,,,,,-59.0,,2437.0,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,2462.0,
118.1961,-75.0,-86.0,-54.0,-64.0,,-61.0,-76.0,-64.0,-63.0,-65.0,-52.0,-80.0,-81.0,-60.0,-87.0,-69.0,,,,,,,,,,,,,,,,,,,,,,,-92.0,-67.0,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,2462.0,2462.0,
122.2352,-73.0,,-54.0,-68.0,,-61.0,-76.0,-69.0,-63.0,-62.0,-56.0,-80.0,-79.0,-60.0,,-69.0,,,,,,,,,,,,,,,,,,,,,,,,-65.0,,2437.0,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,2462.0,
126.202,-73.0,,-56.0,-68.0,,-61.0,-78.0,-71.0,-64.0,-64.0,-57.0,-80.0,-80.0,-62.0,,-69.0,,,,,,,,,,,,,,,,,,,,,,,,-65.0,,2437.0,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,2462.0,
130.202,-78.0,,-54.0,-67.0,,-67.0,,-73.0,-70.0,-61.0,-64.0,-80.0,-81.0,-69.0,-85.0,-78.0,,,,,,,,,,,,,,,,,,,,,,,,-67.0,-85.0,2437.0,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,2462.0,2437.0
134.2288,-74.0,-87.0,-52.0,-61.0,,-63.0,-74.0,-69.0,-59.0,-64.0,-56.0,-76.0,-77.0,-63.0,-83.0,-69.0,,,,,,,,,,,,,,,,,,,,,,,,-63.0,-83.0,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,2462.0,2437.0
138.2169,-74.0,,-44.0,-72.0,,-74.0,-79.0,-73.0,-69.0,-65.0,-62.0,-80.0,-80.0,-73.0,-86.0,-74.0,,,,,,,,,,,,,,,,,,,,,,,,-71.0,,2437.0,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,2462.0,
142.2396,-83.0,,-46.0,-72.0,,,-81.0,-69.0,-69.0,-68.0,-62.0,-80.0,-80.0,-72.0,,-78.0,,,-92.0,-86.0,-88.0,-86.0,,,-75.0,,-88.0,-89.0,,,,,,,,,,,,-69.0,,2437.0,,2417.0,2452.0,,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,2457.0,2437.0,2437.0,2437.0,,,2462.0,,5240.0,5240.0,,,,,,,,,,,,2462.0,
146.2643,,,-44.0,-76.0,,-74.0,-81.0,-76.0,-66.0,-68.0,-70.0,-83.0,-83.0,,-87.0,-78.0,,,,-88.0,,,,,-81.0,,-88.0,-89.0,,,,,,,,,,,,-77.0,,,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,2462.0,2437.0,,,,2437.0,,,,,2462.0,,5240.0,5240.0,,,,,,,,,,,,2462.0,
150.2309,,,-50.0,-76.0,-91.0,-72.0,-85.0,,-68.0,-68.0,-71.0,,-86.0,-72.0,,-86.0,,,,,-91.0,,,,,,,,,,,,-92.0,,,,,,,-75.0,,,,2417.0,2452.0,2412.0,2462.0,2412.0,,2437.0,2422.0,2437.0,,5220.0,2462.0,,2437.0,,,,,2437.0,,,,,,,,,,,,2412.0,,,,,,,2462.0,
154.2197,,,-49.0,-74.0,,-72.0,,-72.0,-71.0,-72.0,-67.0,-82.0,-83.0,-73.0,,-79.0,,,,,,,-91.0,,,,,,,,,,,,,,-89.0,,,-70.0,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,2462.0,,,,,,,,,,,,,,2462.0,,,2462.0,
158.2492,,,-48.0,-75.0,-88.0,-77.0,-82.0,-77.0,-75.0,-69.0,-67.0,-85.0,-84.0,-77.0,,-81.0,,,,,,,,,,-88.0,-89.0,-90.0,,,,,,,,,,,,-78.0,,,,2417.0,2452.0,2412.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,2412.0,5240.0,5240.0,,,,,,,,,,,,2462.0,
