AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:06
78.8171,,,-80.0,,
78.8779,,,,-90.0,
79.5237,,,,-90.0,
80.4608,,,-89.0,,
80.5371,,,,-89.0,
80.6601,,,-84.0,,
80.7305,,,,-91.0,
80.8664,,,-77.0,,
80.9315,,,,-87.0,
82.3951,,,,-88.0,
82.5049,,,-86.0,,
82.5866,,,,-90.0,
82.7065,,,-89.0,,
82.7822,,,,-94.0,
82.8953,,,-85.0,,
82.9941,,,,-84.0,
84.4533,,,,-87.0,
84.6597,,,,-94.0,
84.7497,,,-88.0,,
84.9536,,,-88.0,,
85.0444,,,,-92.0,
86.3849,,,-97.0,,
86.5836,,,-88.0,,
86.7955,,,-94.0,,
86.8773,,,,-97.0,
86.9931,,,-94.0,,
88.6553,,,-92.0,,
88.7181,,,,-90.0,
88.8463,,,-95.0,,
90.5061,,,-96.0,,
90.5451,,,,-100.0,
90.9038,,,-100.0,,
92.5087,,-101.0,,,
92.5364,,,-94.0,,
94.6131,,,-96.0,,
94.7698,,,-96.0,,
94.9409,,-100.0,,,
94.9895,,,-97.0,,
95.1543,,-97.0,,,
96.2284,,,-97.0,,
97.0584,,,-98.0,,
98.7138,,,-96.0,,
99.1071,,,-94.0,,
100.541,,,-91.0,,
100.8758,,-95.0,,,
101.0818,,-95.0,,,
101.1643,,,-93.0,,
102.1663,,,-96.0,,
104.557,,-93.0,,,
104.8232,,,-93.0,,
104.9641,,-94.0,,,
105.0345,,,-98.0,,
106.8142,,-96.0,,,
107.0303,,-96.0,,,
107.2218,,-97.0,,,
108.859,,-99.0,,,
109.1034,,-97.0,,,
109.2682,,-100.0,,,
110.5195,,-99.0,,,
110.7124,,-91.0,,,
110.9158,,-87.0,,,
111.3209,,-88.0,,,
112.5515,,-96.0,,,
112.9722,,-88.0,,,
113.1652,,-87.0,,,
114.6143,,-84.0,,,
114.8048,,-93.0,,,
115.0154,,-87.0,,,
115.2331,,-86.0,,,
116.4716,,-85.0,,,
116.8539,,-88.0,,,
117.2751,,-90.0,,,
118.5055,,-83.0,,,
118.9079,,-90.0,,,
119.1108,,-85.0,,,
119.5152,,-79.0,,,
119.7505,,-93.0,,,
119.932,,-86.0,,,
120.1603,,-82.0,,,
120.342,,-83.0,,,
120.5724,,-83.0,,,
120.7521,,-88.0,,,
120.9532,,-91.0,,,
121.1549,,-77.0,,,
122.4987,-98.0,,,,
122.6116,,-84.0,,,
122.7939,,-81.0,,,
122.9236,-97.0,,,,
123.0309,,-95.0,,,
123.1107,-94.0,,,,
123.2242,,-96.0,,,
123.6237,,-79.0,,,
124.0707,,-94.0,,,
124.2337,,-93.0,,,
124.3294,-97.0,,,,
124.6459,,-77.0,,,
124.8467,,-77.0,,,
125.0704,,-80.0,,,
125.2629,,-78.0,,,
125.4772,,-84.0,,,
126.5103,,-84.0,,,
126.7253,,-78.0,,,
126.9354,,-86.0,,,
126.9744,-100.0,,,,
127.3462,,-78.0,,,
127.5335,,-86.0,,,
127.7412,,-79.0,,,
127.945,,-86.0,,,
128.1721,,-81.0,,,
128.3607,,-86.0,,,
128.3911,-98.0,,,,
128.5551,,-78.0,,,
128.7588,,-81.0,,,
128.8107,-95.0,,,,
128.9815,,-77.0,,,
129.1801,,-81.0,,,
130.6146,,-82.0,,,
130.8021,,-91.0,,,
131.2706,-99.0,,,,
132.4737,,-81.0,,,
132.6745,,-86.0,,,
132.6842,-98.0,,,,
132.8803,,-79.0,,,
133.0958,,-81.0,,,
133.2767,,-80.0,,,
134.1218,,-87.0,,,
134.5076,,-81.0,,,
134.5642,-97.0,,,,
134.721,,-80.0,,,
134.9275,,-81.0,,,
135.1591,-97.0,,,,
135.3273,,-81.0,,,
136.3631,,-78.0,,,
136.3907,-100.0,,,,
136.5564,,-85.0,,,
136.6156,-97.0,,,,
136.7603,,-87.0,,,
136.9606,,-87.0,,,
137.0081,-99.0,,,,
137.1777,,-87.0,,,
138.6078,,-84.0,,,
138.8227,,-83.0,,,
139.0062,,-83.0,,,
139.2203,,-83.0,,,
139.4153,,-83.0,,,
139.6334,,-82.0,,,
139.819,,-83.0,,,
139.8653,-98.0,,,,
140.0277,,-82.0,,,
140.2463,,-83.0,,,
140.454,,-83.0,,,
140.6554,,-81.0,,,
140.85,,-83.0,,,
141.0501,,-82.0,,,
141.3049,-100.0,,,,
142.4972,,-82.0,,,
142.7213,,-84.0,,,
142.746,-97.0,,,,
142.8772,,-82.0,,,
143.1141,,-83.0,,,
143.2819,,-82.0,,,
144.3173,,-85.0,,,
144.5474,,-83.0,,,
144.741,,-83.0,,,
144.9344,,-82.0,,,
145.1726,,-84.0,,,
145.2041,-100.0,,,,
146.5751,,-83.0,,,
146.9846,,-83.0,,,
147.0451,-99.0,,,,
147.203,,-81.0,,,
148.4271,,-83.0,,,
148.4819,-97.0,,,,
148.624,,-84.0,,,
148.8233,,-83.0,,,
149.024,,-84.0,,,
149.2453,,-80.0,,,
150.4537,,-85.0,,,
150.6762,,-79.0,,,
150.8669,,-83.0,,,
151.0802,,-78.0,,,
151.2965,,-86.0,,,
152.3159,,-83.0,,,
152.5108,,-79.0,,,
152.5755,-100.0,,,,
152.7093,,-91.0,,,
153.1287,,-94.0,,,
153.2262,-99.0,,,,
154.557,,-94.0,,,
154.7577,,-86.0,,,
154.8411,-98.0,,,,
154.975,,-76.0,,,
155.1794,,-87.0,,,
155.2643,-98.0,,,,
156.4148,,-88.0,,,
156.8113,,-80.0,,,
157.0132,,-85.0,,,
157.221,,-94.0,,,
157.8292,,-80.0,,,
158.6692,,-76.0,,,
159.0909,,-76.0,,,
159.2706,,-76.0,,,
160.5188,,-87.0,,,
160.9217,,-80.0,,,
161.1075,,-82.0,,,
162.3679,,-87.0,,,
162.5541,,-86.0,,,
162.7671,,-90.0,,,
162.9676,,-87.0,,,
163.4003,,-87.0,,,
164.4238,,-93.0,,,
164.827,,-90.0,,,
165.2457,,-97.0,,,
166.4829,,-87.0,,,
166.6644,,-98.0,,,
166.8821,,-90.0,,,
167.0918,,,-99.0,,
167.514,,-98.0,,,
168.5207,,-97.0,,,
168.5271,,,-98.0,,
168.9175,,-102.0,,,
169.1476,,-100.0,,,
169.1616,,,-94.0,,
171.2119,,,-94.0,,
171.2161,,-94.0,,,
172.4207,,-93.0,,,
172.628,,,-91.0,,
172.8236,,-93.0,,,
174.0607,,,-94.0,,
174.461,,-102.0,,,
174.4752,,,-95.0,,
174.8808,,,-92.0,,
175.082,,,-94.0,,
175.3014,,-96.0,,,
176.3245,,,-96.0,,
176.5036,,-98.0,,,
176.5182,,,-97.0,,
176.7272,,,-96.0,,
178.9818,,,-94.0,,
180.6179,,-97.0,,,
180.7979,,,,-96.0,
180.8408,,,-92.0,,
182.6777,,-97.0,,,
182.6824,,,-85.0,,
184.5036,,,-85.0,,
184.7001,,,,-95.0,
184.7396,,,-87.0,,
184.7447,,-97.0,,,
184.9302,,,-95.0,,
185.3389,,,-89.0,,
185.9385,,-99.0,,,
186.5318,,,,-98.0,
186.5637,,-98.0,,,
186.738,,,,-95.0,
186.7636,,,-90.0,,
186.7741,,-97.0,,,
186.922,,,,-94.0,
186.955,,,-88.0,,
188.2006,,-98.0,,,
188.4033,,,-95.0,,
188.5694,,,,-96.0,
188.795,,,-88.0,,
188.9947,,,-94.0,,
190.6408,,,-90.0,,
190.7819,,,,-92.0,
190.9858,,,,-94.0,
192.4163,,,,-88.0,
192.6222,,,,-102.0,
192.8407,,,,-87.0,
192.8927,,,-82.0,,
193.0378,,,,-96.0,
194.4864,,,,-97.0,
194.5356,,,-87.0,,
194.6646,,,,-88.0,
194.7535,,,-90.0,,
194.8693,,,,-95.0,
194.9554,,,-93.0,,
196.3171,,,,-93.0,
196.5291,,,,-90.0,
196.5855,,,-82.0,,
196.79,,,-88.0,,
196.9487,,,,-91.0,
197.4043,,,-87.0,,
197.9605,,,,-95.0,
198.4462,,,-76.0,,
198.5903,,,,-85.0,
198.6453,,,-76.0,,
198.7661,,,,-90.0,
199.0002,,,,-95.0,
199.0551,,,-85.0,,
199.6844,,,-82.0,,
200.4335,,,,-89.0,
200.4883,,,-86.0,,
200.6403,,,,-99.0,
200.6865,,,-76.0,,
200.8278,,,,-87.0,
200.8849,,,-93.0,,
202.4915,,,,-84.0,
202.5459,,,-69.0,,
202.7359,,,-77.0,,
202.9095,,,,-86.0,
202.9427,,,-71.0,,
203.7605,,,-79.0,,
204.5343,,,,-101.0,
204.6323,,,-84.0,,
204.7347,,,,-92.0,
204.8136,,,-69.0,,
204.9342,,,,-89.0,
205.0173,,,-75.0,,
206.4424,,,-85.0,,
206.5625,,,,-93.0,
206.6475,,,-85.0,,
208.5006,,,-83.0,,
208.6043,,,,-99.0,
208.7124,,,-89.0,,
208.9052,,,-85.0,,
210.4909,,,,-96.0,
210.5565,,,-93.0,,
210.7644,,,-91.0,,
212.4176,,,-90.0,,
212.6045,,,-94.0,,
212.8082,,,-86.0,,
213.0117,,,-87.0,,
214.4962,,,-84.0,,
214.6627,,,-95.0,,
214.8816,,,-91.0,,
216.5092,,,-93.0,,
216.7156,,,-96.0,,
216.9137,,,-92.0,,
218.5425,,,,,-102.0
218.5499,,,-93.0,,
218.7539,,,,,-100.0
218.7673,,,-92.0,,
218.9779,,,-101.0,,
