AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:06,wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:88,wifi_rssi_20:23:00:00:01:89,wifi_rssi_20:23:00:00:01:90,wifi_rssi_20:23:00:00:01:91,wifi_rssi_20:23:00:00:01:94,wifi_rssi_20:23:00:00:02:55,wifi_rssi_20:23:00:00:02:61,wifi_rssi_20:23:00:00:02:73,wifi_rssi_20:23:00:00:02:88,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:20,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:88,wifi_freq_20:23:00:00:01:89,wifi_freq_20:23:00:00:01:90,wifi_freq_20:23:00:00:01:91,wifi_freq_20:23:00:00:01:94,wifi_freq_20:23:00:00:02:55,wifi_freq_20:23:00:00:02:61,wifi_freq_20:23:00:00:02:73,wifi_freq_20:23:00:00:02:88,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:20,Latitude_degrees,Longitude_degrees,floor_ID
0.194,2110.0329,-0.49561,5.09981,6.71594,-2.59324,-2.14777,1.30731,0.5,-1.2,13.2,-110.0,-97.0,-65.0,-71.0,-77.0,-87.0,-110.0,-88.0,-83.0,-77.0,-82.0,-110.0,-64.0,-92.0,-90.0,-88.0,-110.0,-94.0,-56.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-89.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,5220.0,2462.0,-1.0,2452.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
0.2136,2110.0529,0.54111,4.9346,8.2794,-2.60912,-1.26079,1.49912,-1.4,-0.5,11.8,-110.0,-97.0,-65.0,-71.0,-77.0,-87.0,-110.0,-88.0,-83.0,-77.0,-82.0,-110.0,-64.0,-92.0,-90.0,-88.0,-110.0,-94.0,-56.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-89.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,5220.0,2462.0,-1.0,2452.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
0.2353,2110.0729,1.52994,4.38152,10.39355,-1.26216,-0.54669,1.43498,-2.6,-0.8,9.8,-110.0,-97.0,-65.0,-71.0,-77.0,-87.0,-110.0,-88.0,-83.0,-77.0,-82.0,-110.0,-64.0,-92.0,-90.0,-88.0,-110.0,-94.0,-56.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-89.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,5220.0,2462.0,-1.0,2452.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
0.2632,2110.0929,1.95133,3.73986,10.65213,0.37557,-0.17468,0.77585,-2.5,-0.3,11.0,-110.0,-97.0,-65.0,-71.0,-77.0,-87.0,-110.0,-88.0,-83.0,-77.0,-82.0,-110.0,-64.0,-92.0,-90.0,-88.0,-110.0,-94.0,-56.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-89.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,5220.0,2462.0,-1.0,2452.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
0.2744,2110.1129,1.38629,3.85478,9.68963,1.06218,-0.34389,-0.3402,-4.0,-1.3,10.1,-110.0,-97.0,-65.0,-71.0,-77.0,-87.0,-110.0,-88.0,-83.0,-77.0,-82.0,-110.0,-64.0,-92.0,-90.0,-88.0,-110.0,-94.0,-56.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-89.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,5220.0,2462.0,-1.0,2452.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
0.2952,2110.1329,0.73025,3.85478,8.49489,0.64679,-0.19239,-0.31149,-4.3,-2.2,10.0,-110.0,-97.0,-65.0,-71.0,-77.0,-87.0,-110.0,-88.0,-83.0,-77.0,-82.0,-110.0,-64.0,-92.0,-90.0,-88.0,-110.0,-94.0,-56.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-89.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,5220.0,2462.0,-1.0,2452.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
0.3138,2110.1529,0.00718,3.76859,7.99448,0.24484,0.44596,-0.04393,-3.9,-2.3,9.7,-110.0,-97.0,-65.0,-71.0,-77.0,-87.0,-110.0,-88.0,-83.0,-77.0,-82.0,-110.0,-64.0,-92.0,-90.0,-88.0,-110.0,-94.0,-56.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-89.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,5220.0,2462.0,-1.0,2452.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
0.3439,2110.1729,-0.15084,3.69197,8.1549,0.1019,0.93954,0.24745,-2.9,-1.9,10.9,-110.0,-97.0,-65.0,-71.0,-77.0,-87.0,-110.0,-88.0,-83.0,-77.0,-82.0,-110.0,-64.0,-92.0,-90.0,-88.0,-110.0,-94.0,-56.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-89.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,5220.0,2462.0,-1.0,2452.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
0.3591,2110.1929,-0.16042,3.74943,8.25067,0.20758,0.85891,0.20469,-3.3,-2.4,10.5,-110.0,-97.0,-65.0,-71.0,-77.0,-87.0,-110.0,-88.0,-83.0,-77.0,-82.0,-110.0,-64.0,-92.0,-90.0,-88.0,-110.0,-94.0,-56.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-89.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,5220.0,2462.0,-1.0,2452.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
0.3733,2110.2128,-0.10295,3.84521,7.9059,0.15321,0.31768,0.02388,-2.3,-2.5,10.5,-110.0,-97.0,-65.0,-71.0,-77.0,-87.0,-110.0,-88.0,-83.0,-77.0,-82.0,-110.0,-64.0,-92.0,-90.0,-88.0,-110.0,-94.0,-56.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-89.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,5220.0,2462.0,-1.0,2452.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
0.3936,2110.2328,-0.14605,3.7231,8.17645,0.03532,-0.15513,-0.23146,-2.5,-2.5,10.4,-110.0,-97.0,-65.0,-71.0,-77.0,-87.0,-110.0,-88.0,-83.0,-77.0,-82.0,-110.0,-64.0,-92.0,-90.0,-88.0,-110.0,-94.0,-56.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-89.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,5220.0,2462.0,-1.0,2452.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
0.4156,2110.2528,-0.63927,3.46212,8.447,0.07136,0.24316,-0.1435,-2.7,-2.1,10.8,-110.0,-97.0,-65.0,-71.0,-77.0,-87.0,-110.0,-88.0,-83.0,-77.0,-82.0,-110.0,-64.0,-92.0,-90.0,-88.0,-110.0,-94.0,-56.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-89.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,5220.0,2462.0,-1.0,2452.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
0.4336,2110.2728,-0.84039,3.35438,8.43982,-0.04226,0.51133,0.09779,-3.0,-2.0,10.4,-110.0,-97.0,-65.0,-71.0,-77.0,-87.0,-110.0,-88.0,-83.0,-77.0,-82.0,-110.0,-64.0,-92.0,-90.0,-88.0,-110.0,-94.0,-56.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-89.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,5220.0,2462.0,-1.0,2452.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
0.457,2110.2928,-0.74223,3.34001,8.59066,-0.12106,0.42275,0.26945,-3.2,-2.0,10.1,-110.0,-97.0,-65.0,-71.0,-77.0,-87.0,-110.0,-88.0,-83.0,-77.0,-82.0,-110.0,-64.0,-92.0,-90.0,-88.0,-110.0,-94.0,-56.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-89.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,5220.0,2462.0,-1.0,2452.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
0.4757,2110.3128,-0.59378,3.35677,8.79896,-0.01477,0.04279,-0.11784,-3.1,-2.1,10.1,-110.0,-97.0,-65.0,-71.0,-77.0,-87.0,-110.0,-88.0,-83.0,-77.0,-82.0,-110.0,-64.0,-92.0,-90.0,-88.0,-110.0,-94.0,-56.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-89.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,5220.0,2462.0,-1.0,2452.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
0.5054,2110.3328,-0.54829,3.29931,9.19641,0.10373,-0.16612,-0.11173,-3.0,-2.2,10.1,-110.0,-97.0,-65.0,-71.0,-77.0,-87.0,-110.0,-88.0,-83.0,-77.0,-82.0,-110.0,-64.0,-92.0,-90.0,-88.0,-110.0,-94.0,-56.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-89.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,5220.0,2462.0,-1.0,2452.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
