AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:88,wifi_rssi_20:23:00:00:01:89,wifi_rssi_20:23:00:00:01:90,wifi_rssi_20:23:00:00:01:91,wifi_rssi_20:23:00:00:01:94,wifi_rssi_20:23:00:00:02:55,wifi_rssi_20:23:00:00:02:61,wifi_rssi_20:23:00:00:02:73,wifi_rssi_20:23:00:00:02:88,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:20,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:88,wifi_freq_20:23:00:00:01:89,wifi_freq_20:23:00:00:01:90,wifi_freq_20:23:00:00:01:91,wifi_freq_20:23:00:00:01:94,wifi_freq_20:23:00:00:02:55,wifi_freq_20:23:00:00:02:61,wifi_freq_20:23:00:00:02:73,wifi_freq_20:23:00:00:02:88,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:20
63.3117,-72.0,-71.0,,-86.0,,-78.0,-93.0,,-81.0,-90.0,-63.0,-92.0,-91.0,-79.0,,,-56.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,2462.0,2412.0,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,
65.3033,-63.0,-74.0,-76.0,,,-87.0,,-82.0,-90.0,-92.0,-69.0,-90.0,-90.0,-85.0,,,-53.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,
67.315,-84.0,,-68.0,-87.0,,-84.0,-92.0,-73.0,-88.0,-94.0,-69.0,-87.0,-90.0,-84.0,,,-52.0,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,
69.2993,-67.0,-75.0,,-83.0,,-85.0,-89.0,-83.0,-86.0,,-69.0,-94.0,-93.0,-89.0,,-88.0,-51.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,
71.3176,-69.0,-75.0,-73.0,-89.0,,-87.0,-91.0,-69.0,-86.0,-93.0,-65.0,,-92.0,,,-87.0,-54.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,5220.0,,,2452.0,2437.0,,,,,,,,,,,,,,,,,
73.2828,-73.0,-81.0,-71.0,-85.0,,-85.0,-88.0,-86.0,-86.0,-93.0,-69.0,,-90.0,-94.0,,-93.0,-55.0,,,,,,,,-95.0,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,2452.0,2437.0,,,,,,,,2412.0,,,,,,,,,
75.293,-68.0,-81.0,-75.0,,,-86.0,-92.0,-84.0,-92.0,,-67.0,-93.0,-92.0,-92.0,,-87.0,-53.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,,,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,
77.3226,-67.0,-78.0,-79.0,,,-86.0,-88.0,-83.0,-92.0,-92.0,-69.0,-91.0,-88.0,-86.0,,,-64.0,,-87.0,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,2437.0,,,,,,,,,,,,,,,
79.321,-67.0,-79.0,-78.0,-90.0,,-82.0,,-86.0,-90.0,-94.0,-73.0,,-89.0,,,-91.0,-61.0,,-90.0,-93.0,,-95.0,,,,,,,,,,,-94.0,,2437.0,5200.0,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,,,2452.0,2437.0,,2437.0,2462.0,,2462.0,,,,,,,,,,,2462.0,
81.4731,-87.0,-86.0,-84.0,,,,-94.0,,,,-87.0,,,,,,-68.0,-94.0,,-91.0,-85.0,,,,,,,-91.0,,,,,,,2437.0,5200.0,2417.0,,,,2412.0,,,,2437.0,,,,,,2437.0,5500.0,,2462.0,5500.0,,,,,,,5500.0,,,,,,
83.332,-82.0,-90.0,-93.0,,,,,,,,-87.0,,,,,,-68.0,,-86.0,-92.0,,-93.0,-92.0,,,-86.0,,,,,,,,,2437.0,5200.0,2417.0,,,,,,,,2437.0,,,,,,2437.0,,2437.0,2462.0,,2462.0,2462.0,,,5500.0,,,,,,,,
85.4682,,,,,,,,,,,-91.0,,,,,,-76.0,,-84.0,-89.0,-85.0,,,,,-92.0,,-85.0,-93.0,-91.0,,-93.0,,,,,,,,,,,,,2437.0,,,,,,2437.0,,2437.0,2462.0,5500.0,,,,,5500.0,,5500.0,5180.0,5500.0,,5180.0,,
87.2918,-86.0,,,,,,,,,-92.0,,,,,,,-69.0,,-84.0,-85.0,-91.0,,-86.0,,,,,-89.0,,,,,,,2437.0,,,,,,,,,2422.0,,,,,,,2437.0,,2437.0,2462.0,5500.0,,2462.0,,,,,5500.0,,,,,,
89.3271,,,,,,,,,,,-90.0,,,,,,-73.0,,-87.0,,-88.0,,,,,,,-88.0,-93.0,,-93.0,-93.0,,-97.0,,,,,,,,,,,2437.0,,,,,,2437.0,,2437.0,,5500.0,,,,,,,5500.0,5180.0,,5180.0,5180.0,,2462.0
91.3273,-80.0,-91.0,,,,,,,,,-83.0,,,,,,-68.0,,-87.0,,,,,,,,,,,,,,,,2437.0,5200.0,,,,,,,,,2437.0,,,,,,2437.0,,2437.0,,,,,,,,,,,,,,,
93.3558,-85.0,-90.0,-96.0,,,,,,,,,,,,,,-62.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,
95.2765,-83.0,,,,,,,,,,-88.0,,,,,,-65.0,,-89.0,,-91.0,,,,,,,-87.0,,,,,,,2437.0,,,,,,,,,,2437.0,,,,,,2437.0,,2437.0,,5500.0,,,,,,,5500.0,,,,,,
97.3208,-81.0,,,,,,,,-96.0,,,,,,,,-73.0,,-91.0,,-89.0,,-91.0,,,,,,,,,,,,2437.0,,,,,,,,2437.0,,,,,,,,2437.0,,2437.0,,5500.0,,2462.0,,,,,,,,,,,
99.3225,-80.0,-90.0,,,,,,,,,-86.0,,,,,,-63.0,,-88.0,,,-92.0,,,,,,-87.0,,,,,,,2437.0,5200.0,,,,,,,,,2437.0,,,,,,2437.0,,2437.0,,,2462.0,,,,,,5500.0,,,,,,
101.3072,-86.0,,,,,,,,,,-80.0,,,,,,-71.0,,-88.0,-95.0,,-89.0,-92.0,,,,,-87.0,,,,,,,2437.0,,,,,,,,,,2437.0,,,,,,2437.0,,2437.0,2462.0,,2462.0,2462.0,,,,,5500.0,,,,,,
103.3027,-83.0,,,,,,,,,,-84.0,,,,,,-68.0,,-87.0,-89.0,,-89.0,-89.0,,,,,-87.0,,,,,,,2437.0,,,,,,,,,,2437.0,,,,,,2437.0,,2437.0,2462.0,,2462.0,2462.0,,,,,5500.0,,,,,,
105.3266,-82.0,,,,,,,,,,-88.0,,,,,,-72.0,,-88.0,-92.0,,-89.0,-92.0,-96.0,,,-96.0,,,,,,,,2437.0,,,,,,,,,,2437.0,,,,,,2437.0,,2437.0,2462.0,,2462.0,2462.0,2462.0,,,2462.0,,,,,,,
107.4409,-82.0,,,,,,,,-91.0,,-83.0,,,,,-89.0,-67.0,,-90.0,,-90.0,-97.0,,,,,,-86.0,,,,,,,2437.0,,,,,,,,2437.0,,2437.0,,,,,2452.0,2437.0,,2437.0,,5500.0,2462.0,,,,,,5500.0,,,,,,
109.3505,-86.0,-93.0,,,,,,,,,-89.0,,,,,,-68.0,,-87.0,,,,,,,,,,,,,,,,2437.0,5200.0,,,,,,,,,2437.0,,,,,,2437.0,,2437.0,,,,,,,,,,,,,,,
111.3255,-85.0,-94.0,,,,,,,,,-85.0,,,,,,-71.0,,-88.0,,,-95.0,,,,,,,,,,,,,2437.0,5200.0,,,,,,,,,2437.0,,,,,,2437.0,,2437.0,,,2462.0,,,,,,,,,,,,
113.3085,-86.0,,,,,,,,-94.0,-95.0,-85.0,,,,,,-69.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,2437.0,2422.0,2437.0,,,,,,2437.0,,,,,,,,,,,,,,,,,
115.3305,-84.0,,,,,,,-95.0,,,-84.0,,,,,,-69.0,,,,-89.0,,,,,,,-89.0,,,,,,,2437.0,,,,,,,2427.0,,,2437.0,,,,,,2437.0,,,,5500.0,,,,,,,5500.0,,,,,,
117.3096,-83.0,-92.0,,,,,,,,,-86.0,,,,,,-68.0,,-89.0,,-88.0,,,,,,,,,,,,,,2437.0,5200.0,,,,,,,,,2437.0,,,,,,2437.0,,2437.0,,5500.0,,,,,,,,,,,,,
119.3259,-84.0,,,,,,,,,,-85.0,,,,,,-69.0,,-91.0,,,-93.0,,,,,,-89.0,,,,,,,2437.0,,,,,,,,,,2437.0,,,,,,2437.0,,2437.0,,,2462.0,,,,,,5500.0,,,,,,
121.2944,-80.0,,,,,,,,,,-84.0,,,,,,-71.0,,,,-90.0,,,,,,,-89.0,,,,,,,2437.0,,,,,,,,,,2437.0,,,,,,2437.0,,,,5500.0,,,,,,,5500.0,,,,,,
123.3122,-79.0,-94.0,,,,,,,,,-82.0,,,,,,-67.0,,-89.0,,,,,,,,,-90.0,,,,,,,2437.0,5200.0,,,,,,,,,2437.0,,,,,,2437.0,,2437.0,,,,,,,,,5500.0,,,,,,
125.3285,-79.0,-90.0,,,,,,-95.0,,,-82.0,,,,,-92.0,-65.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,,,,,,2427.0,,,2437.0,,,,,2452.0,2437.0,,,,,,,,,,,,,,,,,
127.3145,-76.0,,-89.0,,,,,,,,-75.0,,,,,,-63.0,,,,,,,,,,,,,,,,,,2437.0,,2417.0,,,,,,,,2437.0,,,,,,2437.0,,,,,,,,,,,,,,,,,
129.3054,-70.0,-82.0,-92.0,-87.0,,-89.0,,-87.0,,,-76.0,,,-89.0,,-91.0,-57.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,,2427.0,,,2437.0,,,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,
131.2928,-69.0,,-83.0,-88.0,,-84.0,-90.0,-85.0,-87.0,,-65.0,-87.0,-89.0,-84.0,,,-54.0,,,,,,,,,,,,,,,,-94.0,,2437.0,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,2462.0,
133.3081,-73.0,-78.0,-74.0,,,-88.0,-93.0,-89.0,-88.0,,-66.0,-92.0,-91.0,-87.0,,-94.0,-60.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,,,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,
135.3145,-73.0,,-69.0,-87.0,,-83.0,-91.0,-82.0,-77.0,,-66.0,-89.0,-87.0,-84.0,,-92.0,-51.0,,,,,,,,,,,,,,,,-91.0,,2437.0,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,2462.0,
137.296,-66.0,-79.0,-72.0,-86.0,,-79.0,,-80.0,-83.0,,-68.0,-91.0,-90.0,-82.0,,,-58.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,
139.3049,-68.0,,,-84.0,,-81.0,-89.0,-74.0,-79.0,,-57.0,-88.0,-88.0,,,,-52.0,,,,,,,,,,,,,,,,-91.0,,2437.0,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,,,,2437.0,,,,,,,,,,,,,,,,2462.0,
141.2907,-66.0,-73.0,-69.0,-88.0,,,-91.0,,,,-58.0,-87.0,-85.0,-86.0,,,-51.0,,,,,,,,,,,,,,,,-83.0,,2437.0,5200.0,2417.0,2452.0,,,2412.0,,,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,2462.0,
