AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:04
100.5132,,,-95.0
100.5982,,-80.0,
100.9857,,-82.0,
102.0143,,-80.0,
102.138,,,-90.0
102.2398,,-91.0,
102.368,,,-99.0
102.4274,,-81.0,
102.5435,,,-90.0
102.6554,,-88.0,
103.9598,,,-96.0
104.2794,,-86.0,
104.3787,,,-97.0
106.1061,,-88.0,
106.2306,,,-96.0
106.2996,,-81.0,
106.4202,,,-90.0
106.5041,,-88.0,
108.0605,,,-101.0
108.1521,,-81.0,
108.2641,,,-95.0
108.4689,,,-100.0
109.7962,,-90.0,
110.1305,,,-96.0
110.2189,,-82.0,
110.3162,,,-90.0
110.4125,,-91.0,
110.5323,,,-99.0
110.6348,,-84.0,
112.0802,,-84.0,
112.173,,,-91.0
112.2711,,-85.0,
112.3561,,,-101.0
112.4738,,-84.0,
112.5676,,,-96.0
113.0806,,-84.0,
114.0144,,,-96.0
114.1005,,-84.0,
114.2121,,,-90.0
114.3177,,-84.0,
114.4063,,,-98.0
114.5047,,-82.0,
114.6129,,,-90.0
116.1545,,-83.0,
116.2772,,,-102.0
116.3573,,-82.0,
116.4546,,,-90.0
116.5818,,-84.0,
118.0136,,-84.0,
118.2056,,-81.0,
118.4259,,-83.0,
118.5221,,,-90.0
118.6251,,-82.0,
120.0757,,-90.0,
120.1657,,,-98.0
120.3664,,,-86.0
120.47,,-83.0,
122.0427,,,-88.0
122.0871,,-87.0,
122.2389,,,-95.0
122.3061,,-82.0,
122.4382,,,-90.0
122.5069,,-92.0,
122.6224,,,-95.0
124.0507,,,-86.0
124.2628,,,-85.0
124.3497,,-81.0,
124.5613,,-82.0,
125.9889,,-82.0,
126.2026,,-91.0,
126.2796,,,-93.0
126.4194,,-84.0,
126.4898,,,-90.0
126.6129,,-77.0,
128.1397,,,-94.0
128.235,,-85.0,
128.3563,,,-95.0
128.4516,,-94.0,
128.5413,,,-97.0
128.6542,,-78.0,
130.0744,,-80.0,
130.1828,,,-99.0
130.2905,,-86.0,
130.484,,-89.0,
132.3336,,-69.0,
132.4371,,,-100.0
132.542,,-90.0,
133.2536,,,-95.0
133.9795,,-75.0,
134.0783,,,-97.0
134.2014,,-95.0,
134.3896,,-79.0,
134.4781,,,-96.0
134.5963,,-72.0,
136.0555,,-82.0,
136.241,,-82.0,
136.5279,,,-96.0
138.1031,,-79.0,
138.1665,,,-97.0
138.3015,,-71.0,
138.4803,,-77.0,
140.1386,,-73.0,
140.3449,,-71.0,
140.5499,,-75.0,
140.75,,-71.0,
142.1866,,-74.0,
142.382,,-68.0,
142.6113,,-69.0,
144.2255,,-66.0,
144.4495,,-67.0,
146.376,,,-95.0
146.4838,,-78.0,
148.1338,,-75.0,
148.3189,,-75.0,
149.9723,,-74.0,
150.3735,,-84.0,
150.4407,,,-99.0
150.5808,,-76.0,
151.0011,,-80.0,
152.0034,,-80.0,
152.2128,,-86.0,
152.5041,,,-100.0
152.6224,,-82.0,
