AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:06,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:06,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:03:11
20.6699,,,-60.0,-88.0,,-87.0,-90.0,-85.0,-84.0,-85.0,-78.0,,-94.0,,,,-94.0,,,,,,,,,,,,,,-83.0,,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,5220.0,,,,2412.0,,,,,,,,,,,,,,2462.0
22.6571,,,-47.0,-90.0,,,-90.0,-87.0,-84.0,-90.0,-85.0,-89.0,-88.0,-86.0,,-89.0,,,,,,,,,,,,,,,-90.0,,,2417.0,2452.0,,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0
24.6691,-84.0,,-52.0,,,,-92.0,,-82.0,-79.0,-72.0,-92.0,-89.0,-86.0,,-86.0,,,,,,,,,-89.0,-92.0,,,,,,2437.0,,2417.0,,,,2412.0,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,5240.0,5240.0,,,,,
26.6639,-91.0,,-49.0,-89.0,,,,-82.0,-84.0,-84.0,-73.0,,-89.0,-83.0,,-88.0,,,,,,,,,,,,,,,-94.0,2437.0,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0
28.665,,,-59.0,,,,-92.0,,-84.0,-87.0,-77.0,-93.0,-89.0,,,,,,,,,,,,,,,,,,,,,2417.0,,,,2412.0,,2437.0,2422.0,2437.0,5220.0,5220.0,,,,,,,,,,,,,,,,,,
30.6768,-90.0,,-56.0,-91.0,,-87.0,,-89.0,-83.0,-88.0,-75.0,-90.0,-91.0,-87.0,,-83.0,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,
32.6749,-93.0,,-57.0,-85.0,,,,-87.0,-77.0,-83.0,-71.0,-85.0,-83.0,-87.0,,-92.0,,,,,,,,,-90.0,-90.0,,,,,,2437.0,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,5240.0,5240.0,,,,,
34.6713,,,-59.0,-88.0,,,,-87.0,-81.0,-84.0,-77.0,-86.0,-86.0,-84.0,,-85.0,,,,,,,,,-94.0,-93.0,,,,,,,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,5240.0,5240.0,,,,,
36.6812,-88.0,,-57.0,-84.0,,,,-87.0,,-84.0,-72.0,-85.0,-85.0,,,-84.0,,,,,,,,,-89.0,-89.0,,,,,,2437.0,,2417.0,2452.0,,,,2427.0,,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,5240.0,5240.0,,,,,
38.6793,-86.0,,-56.0,-90.0,,-86.0,,-85.0,-77.0,-84.0,-73.0,-85.0,-86.0,-86.0,,-83.0,,,,,,,,,-89.0,-88.0,,,,,,2437.0,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,5240.0,5240.0,,,,,
40.6925,,,,-90.0,,,,-89.0,-84.0,-84.0,-73.0,-84.0,-84.0,-86.0,,-86.0,,,,,,,,,-90.0,-89.0,,,,,,,,,2452.0,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,5240.0,5240.0,,,,,
42.6943,,,-54.0,-89.0,-95.0,-89.0,-94.0,,-78.0,-84.0,-76.0,-84.0,-85.0,-88.0,,-91.0,,-92.0,,,,,,,-88.0,-89.0,,,,,,,,2417.0,2452.0,2412.0,2462.0,2412.0,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,2437.0,,,,,,,5240.0,5240.0,,,,,
44.672,-91.0,,-55.0,-87.0,,,,-88.0,-78.0,-84.0,-75.0,-84.0,-84.0,-87.0,,-92.0,,,,,,,,,-89.0,-89.0,,,,,,2437.0,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,5240.0,5240.0,,,,,
46.7107,,,-54.0,,,-87.0,,,-76.0,-87.0,-73.0,,-86.0,,,-90.0,,-90.0,-92.0,,,-93.0,,,-90.0,-91.0,,,,,-92.0,,,2417.0,,,2462.0,,,2437.0,2422.0,2437.0,,5220.0,,,2437.0,,2437.0,2437.0,,,2462.0,,,5240.0,5240.0,,,,,2462.0
48.6936,-73.0,,-54.0,-86.0,,,,-86.0,-78.0,-83.0,-73.0,-85.0,,-87.0,,-88.0,,,,-92.0,,-92.0,,,-89.0,-88.0,,,,,-88.0,2437.0,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,2437.0,,,,2437.0,,2462.0,,,5240.0,5240.0,,,,,2462.0
50.6819,-90.0,,-54.0,,,-88.0,,,-78.0,-82.0,-75.0,,-87.0,,,-86.0,,,,,,-93.0,,,-88.0,-87.0,,,,,,2437.0,,2417.0,,,2462.0,,,2437.0,2422.0,2437.0,,5220.0,,,2437.0,,,,,,2462.0,,,5240.0,5240.0,,,,,
52.689,-89.0,,-53.0,-88.0,,,,-85.0,-78.0,-82.0,-66.0,-90.0,-90.0,-88.0,,-87.0,,,,,,,,,-88.0,-89.0,,,,,,2437.0,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,5240.0,5240.0,,,,,
54.6965,,,-55.0,-90.0,,-88.0,,-91.0,-78.0,-84.0,-74.0,-85.0,-87.0,,,-85.0,,,,,,-93.0,,,-89.0,-89.0,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,2462.0,,,5240.0,5240.0,,,,,
56.6542,-90.0,,-56.0,-91.0,,,,-88.0,-78.0,-84.0,-77.0,-84.0,,-88.0,,-89.0,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,2437.0,,,,,,,,,,,,,,,
58.6919,,,-56.0,-91.0,,-84.0,,-89.0,-77.0,-84.0,-75.0,-84.0,-85.0,,,-87.0,,,,,,,,,-90.0,-90.0,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,5240.0,5240.0,,,,,
60.6974,-91.0,,-53.0,-92.0,,,-83.0,-89.0,-82.0,-81.0,-77.0,-84.0,-84.0,-86.0,,-86.0,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,
62.697,-90.0,,-59.0,-86.0,,-86.0,,-85.0,-82.0,-80.0,-77.0,-89.0,-93.0,-86.0,,-86.0,,,,,,,,,-91.0,-92.0,,,,,,2437.0,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,5240.0,5240.0,,,,,
64.6901,-90.0,,-59.0,,,,,-84.0,-81.0,-80.0,-78.0,-91.0,-88.0,,,-89.0,,,,,,,,,,-93.0,,,,,,2437.0,,2417.0,,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,5240.0,,,,,
66.6768,-95.0,,,-90.0,,-84.0,,-92.0,-78.0,-84.0,-72.0,-90.0,-88.0,-82.0,,-86.0,,,,,,,,,-91.0,-91.0,,,,,,2437.0,,,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,5240.0,5240.0,,,,,
68.7095,,,-64.0,-91.0,,-83.0,,,-74.0,-82.0,-82.0,-84.0,-87.0,-85.0,,-87.0,,,,,,,,,-91.0,-88.0,,,,,,,,2417.0,2452.0,,2462.0,,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,5240.0,5240.0,,,,,
70.7027,-90.0,,-54.0,-87.0,,-84.0,-91.0,-75.0,-76.0,-80.0,-75.0,-85.0,-83.0,-83.0,,-89.0,,,,,,-90.0,,,-92.0,-92.0,,,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,2462.0,,,5240.0,5240.0,,,,,
72.6826,-89.0,,-56.0,-87.0,,-81.0,,,-77.0,-79.0,-80.0,-82.0,-85.0,-83.0,,,,,,-96.0,,,,,,,,,,,-88.0,2437.0,,2417.0,2452.0,,2462.0,,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,,,,2437.0,,,,,,,,,,,2462.0
74.7036,,,-53.0,-77.0,,-81.0,-89.0,-78.0,-76.0,-75.0,-71.0,-93.0,-87.0,-82.0,,-78.0,,,,,,,,,-90.0,-91.0,,,,,-88.0,,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,5240.0,5240.0,,,,,2462.0
76.7069,-83.0,-87.0,,-77.0,,-75.0,-87.0,-76.0,-79.0,-76.0,-78.0,-80.0,-80.0,-72.0,,-80.0,,,,,,-89.0,,,,,,,,,-90.0,2437.0,5200.0,,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,2462.0,,,,,,,,,2462.0
78.6982,-80.0,-94.0,-53.0,-84.0,,-77.0,-87.0,-81.0,-77.0,-82.0,-71.0,-79.0,-79.0,-77.0,,-86.0,,,,,,,,,-92.0,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,5240.0,,,,,,
80.6887,-83.0,-89.0,-52.0,-78.0,,-80.0,-81.0,-76.0,-81.0,-79.0,-65.0,,-82.0,,-94.0,-87.0,,,,,,,,,,,,,,,-89.0,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,5220.0,,2462.0,2437.0,,,,,,,,,,,,,,,2462.0
82.6987,-75.0,-92.0,-51.0,-77.0,,,-84.0,-74.0,-78.0,-76.0,-66.0,-77.0,-77.0,-75.0,,-82.0,,,,,,,,,,,,,,,-84.0,2437.0,5200.0,2417.0,2452.0,,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0
84.6962,,-90.0,-49.0,-77.0,,-80.0,-86.0,-78.0,-79.0,-80.0,-65.0,-80.0,-81.0,-81.0,,-79.0,,,,,,,,,,,,,,,-85.0,,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0
86.69,-78.0,-93.0,-51.0,-79.0,,-80.0,-84.0,-74.0,-71.0,-72.0,-66.0,-80.0,-81.0,-81.0,,-78.0,,,,,,,,,,,,,,,-73.0,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0
88.6809,-80.0,-89.0,-58.0,-76.0,,-84.0,-88.0,-75.0,-68.0,-69.0,-64.0,-77.0,-77.0,-84.0,-94.0,-83.0,,,,,,-95.0,,,,,,,,,-75.0,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,2462.0,,,,,,,,,2462.0
90.7216,-83.0,-93.0,-49.0,-76.0,,-88.0,-84.0,-79.0,-78.0,-73.0,-71.0,-81.0,-82.0,-87.0,,-86.0,,,,,,,,,,,,,,,-75.0,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0
92.6951,-89.0,,,-87.0,,-75.0,-92.0,-81.0,-82.0,-81.0,-72.0,-87.0,-89.0,-75.0,,-80.0,,,,,,,,,,,,,,,-84.0,2437.0,,,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0
94.7038,-82.0,,-66.0,-87.0,,-88.0,,-79.0,-79.0,-81.0,-74.0,-80.0,-79.0,-85.0,,-87.0,,,,,,,,,,,,,,,-86.0,2437.0,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0
96.7011,-81.0,,-61.0,-87.0,,-76.0,-86.0,-78.0,-74.0,-70.0,-61.0,-81.0,-81.0,-76.0,,-77.0,,,,,,,,,,,,,,,-80.0,2437.0,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0
98.6999,-87.0,-92.0,-59.0,-75.0,,-77.0,-85.0,-74.0,-70.0,-80.0,-67.0,-75.0,-75.0,-78.0,,-93.0,,,,,,,,,,,,,,,-78.0,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0
100.7042,,,-59.0,-74.0,,-73.0,-83.0,-75.0,-71.0,-82.0,-62.0,-76.0,-76.0,-73.0,,-90.0,,,,,,,,,,,,,-88.0,,-87.0,,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,2437.0,,2462.0
102.688,-83.0,-93.0,-60.0,-75.0,,,-81.0,-74.0,-71.0,-81.0,-67.0,-76.0,-76.0,,,-90.0,,,,,,,,,,,,,,,-77.0,2437.0,5200.0,2417.0,2452.0,,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,,,,,2462.0
104.6668,-82.0,-91.0,-56.0,-77.0,,-74.0,-81.0,-73.0,-71.0,-80.0,-66.0,-77.0,-77.0,-74.0,,-89.0,,,,,,,,,,,,,,,-86.0,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0
106.6824,-83.0,-90.0,-56.0,-77.0,,-74.0,-83.0,-78.0,-72.0,-80.0,-69.0,-79.0,-79.0,-74.0,,-84.0,,,,,,,,,,,,,,,-77.0,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0
108.7105,-80.0,-90.0,-59.0,-74.0,,-73.0,-83.0,-72.0,-72.0,-79.0,-67.0,-77.0,-77.0,-73.0,,-90.0,,,,,,,,,,,,,,,-75.0,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0
110.7073,,-91.0,-58.0,-75.0,,-74.0,-81.0,-74.0,-72.0,-76.0,-69.0,-78.0,-78.0,,,-85.0,,,,,,,,,,,,,,,-75.0,,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,,,,,2462.0
112.6602,-89.0,-91.0,-57.0,-72.0,,-75.0,-81.0,-72.0,-72.0,-78.0,-70.0,-79.0,-79.0,-80.0,,-85.0,,,,,,,,,,,,,,,-76.0,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0
114.6799,-89.0,-90.0,-56.0,-74.0,,-75.0,-81.0,-72.0,-71.0,-78.0,-69.0,-78.0,-78.0,,,-87.0,,,,,,,,,,,,,,,-76.0,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,,,,,2462.0
116.6993,-81.0,-90.0,-57.0,-75.0,,-76.0,-84.0,-76.0,-69.0,-84.0,-64.0,-77.0,-78.0,-75.0,,-87.0,,,,,,,,,,,,,,,-73.0,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0
118.6948,,-91.0,-58.0,-72.0,,-73.0,-86.0,-72.0,-68.0,-81.0,-65.0,-74.0,-74.0,,,-86.0,,,,,,,,,,,,,,,-75.0,,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,,,,,2462.0
120.6812,-84.0,,-59.0,-77.0,,-83.0,-87.0,-72.0,-72.0,-80.0,-63.0,-80.0,-79.0,-83.0,-90.0,-81.0,,,,,,,,,,,,,,,-75.0,2437.0,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,2462.0
122.6855,-83.0,-92.0,,-80.0,,-77.0,-90.0,-79.0,-78.0,-74.0,-63.0,-80.0,-80.0,-79.0,,-78.0,,,,,,,,,,,-89.0,-90.0,,,-72.0,2437.0,5200.0,,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,5500.0,5500.0,,,2462.0
124.6609,-85.0,-90.0,-54.0,-78.0,,-77.0,-85.0,-73.0,-68.0,-77.0,-61.0,-79.0,-79.0,-75.0,-91.0,-79.0,,,,,,,,,,,,,,,-84.0,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,2462.0
126.7004,-89.0,,-60.0,-82.0,,-87.0,-87.0,-79.0,-80.0,-71.0,-75.0,-76.0,-76.0,-82.0,,-81.0,,,,,,,,,,,,,,,-84.0,2437.0,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0
128.7025,-84.0,,-50.0,-85.0,,-86.0,,-75.0,-77.0,-74.0,-73.0,-84.0,-85.0,-76.0,,-86.0,,,,,,,,,-91.0,-94.0,,,,,-79.0,2437.0,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,5240.0,5240.0,,,,,2462.0
130.6906,-90.0,,-54.0,-83.0,,-83.0,,,-78.0,-77.0,-75.0,-87.0,-84.0,-83.0,,-85.0,,,,,,,,,-91.0,-92.0,,,,,-91.0,2437.0,,2417.0,2452.0,,2462.0,,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,5240.0,5240.0,,,,,2462.0
132.6933,-89.0,,-45.0,-80.0,,-80.0,,-83.0,-76.0,-78.0,-73.0,-84.0,-87.0,-83.0,,-86.0,,,,,,,,,-92.0,-92.0,,,,,,2437.0,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,5240.0,5240.0,,,,,
