AppTimestamp(s),MAC,RSSI,MajorID,MinorID
81.298,BE:AC:20:23:00:01,-85,1,1
81.7164,BE:AC:20:23:00:05,-87,1,5
81.8912,BE:AC:20:23:00:05,-84,1,5
82.1413,BE:AC:20:23:00:01,-89,1,1
82.5072,BE:AC:20:23:00:05,-91,1,5
82.7004,BE:AC:20:23:00:05,-93,1,5
84.123,BE:AC:20:23:00:05,-93,1,5
84.1666,BE:AC:20:23:00:01,-84,1,1
84.5966,BE:AC:20:23:00:01,-89,1,1
84.7475,BE:AC:20:23:00:05,-78,1,5
84.7996,BE:AC:20:23:00:01,-87,1,1
85.1522,BE:AC:20:23:00:05,-93,1,5
85.1958,BE:AC:20:23:00:01,-88,1,1
85.5721,BE:AC:20:23:00:05,-91,1,5
87.4519,BE:AC:20:23:00:01,-92,1,1
87.6178,BE:AC:20:23:00:05,-89,1,5
87.8361,BE:AC:20:23:00:05,-87,1,5
87.8899,BE:AC:20:23:00:01,-94,1,1
88.0935,BE:AC:20:23:00:01,-90,1,1
88.2899,BE:AC:20:23:00:01,-91,1,1
88.6545,BE:AC:20:23:00:05,-81,1,5
88.6817,BE:AC:20:23:00:01,-93,1,1
90.7333,BE:AC:20:23:00:01,-92,1,1
90.9212,BE:AC:20:23:00:05,-91,1,5
90.9325,BE:AC:20:23:00:01,-93,1,1
91.1488,BE:AC:20:23:00:01,-92,1,1
91.3415,BE:AC:20:23:00:01,-92,1,1
91.4956,BE:AC:20:23:00:05,-88,1,5
91.5489,BE:AC:20:23:00:01,-92,1,1
91.9128,BE:AC:20:23:00:05,-86,1,5
92.711,BE:AC:20:23:00:05,-95,1,5
92.7682,BE:AC:20:23:00:01,-96,1,1
92.925,BE:AC:20:23:00:05,-92,1,5
93.1128,BE:AC:20:23:00:05,-89,1,5
93.3185,BE:AC:20:23:00:05,-81,1,5
94.5629,BE:AC:20:23:00:05,-83,1,5
94.8476,BE:AC:20:23:00:01,-90,1,1
94.9576,BE:AC:20:23:00:05,-89,1,5
95.1665,BE:AC:20:23:00:05,-95,1,5
95.7964,BE:AC:20:23:00:05,-87,1,5
95.853,BE:AC:20:23:00:01,-88,1,1
96.1173,BE:AC:20:23:00:01,-86,1,1
96.4067,BE:AC:20:23:00:05,-83,1,5
96.6479,BE:AC:20:23:00:05,-85,1,5
96.6586,BE:AC:20:23:00:03,-94,1,3
96.8157,BE:AC:20:23:00:05,-89,1,5
96.9253,BE:AC:20:23:00:01,-85,1,1
97.0745,BE:AC:20:23:00:01,-83,1,1
97.6346,BE:AC:20:23:00:05,-85,1,5
98.6698,BE:AC:20:23:00:05,-90,1,5
98.7438,BE:AC:20:23:00:01,-84,1,1
98.8812,BE:AC:20:23:00:05,-92,1,5
99.7261,BE:AC:20:23:00:01,-82,1,1
99.8865,BE:AC:20:23:00:05,-89,1,5
100.5109,BE:AC:20:23:00:05,-82,1,5
100.5409,BE:AC:20:23:00:01,-90,1,1
100.7358,BE:AC:20:23:00:05,-87,1,5
100.7964,BE:AC:20:23:00:01,-86,1,1
100.9477,BE:AC:20:23:00:05,-85,1,5
101.1569,BE:AC:20:23:00:01,-83,1,1
101.3226,BE:AC:20:23:00:05,-80,1,5
101.3655,BE:AC:20:23:00:01,-84,1,1
102.4253,BE:AC:20:23:00:01,-90,1,1
102.5644,BE:AC:20:23:00:05,-83,1,5
103.1702,BE:AC:20:23:00:05,-83,1,5
103.5649,BE:AC:20:23:00:03,-97,1,3
103.5944,BE:AC:20:23:00:05,-78,1,5
103.7675,BE:AC:20:23:00:03,-92,1,3
103.8105,BE:AC:20:23:00:05,-84,1,5
103.8249,BE:AC:20:23:00:01,-98,1,1
103.9985,BE:AC:20:23:00:05,-90,1,5
104.001,BE:AC:20:23:00:01,-94,1,1
104.2148,BE:AC:20:23:00:01,-89,1,1
104.5974,BE:AC:20:23:00:03,-91,1,3
104.6416,BE:AC:20:23:00:01,-95,1,1
104.8273,BE:AC:20:23:00:01,-95,1,1
105.2287,BE:AC:20:23:00:01,-87,1,1
105.6511,BE:AC:20:23:00:05,-84,1,5
106.473,BE:AC:20:23:00:05,-85,1,5
106.4802,BE:AC:20:23:00:01,-90,1,1
106.5126,BE:AC:20:23:00:06,-95,1,6
106.6404,BE:AC:20:23:00:03,-94,1,3
106.6554,BE:AC:20:23:00:05,-94,1,5
106.8784,BE:AC:20:23:00:03,-96,1,3
106.9035,BE:AC:20:23:00:05,-89,1,5
106.9535,BE:AC:20:23:00:01,-92,1,1
107.0778,BE:AC:20:23:00:01,-90,1,1
107.2743,BE:AC:20:23:00:03,-95,1,3
107.4654,BE:AC:20:23:00:03,-84,1,3
107.669,BE:AC:20:23:00:05,-87,1,5
107.9142,BE:AC:20:23:00:06,-93,1,6
108.1629,BE:AC:20:23:00:04,-95,1,4
108.2803,BE:AC:20:23:00:05,-87,1,5
108.3358,BE:AC:20:23:00:06,-94,1,6
108.4837,BE:AC:20:23:00:03,-86,1,3
108.7105,BE:AC:20:23:00:05,-94,1,5
108.7158,BE:AC:20:23:00:03,-97,1,3
108.7555,BE:AC:20:23:00:01,-95,1,1
108.9118,BE:AC:20:23:00:05,-92,1,5
108.957,BE:AC:20:23:00:02,-90,1,2
109.1577,BE:AC:20:23:00:06,-94,1,6
109.3182,BE:AC:20:23:00:03,-91,1,3
109.9484,BE:AC:20:23:00:03,-89,1,3
110.5494,BE:AC:20:23:00:01,-95,1,1
110.7863,BE:AC:20:23:00:04,-96,1,4
110.9799,BE:AC:20:23:00:05,-93,1,5
110.9892,BE:AC:20:23:00:04,-97,1,4
111.1805,BE:AC:20:23:00:03,-91,1,3
111.3747,BE:AC:20:23:00:05,-93,1,5
111.6042,BE:AC:20:23:00:03,-95,1,3
111.7497,BE:AC:20:23:00:02,-92,1,2
112.0139,BE:AC:20:23:00:06,-96,1,6
112.1395,BE:AC:20:23:00:02,-93,1,2
112.1801,BE:AC:20:23:00:05,-89,1,5
112.3413,BE:AC:20:23:00:02,-93,1,2
112.5602,BE:AC:20:23:00:02,-93,1,2
112.8009,BE:AC:20:23:00:03,-93,1,3
112.849,BE:AC:20:23:00:06,-93,1,6
112.9975,BE:AC:20:23:00:02,-92,1,2
113.1556,BE:AC:20:23:00:02,-88,1,2
113.215,BE:AC:20:23:00:03,-92,1,3
113.3893,BE:AC:20:23:00:02,-88,1,2
113.4251,BE:AC:20:23:00:04,-91,1,4
114.2572,BE:AC:20:23:00:03,-88,1,3
114.2649,BE:AC:20:23:00:05,-89,1,5
114.8793,BE:AC:20:23:00:03,-89,1,3
115.0706,BE:AC:20:23:00:04,-96,1,4
115.6875,BE:AC:20:23:00:03,-90,1,3
115.8868,BE:AC:20:23:00:03,-82,1,3
116.2808,BE:AC:20:23:00:03,-93,1,3
116.9067,BE:AC:20:23:00:05,-99,1,5
116.9459,BE:AC:20:23:00:03,-89,1,3
117.974,BE:AC:20:23:00:03,-83,1,3
117.9777,BE:AC:20:23:00:05,-95,1,5
118.1556,BE:AC:20:23:00:03,-82,1,3
119.0187,BE:AC:20:23:00:06,-91,1,6
119.1549,BE:AC:20:23:00:03,-83,1,3
119.3704,BE:AC:20:23:00:03,-82,1,3
119.6439,BE:AC:20:23:00:06,-89,1,6
119.775,BE:AC:20:23:00:03,-89,1,3
123.8572,BE:AC:20:23:00:04,-89,1,4
123.8951,BE:AC:20:23:00:03,-79,1,3
124.0506,BE:AC:20:23:00:04,-93,1,4
124.5004,BE:AC:20:23:00:03,-92,1,3
124.7161,BE:AC:20:23:00:03,-83,1,3
124.886,BE:AC:20:23:00:04,-94,1,4
124.9874,BE:AC:20:23:00:03,-79,1,3
125.0833,BE:AC:20:23:00:04,-90,1,4
125.1219,BE:AC:20:23:00:03,-80,1,3
125.3096,BE:AC:20:23:00:04,-91,1,4
125.3392,BE:AC:20:23:00:03,-77,1,3
125.3684,BE:AC:20:23:00:06,-91,1,6
125.583,BE:AC:20:23:00:06,-92,1,6
126.5144,BE:AC:20:23:00:04,-93,1,4
126.5674,BE:AC:20:23:00:03,-87,1,3
126.7206,BE:AC:20:23:00:04,-89,1,4
126.7687,BE:AC:20:23:00:03,-79,1,3
126.955,BE:AC:20:23:00:04,-90,1,4
126.9833,BE:AC:20:23:00:03,-78,1,3
127.1688,BE:AC:20:23:00:03,-81,1,3
127.3398,BE:AC:20:23:00:04,-91,1,4
127.6159,BE:AC:20:23:00:06,-97,1,6
127.7964,BE:AC:20:23:00:03,-80,1,3
127.8221,BE:AC:20:23:00:06,-93,1,6
127.9583,BE:AC:20:23:00:04,-88,1,4
128.1568,BE:AC:20:23:00:04,-89,1,4
128.1836,BE:AC:20:23:00:03,-85,1,3
128.3696,BE:AC:20:23:00:04,-90,1,4
128.3831,BE:AC:20:23:00:05,-96,1,5
128.5947,BE:AC:20:23:00:03,-80,1,3
128.9815,BE:AC:20:23:00:04,-91,1,4
129.011,BE:AC:20:23:00:03,-81,1,3
129.1928,BE:AC:20:23:00:04,-92,1,4
129.4274,BE:AC:20:23:00:03,-85,1,3
129.6125,BE:AC:20:23:00:04,-87,1,4
130.6459,BE:AC:20:23:00:03,-84,1,3
131.2794,BE:AC:20:23:00:04,-93,1,4
131.2888,BE:AC:20:23:00:03,-78,1,3
131.4551,BE:AC:20:23:00:04,-96,1,4
132.3018,BE:AC:20:23:00:03,-77,1,3
132.4682,BE:AC:20:23:00:04,-91,1,4
132.5015,BE:AC:20:23:00:03,-77,1,3
132.9024,BE:AC:20:23:00:04,-95,1,4
132.9323,BE:AC:20:23:00:03,-90,1,3
134.5448,BE:AC:20:23:00:03,-83,1,3
134.933,BE:AC:20:23:00:04,-89,1,4
134.9391,BE:AC:20:23:00:05,-96,1,5
134.9555,BE:AC:20:23:00:03,-77,1,3
135.1222,BE:AC:20:23:00:04,-91,1,4
135.164,BE:AC:20:23:00:03,-77,1,3
135.3674,BE:AC:20:23:00:03,-85,1,3
135.5384,BE:AC:20:23:00:04,-97,1,4
135.5915,BE:AC:20:23:00:03,-86,1,3
135.7698,BE:AC:20:23:00:03,-81,1,3
136.1513,BE:AC:20:23:00:04,-89,1,4
136.1884,BE:AC:20:23:00:03,-78,1,3
136.2056,BE:AC:20:23:00:06,-97,1,6
136.3642,BE:AC:20:23:00:04,-91,1,4
136.5974,BE:AC:20:23:00:03,-87,1,3
136.7718,BE:AC:20:23:00:04,-97,1,4
136.8092,BE:AC:20:23:00:03,-79,1,3
136.8301,BE:AC:20:23:00:06,-95,1,6
136.9888,BE:AC:20:23:00:03,-81,1,3
137.1869,BE:AC:20:23:00:04,-91,1,4
137.2073,BE:AC:20:23:00:03,-82,1,3
137.3888,BE:AC:20:23:00:04,-89,1,4
137.4358,BE:AC:20:23:00:06,-94,1,6
137.6102,BE:AC:20:23:00:03,-85,1,3
138.8532,BE:AC:20:23:00:03,-79,1,3
138.8828,BE:AC:20:23:00:06,-97,1,6
139.0322,BE:AC:20:23:00:04,-90,1,4
139.0384,BE:AC:20:23:00:03,-82,1,3
139.234,BE:AC:20:23:00:04,-89,1,4
139.6568,BE:AC:20:23:00:03,-89,1,3
139.8599,BE:AC:20:23:00:03,-79,1,3
140.0655,BE:AC:20:23:00:03,-80,1,3
140.2942,BE:AC:20:23:00:04,-88,1,4
140.3058,BE:AC:20:23:00:03,-77,1,3
140.4505,BE:AC:20:23:00:04,-87,1,4
140.4664,BE:AC:20:23:00:03,-77,1,3
140.6782,BE:AC:20:23:00:03,-91,1,3
141.279,BE:AC:20:23:00:03,-77,1,3
141.4714,BE:AC:20:23:00:04,-84,1,4
141.7156,BE:AC:20:23:00:03,-87,1,3
143.152,BE:AC:20:23:00:03,-80,1,3
143.1778,BE:AC:20:23:00:06,-100,1,6
143.3147,BE:AC:20:23:00:04,-85,1,4
143.3443,BE:AC:20:23:00:03,-80,1,3
143.5632,BE:AC:20:23:00:03,-85,1,3
143.7558,BE:AC:20:23:00:03,-88,1,3
143.9766,BE:AC:20:23:00:03,-79,1,3
143.9939,BE:AC:20:23:00:06,-94,1,6
144.168,BE:AC:20:23:00:03,-79,1,3
144.2087,BE:AC:20:23:00:06,-94,1,6
144.3502,BE:AC:20:23:00:04,-85,1,4
144.3896,BE:AC:20:23:00:03,-82,1,3
144.412,BE:AC:20:23:00:06,-95,1,6
144.5587,BE:AC:20:23:00:04,-88,1,4
144.5959,BE:AC:20:23:00:03,-87,1,3
144.7462,BE:AC:20:23:00:04,-93,1,4
144.7933,BE:AC:20:23:00:03,-81,1,3
145.1868,BE:AC:20:23:00:04,-83,1,4
145.3671,BE:AC:20:23:00:04,-83,1,4
145.4223,BE:AC:20:23:00:06,-96,1,6
145.5824,BE:AC:20:23:00:04,-92,1,4
145.6086,BE:AC:20:23:00:03,-77,1,3
146.1883,BE:AC:20:23:00:04,-84,1,4
146.8026,BE:AC:20:23:00:04,-92,1,4
146.8452,BE:AC:20:23:00:03,-82,1,3
146.9921,BE:AC:20:23:00:04,-93,1,4
147.0567,BE:AC:20:23:00:03,-83,1,3
147.2118,BE:AC:20:23:00:04,-92,1,4
147.4575,BE:AC:20:23:00:03,-81,1,3
147.6591,BE:AC:20:23:00:03,-85,1,3
147.829,BE:AC:20:23:00:04,-86,1,4
148.2744,BE:AC:20:23:00:03,-89,1,3
148.4778,BE:AC:20:23:00:03,-79,1,3
148.7006,BE:AC:20:23:00:03,-78,1,3
148.8577,BE:AC:20:23:00:04,-86,1,4
148.9069,BE:AC:20:23:00:03,-81,1,3
149.051,BE:AC:20:23:00:04,-86,1,4
149.0884,BE:AC:20:23:00:03,-79,1,3
149.105,BE:AC:20:23:00:06,-93,1,6
149.2893,BE:AC:20:23:00:03,-88,1,3
150.7598,BE:AC:20:23:00:03,-85,1,3
150.9749,BE:AC:20:23:00:03,-91,1,3
151.099,BE:AC:20:23:00:04,-94,1,4
151.1512,BE:AC:20:23:00:03,-79,1,3
151.1607,BE:AC:20:23:00:06,-93,1,6
151.3048,BE:AC:20:23:00:05,-96,1,5
151.3109,BE:AC:20:23:00:04,-93,1,4
151.332,BE:AC:20:23:00:03,-81,1,3
151.7569,BE:AC:20:23:00:03,-94,1,3
151.9668,BE:AC:20:23:00:03,-94,1,3
152.1566,BE:AC:20:23:00:03,-80,1,3
152.3291,BE:AC:20:23:00:04,-87,1,4
152.3508,BE:AC:20:23:00:03,-81,1,3
152.3961,BE:AC:20:23:00:06,-97,1,6
152.5481,BE:AC:20:23:00:04,-93,1,4
152.9668,BE:AC:20:23:00:04,-92,1,4
152.9772,BE:AC:20:23:00:03,-82,1,3
153.1492,BE:AC:20:23:00:04,-93,1,4
153.3616,BE:AC:20:23:00:04,-88,1,4
153.386,BE:AC:20:23:00:03,-78,1,3
154.6112,BE:AC:20:23:00:03,-88,1,3
155.1936,BE:AC:20:23:00:04,-88,1,4
155.2267,BE:AC:20:23:00:03,-91,1,3
155.4137,BE:AC:20:23:00:04,-87,1,4
155.425,BE:AC:20:23:00:03,-91,1,3
155.6006,BE:AC:20:23:00:04,-96,1,4
155.8284,BE:AC:20:23:00:03,-84,1,3
156.4279,BE:AC:20:23:00:04,-91,1,4
156.4598,BE:AC:20:23:00:03,-84,1,3
156.6439,BE:AC:20:23:00:03,-81,1,3
156.8304,BE:AC:20:23:00:04,-97,1,4
156.8731,BE:AC:20:23:00:03,-81,1,3
157.2699,BE:AC:20:23:00:03,-93,1,3
157.6665,BE:AC:20:23:00:03,-81,1,3
157.7281,BE:AC:20:23:00:06,-93,1,6
157.8662,BE:AC:20:23:00:04,-91,1,4
157.8908,BE:AC:20:23:00:03,-78,1,3
158.7191,BE:AC:20:23:00:03,-81,1,3
158.9679,BE:AC:20:23:00:06,-89,1,6
159.1548,BE:AC:20:23:00:06,-91,1,6
159.3294,BE:AC:20:23:00:03,-85,1,3
159.5203,BE:AC:20:23:00:03,-85,1,3
159.713,BE:AC:20:23:00:03,-80,1,3
160.1319,BE:AC:20:23:00:03,-86,1,3
160.1822,BE:AC:20:23:00:06,-92,1,6
160.3528,BE:AC:20:23:00:03,-88,1,3
160.532,BE:AC:20:23:00:04,-95,1,4
160.5406,BE:AC:20:23:00:03,-81,1,3
160.7382,BE:AC:20:23:00:03,-79,1,3
161.3581,BE:AC:20:23:00:04,-89,1,4
161.554,BE:AC:20:23:00:03,-81,1,3
162.7737,BE:AC:20:23:00:03,-81,1,3
162.9855,BE:AC:20:23:00:03,-87,1,3
163.2164,BE:AC:20:23:00:04,-85,1,4
163.3941,BE:AC:20:23:00:03,-83,1,3
163.8109,BE:AC:20:23:00:03,-85,1,3
164.2429,BE:AC:20:23:00:03,-87,1,3
164.6253,BE:AC:20:23:00:03,-90,1,3
164.8255,BE:AC:20:23:00:04,-91,1,4
165.0391,BE:AC:20:23:00:03,-86,1,3
165.4559,BE:AC:20:23:00:03,-81,1,3
166.4733,BE:AC:20:23:00:04,-94,1,4
166.5299,BE:AC:20:23:00:06,-97,1,6
166.6901,BE:AC:20:23:00:03,-91,1,3
166.8988,BE:AC:20:23:00:03,-80,1,3
167.0954,BE:AC:20:23:00:03,-85,1,3
167.3022,BE:AC:20:23:00:03,-79,1,3
167.5032,BE:AC:20:23:00:05,-98,1,5
167.7777,BE:AC:20:23:00:06,-98,1,6
167.9123,BE:AC:20:23:00:04,-91,1,4
168.1316,BE:AC:20:23:00:04,-94,1,4
168.1356,BE:AC:20:23:00:03,-87,1,3
168.3966,BE:AC:20:23:00:06,-92,1,6
168.527,BE:AC:20:23:00:04,-93,1,4
168.531,BE:AC:20:23:00:05,-95,1,5
168.7304,BE:AC:20:23:00:04,-95,1,4
168.7398,BE:AC:20:23:00:03,-85,1,3
168.9725,BE:AC:20:23:00:04,-95,1,4
168.9763,BE:AC:20:23:00:03,-85,1,3
169.149,BE:AC:20:23:00:03,-81,1,3
169.9558,BE:AC:20:23:00:04,-91,1,4
170.9709,BE:AC:20:23:00:04,-84,1,4
170.9988,BE:AC:20:23:00:03,-88,1,3
171.1806,BE:AC:20:23:00:04,-92,1,4
171.4029,BE:AC:20:23:00:04,-91,1,4
171.4148,BE:AC:20:23:00:03,-86,1,3
171.5005,BE:AC:20:23:00:02,-95,1,2
171.6225,BE:AC:20:23:00:03,-91,1,3
171.8177,BE:AC:20:23:00:04,-97,1,4
171.8361,BE:AC:20:23:00:03,-84,1,3
171.8416,BE:AC:20:23:00:05,-93,1,5
171.9245,BE:AC:20:23:00:02,-96,1,2
171.9881,BE:AC:20:23:00:04,-93,1,4
172.2273,BE:AC:20:23:00:03,-85,1,3
172.4152,BE:AC:20:23:00:04,-92,1,4
172.441,BE:AC:20:23:00:03,-84,1,3
172.4506,BE:AC:20:23:00:05,-91,1,5
172.5312,BE:AC:20:23:00:02,-94,1,2
172.8152,BE:AC:20:23:00:04,-94,1,4
172.8291,BE:AC:20:23:00:03,-82,1,3
173.0151,BE:AC:20:23:00:03,-83,1,3
173.0439,BE:AC:20:23:00:01,-94,1,1
173.1563,BE:AC:20:23:00:02,-88,1,2
173.251,BE:AC:20:23:00:03,-86,1,3
173.8804,BE:AC:20:23:00:05,-86,1,5
174.7209,BE:AC:20:23:00:01,-97,1,1
174.7927,BE:AC:20:23:00:02,-95,1,2
174.8763,BE:AC:20:23:00:03,-91,1,3
174.9917,BE:AC:20:23:00:02,-94,1,2
175.1984,BE:AC:20:23:00:02,-94,1,2
175.2867,BE:AC:20:23:00:03,-95,1,3
175.4128,BE:AC:20:23:00:02,-88,1,2
175.6282,BE:AC:20:23:00:02,-89,1,2
175.8968,BE:AC:20:23:00:02,-91,1,2
175.9486,BE:AC:20:23:00:04,-94,1,4
175.9526,BE:AC:20:23:00:05,-88,1,5
176.1332,BE:AC:20:23:00:05,-85,1,5
176.1395,BE:AC:20:23:00:03,-91,1,3
176.3243,BE:AC:20:23:00:05,-97,1,5
176.3509,BE:AC:20:23:00:01,-92,1,1
176.6921,BE:AC:20:23:00:04,-95,1,4
176.7262,BE:AC:20:23:00:05,-90,1,5
176.9901,BE:AC:20:23:00:01,-95,1,1
177.1022,BE:AC:20:23:00:04,-95,1,4
177.351,BE:AC:20:23:00:01,-98,1,1
177.7629,BE:AC:20:23:00:05,-90,1,5
179.1789,BE:AC:20:23:00:05,-91,1,5
179.3789,BE:AC:20:23:00:03,-94,1,3
179.3838,BE:AC:20:23:00:01,-92,1,1
179.3922,BE:AC:20:23:00:05,-93,1,5
179.6168,BE:AC:20:23:00:05,-92,1,5
179.7327,BE:AC:20:23:00:02,-93,1,2
179.9717,BE:AC:20:23:00:02,-95,1,2
179.9984,BE:AC:20:23:00:05,-89,1,5
180.4311,BE:AC:20:23:00:05,-91,1,5
181.0163,BE:AC:20:23:00:01,-92,1,1
181.2285,BE:AC:20:23:00:01,-96,1,1
181.2593,BE:AC:20:23:00:05,-77,1,5
181.4288,BE:AC:20:23:00:01,-92,1,1
183.6997,BE:AC:20:23:00:05,-85,1,5
186.1139,BE:AC:20:23:00:01,-81,1,1
186.1678,BE:AC:20:23:00:05,-76,1,5
186.3805,BE:AC:20:23:00:05,-85,1,5
186.5227,BE:AC:20:23:00:01,-95,1,1
187.1445,BE:AC:20:23:00:01,-77,1,1
187.1884,BE:AC:20:23:00:05,-76,1,5
187.3388,BE:AC:20:23:00:01,-85,1,1
187.3989,BE:AC:20:23:00:05,-81,1,5
187.5388,BE:AC:20:23:00:01,-93,1,1
187.6234,BE:AC:20:23:00:05,-84,1,5
188.3656,BE:AC:20:23:00:01,-91,1,1
188.7745,BE:AC:20:23:00:01,-95,1,1
188.9686,BE:AC:20:23:00:01,-90,1,1
189.0676,BE:AC:20:23:00:05,-85,1,5
189.458,BE:AC:20:23:00:05,-78,1,5
190.5049,BE:AC:20:23:00:05,-88,1,5
190.6054,BE:AC:20:23:00:01,-97,1,1
190.6937,BE:AC:20:23:00:05,-87,1,5
191.0207,BE:AC:20:23:00:01,-87,1,1
191.1169,BE:AC:20:23:00:05,-84,1,5
191.4652,BE:AC:20:23:00:01,-93,1,1
191.5216,BE:AC:20:23:00:05,-93,1,5
191.6444,BE:AC:20:23:00:01,-86,1,1
192.0396,BE:AC:20:23:00:01,-85,1,1
192.13,BE:AC:20:23:00:05,-83,1,5
192.3413,BE:AC:20:23:00:05,-94,1,5
192.5458,BE:AC:20:23:00:05,-86,1,5
192.6571,BE:AC:20:23:00:01,-91,1,1
192.7621,BE:AC:20:23:00:05,-83,1,5
