AppTimestamp(s),ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
25.5777,,-95.0,,
25.643,,,,-81.0
25.777,,-95.0,,
25.9818,,-93.0,,
26.0258,,,-97.0,
26.2237,,,,-69.0
27.2456,,,,-73.0
27.2598,,,-93.0,
27.4597,,,,-72.0
27.6002,,-92.0,,
27.6613,,,,-74.0
27.8161,,-92.0,,
27.8538,,,,-79.0
27.9657,-89.0,,,
28.0628,,,,-75.0
28.4282,,-94.0,,
28.4673,,,,-71.0
28.6776,,,,-82.0
29.0322,,-92.0,,
29.0764,,,,-79.0
29.2793,,,,-71.0
29.4162,-85.0,,,
29.4956,,,,-70.0
29.5027,,,-95.0,
29.6257,-86.0,,,
29.7007,,,,-68.0
29.7108,,,-96.0,
29.8492,,-92.0,,
29.895,,,,-87.0
29.9081,,,-98.0,
30.0595,,-89.0,,
30.1093,,,,-78.0
30.1169,,,-93.0,
30.2582,,-88.0,,
30.3181,,,,-71.0
30.5249,,,,-70.0
30.6397,-92.0,,,
30.9305,,,,-69.0
31.3295,,,,-71.0
31.4955,,-97.0,,
31.5589,,,,-73.0
31.5671,,,-94.0,
31.7075,,-91.0,,
31.9071,,-95.0,,
31.9426,,,,-81.0
32.1462,,,,-71.0
32.3666,,,,-73.0
32.4832,-94.0,,,
32.5797,,,,-70.0
32.6916,-93.0,,,
32.7259,,-97.0,,
32.9264,,-92.0,,
32.9637,,,,-81.0
32.973,,,-93.0,
33.1773,,,,-70.0
33.3084,-91.0,,,
33.3845,,,,-71.0
33.6378,,,,-72.0
33.7202,-90.0,,,
33.9994,,,-92.0,
34.0037,,,,-78.0
34.2005,,,,-73.0
34.6276,,,,-71.0
34.7751,,-97.0,,
34.8212,,,,-70.0
34.9445,-89.0,,,
35.1818,,-93.0,,
35.2382,,,,-70.0
35.3498,-96.0,,,
35.4255,,,-94.0,
35.4448,,,,-68.0
35.5762,-87.0,,,
35.5942,,-97.0,,
35.6259,,,-95.0,
35.6452,,,,-67.0
35.7642,-86.0,,,
35.7939,,-92.0,,
35.8323,,,-94.0,
35.8443,,,,-85.0
35.9931,,-93.0,,
36.0438,,,,-83.0
36.1827,-94.0,,,
36.3832,-93.0,,,
36.4546,,,,-70.0
36.5858,-87.0,,,
36.6332,,-92.0,,
36.6566,,,,-70.0
36.6596,,,-97.0,
36.8392,,-94.0,,
36.8649,,,,-70.0
37.0767,,,,-76.0
37.2758,,,,-72.0
37.4885,,,,-75.0
37.61,-97.0,,,
37.6999,,,,-71.0
38.1437,-90.0,,,
38.2298,,,,-71.0
38.2929,-89.0,,,
38.4602,,-95.0,,
38.5011,,,,-84.0
39.3249,,,,-79.0
39.7382,,,,-69.0
39.7559,,,-98.0,
39.863,-92.0,,,
39.9403,,,,-87.0
40.0957,,-90.0,,
40.1477,,,,-92.0
40.3554,,,,-73.0
40.5605,,,,-74.0
40.6963,-92.0,,,
40.771,,,,-71.0
41.1789,,,-96.0,
41.1827,,,,-83.0
41.5991,,,,-68.0
41.7296,,-92.0,,
41.8058,,,,-67.0
42.0059,,,-98.0,
42.0205,,,,-67.0
42.3029,-86.0,,,
43.3759,,-90.0,,
43.4638,,,,-68.0
43.5567,,-92.0,,
43.6595,,,,-68.0
43.8457,,,-93.0,
43.8704,,,,-67.0
44.0427,,,-93.0,
44.0683,,,,-81.0
44.1588,,-95.0,,
44.2542,,,-94.0,
44.2702,,,,-79.0
44.6982,,,,-69.0
44.8904,,,,-69.0
44.9844,,-92.0,,
45.1021,,,,-70.0
45.5084,,,,-82.0
45.6043,-94.0,,,
45.7016,,,,-69.0
45.9073,,,,-69.0
46.0184,,-96.0,,
46.2189,-83.0,,,
46.2231,,-96.0,,
47.1323,,,-95.0,
47.1491,,,,-68.0
47.2364,,-94.0,,
47.5356,,,-93.0,
47.5489,,,,-77.0
47.6383,,-96.0,,
47.736,,,-95.0,
47.7494,,,,-78.0
47.8444,-97.0,,,
47.8487,,-96.0,,
47.9439,,,,-68.0
48.0697,-93.0,,,
48.0729,,-95.0,,
48.2545,-86.0,,,
48.3648,,,,-68.0
48.6826,,-93.0,,
48.7495,,,-93.0,
48.7788,,,,-84.0
48.965,,,,-73.0
49.1009,,-93.0,,
49.184,,,,-70.0
49.3005,,-94.0,,
49.367,,,-97.0,
49.381,,,,-68.0
49.4829,-86.0,,,
49.5062,,-95.0,,
49.7218,-95.0,,,
49.7314,,-94.0,,
49.78,,,-95.0,
49.9808,,,-95.0,
49.9978,,,,-78.0
50.6118,,,,-77.0
51.241,,,,-69.0
51.3654,,-92.0,,
51.4246,,,,-69.0
51.6289,,,,-68.0
51.736,-88.0,,,
51.8375,,,,-67.0
52.2621,,,,-78.0
52.349,-95.0,,,
52.4616,,,,-69.0
52.551,-96.0,,,
52.5961,,-90.0,,
52.6631,,,,-68.0
52.7613,-89.0,,,
52.8647,,,,-68.0
53.0639,,,,-79.0
53.2036,,-97.0,,
53.2785,,,,-78.0
53.5667,-95.0,,,
53.8813,,,,-67.0
53.9947,-88.0,,,
54.093,,,,-66.0
54.4952,,,,-67.0
55.729,,,,-75.0
55.935,,,,-79.0
56.136,,,,-72.0
56.2142,-92.0,,,
56.3321,,,,-72.0
56.4408,-94.0,,,
56.4916,,-89.0,,
56.5425,,,,-90.0
56.6913,,-87.0,,
56.7511,,,,-87.0
56.9452,,,,-74.0
57.2313,-85.0,,,
57.3484,,,,-72.0
57.3744,,,-97.0,
57.4435,-86.0,,,
57.5077,,-94.0,,
57.5468,,,,-81.0
57.7116,,-88.0,,
57.7519,,,,-80.0
57.7912,,,-97.0,
57.9568,,,,-72.0
58.1644,,,,-70.0
58.3985,,,-93.0,
58.5741,,,,-77.0
58.7439,,-91.0,,
58.8767,-84.0,,,
58.9522,,-91.0,,
58.9917,,,,-71.0
59.5629,,-89.0,,
59.6028,,,,-79.0
59.6234,,,-96.0,
59.807,,,,-72.0
59.9735,,-92.0,,
60.0058,,,,-72.0
60.1811,,-91.0,,
60.416,,,,-73.0
60.6075,,-90.0,,
60.6236,,,,-79.0
60.8108,,-90.0,,
60.8276,,,,-80.0
61.0297,,,,-77.0
61.4443,,,,-78.0
61.6731,,,-95.0,
61.7558,-89.0,,,
61.8419,,,,-76.0
62.0269,,-92.0,,
62.0535,,,,-70.0
62.2086,-89.0,,,
62.2548,,-90.0,,
62.2823,,,-95.0,
63.1878,-88.0,,,
63.2751,,,,-81.0
63.7064,,,,-82.0
64.1076,,,,-77.0
64.312,,,,-86.0
64.419,-95.0,,,
64.5169,,,,-80.0
64.6086,-87.0,,,
64.7369,,,,-81.0
64.7561,,,-98.0,
64.8863,,-93.0,,
64.9352,,,,-77.0
65.1416,,,,-75.0
65.25,-91.0,,,
65.3484,,,,-81.0
65.4328,-90.0,,,
65.5519,,,,-85.0
65.5702,,,-90.0,
65.6392,-86.0,,,
65.7188,,-95.0,,
65.7536,,,,-79.0
65.9156,,-94.0,,
66.3729,,,,-77.0
66.5866,,,,-80.0
66.9557,,-93.0,,
67.1509,,-92.0,,
67.2039,,,,-84.0
67.2064,,,-95.0,
67.3667,,-94.0,,
67.3875,,,,-80.0
67.4032,,,-97.0,
67.5907,,,,-81.0
67.6785,-89.0,,,
67.7668,,-92.0,,
67.7933,,,,-79.0
67.8923,-91.0,,,
68.1845,,-96.0,,
68.2037,,,,-75.0
68.3004,-95.0,,,
68.411,,,,-84.0
68.5093,-92.0,,,
68.5786,,-97.0,,
68.6206,,,,-84.0
68.7045,-92.0,,,
68.8329,,,,-77.0
68.9476,-88.0,,,
69.0343,,,,-79.0
69.2449,,,,-89.0
69.3943,,-94.0,,
69.4368,,,,-80.0
69.649,,,,-84.0
69.8385,,,,-89.0
70.0492,,,,-86.0
70.4443,,,,-84.0
70.8247,,-91.0,,
71.4695,,,,-92.0
71.6782,,,,-84.0
71.7046,,,-100.0,
71.8823,,,,-75.0
71.9074,,,-94.0,
72.0848,,,,-83.0
72.1849,-92.0,,,
72.2675,,-93.0,,
72.287,,,,-84.0
72.3818,-90.0,,,
72.4661,,-95.0,,
72.4964,,,,-90.0
72.588,-93.0,,,
72.6968,,,,-88.0
72.7164,,,-93.0,
72.7848,-92.0,,,
72.9963,-93.0,,,
73.1077,,,,-90.0
73.1962,-92.0,,,
73.3135,,,,-84.0
73.7287,,,,-93.0
73.8125,-87.0,,,
73.9456,,,,-86.0
73.9623,,,-99.0,
74.015,-86.0,,,
74.3369,,,,-79.0
74.7392,,,,-78.0
75.1532,,,,-77.0
75.3616,,,,-82.0
75.571,,,,-88.0
75.6636,-92.0,,,
75.7371,,-94.0,,
75.7772,,,,-82.0
75.8932,-94.0,,,
75.9323,,-98.0,,
75.9796,,,,-81.0
80.516,,,,-85.0
80.7284,,,,-93.0
80.9531,,,,-84.0
81.5435,,,,-93.0
83.8016,,,,-93.0
84.4218,,,,-91.0
84.625,,,,-94.0
85.046,,,,-95.0
85.4667,,,,-91.0
87.7143,,,,-93.0
88.5054,,,,-97.0
88.7076,,,,-92.0
88.9055,,,,-91.0
91.9976,,,,-96.0
92.4173,,,,-95.0
92.6714,,,,-97.0
93.2301,,,,-90.0
93.4378,,,,-93.0
94.8754,,,,-93.0
98.3526,,,,-92.0
99.1806,,,,-91.0
99.4038,,,,-96.0
100.8285,,,,-95.0
101.4495,,,,-94.0
102.2612,,,,-93.0
104.1019,,,,-96.0
105.3444,,,,-95.0
105.5529,,,,-97.0
106.1456,,,,-90.0
108.2107,,,,-98.0
108.7999,,,,-95.0
109.8458,,,,-95.0
111.3142,,,,-97.0
111.504,,,,-97.0
112.7193,,,,-92.0
112.9338,,,,-95.0
113.9551,,,,-93.0
114.9664,,,,-93.0
115.7785,,,,-96.0
116.0407,,,,-93.0
116.1756,,,,-94.0
116.3797,,,,-98.0
116.7891,,,,-95.0
118.0199,,,,-95.0
119.2515,,,,-94.0
120.2901,,,,-94.0
120.6892,,,,-96.0
121.1172,,,,-94.0
121.3367,,,,-98.0
121.726,,,,-89.0
121.9385,,,,-90.0
123.5534,,,,-96.0
124.3923,,,,-91.0
124.7853,,,,-96.0
128.0991,,,,-91.0
128.493,,,,-98.0
129.3173,,,,-92.0
129.5155,,,,-91.0
131.9662,,,,-93.0
132.1704,,,,-97.0
132.3803,,,,-97.0
133.3907,,,,-95.0
134.221,,,,-89.0
134.8551,,,,-90.0
135.2512,,,,-97.0
136.691,,,,-98.0
137.7229,,,,-94.0
140.9834,,,,-96.0
141.6334,,,,-97.0
142.0394,,,,-94.0
142.6222,,,,-93.0
143.2338,,,,-93.0
143.8958,,,,-97.0
144.054,,,,-97.0
144.2593,,,,-96.0
147.3561,,,,-96.0
148.374,,,,-97.0
148.5725,,,,-96.0
149.005,,,,-98.0
149.8015,,,,-95.0
151.4476,,,,-96.0
155.549,,,,-95.0
155.7546,,,,-96.0
156.3636,,,,-97.0
156.5626,,,,-95.0
156.7814,,,,-96.0
157.391,,,,-97.0
157.6223,,,,-93.0
158.2126,,,,-94.0
159.6771,,,,-96.0
160.8922,,,,-94.0
161.2738,,,,-93.0
161.7291,,,,-95.0
162.1137,,,,-95.0
163.9388,,,,-96.0
165.1983,,,,-93.0
167.8594,,,,-95.0
168.8725,,,,-91.0
169.0779,,,,-98.0
170.0922,,,,-90.0
170.5212,,,,-89.0
171.9333,,,,-86.0
175.804,,,,-93.0
176.2208,,,,-93.0
177.8601,,,,-91.0
178.0909,,,,-91.0
179.4998,,,,-94.0
180.3277,,,,-101.0
180.7363,,,,-93.0
180.952,,,,-89.0
181.5604,,,,-93.0
181.7609,,,,-85.0
181.9717,,,,-85.0
183.0301,,,,-91.0
183.4038,,,,-93.0
183.4499,-92.0,,,
183.6068,,,,-91.0
183.6222,,,-93.0,
183.716,,-94.0,,
183.8031,,,,-90.0
184.0325,,,,-89.0
184.1243,,-95.0,,
184.2238,,,,-85.0
184.4762,-93.0,,,
184.5337,,-89.0,,
184.6937,-89.0,,,
184.7394,,-93.0,,
184.8204,,,,-89.0
184.9073,-93.0,,,
185.0377,,,-95.0,
185.1102,-95.0,,,
185.143,,-90.0,,
185.3215,-91.0,,,
185.44,,,,-83.0
185.5494,,-93.0,,
185.8568,,,,-90.0
185.9589,,-97.0,,
186.0419,,,,-85.0
186.1257,-91.0,,,
186.2743,,,,-80.0
186.3858,,-87.0,,
187.7142,,,,-83.0
187.7576,-97.0,,,
187.7936,,-91.0,,
187.8833,,,,-82.0
187.9557,-92.0,,,
187.9999,,-88.0,,
188.1078,,,,-83.0
188.1341,,,-93.0,
188.2998,,,,-87.0
188.5191,,,,-77.0
188.7165,,,,-86.0
188.7355,,,-95.0,
188.8444,,-93.0,,
188.9171,,,,-86.0
189.0407,,-95.0,,
189.2172,-89.0,,,
189.2506,,-96.0,,
189.4483,,-93.0,,
189.6284,-89.0,,,
189.7241,,,,-85.0
190.4489,-93.0,,,
191.491,-92.0,,,
191.4969,,-94.0,,
191.6046,,,,-78.0
191.6984,,-91.0,,
191.7823,,,,-81.0
191.8133,,,-94.0,
191.8818,-92.0,,,
191.9896,,,,-85.0
192.1054,,-94.0,,
192.1967,,,,-75.0
192.2898,-84.0,,,
192.3204,,-85.0,,
192.4289,,,-93.0,
192.6394,,,,-82.0
192.6493,,,-97.0,
192.7235,,-91.0,,
192.8058,,,,-92.0
193.029,,,,-75.0
193.1465,-86.0,,,
193.2504,,,,-79.0
193.3257,-87.0,,,
193.3472,,-93.0,,
193.5575,-87.0,,,
193.5789,,-88.0,,
193.7153,-85.0,,,
193.9308,-83.0,,,
194.0769,,,,-74.0
194.1487,,-93.0,,
194.269,,,,-75.0
194.3677,-87.0,,,
194.4629,,,,-66.0
194.9566,-85.0,,,
195.0746,,,,-82.0
195.481,,,,-76.0
196.0886,,,,-77.0
196.1947,-87.0,,,
196.2099,,-91.0,,
196.2971,,,,-87.0
196.6363,-86.0,,,
196.8352,-88.0,,,
196.853,,-88.0,,
196.9125,,,,-76.0
197.0137,-94.0,,,
197.0379,,-91.0,,
197.1306,,,,-79.0
197.2146,-93.0,,,
197.3243,,,,-75.0
197.721,,,,-89.0
197.8363,-91.0,,,
197.932,,,,-78.0
198.2691,,-87.0,,
199.0736,-78.0,,,
199.7196,,-92.0,,
199.7698,,,,-77.0
200.7096,-93.0,,,
201.6311,,,,-74.0
201.7278,,-90.0,,
201.8627,,,-95.0,
201.8676,,,,-73.0
201.9285,,-95.0,,
202.051,,,-94.0,
202.0592,,,,-78.0
202.2809,,,,-77.0
202.3401,-87.0,,,
202.4487,,,,-73.0
