AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:89,wifi_rssi_20:23:00:00:02:09,wifi_rssi_20:23:00:00:02:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:89,wifi_freq_20:23:00:00:02:09,wifi_freq_20:23:00:00:02:11
42.9765,-49.0,-67.0,-67.0,-73.0,,-88.0,,-77.0,-85.0,-64.0,-74.0,-76.0,-51.0,-81.0,-82.0,-70.0,-88.0,-90.0,-52.0,,-87.0,,-89.0,-90.0,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2452.0,2437.0,,2462.0,,2462.0,2462.0,,,
47.0013,-49.0,-67.0,-67.0,-74.0,,-84.0,-65.0,-77.0,,-63.0,-74.0,-75.0,-51.0,-79.0,-79.0,-65.0,-88.0,,-52.0,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,
50.9877,-48.0,-64.0,-69.0,-74.0,,-85.0,-70.0,-79.0,,-63.0,-73.0,-76.0,-52.0,-79.0,-79.0,-69.0,-88.0,-89.0,-52.0,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2452.0,2437.0,,,,,,,,
55.0157,-48.0,-64.0,-69.0,-72.0,,-86.0,-70.0,-78.0,,-63.0,-74.0,-78.0,-53.0,-80.0,-79.0,-71.0,-88.0,,-53.0,,-89.0,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,2462.0,,,,,,
59.0125,-64.0,-64.0,-67.0,-71.0,,-86.0,-68.0,-76.0,,-63.0,-74.0,-78.0,-51.0,-81.0,-81.0,-69.0,-86.0,,-53.0,,-88.0,,-89.0,-88.0,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,2462.0,,2462.0,2462.0,,,
63.014,-54.0,-63.0,,,,-84.0,-66.0,-77.0,,-64.0,,,-53.0,-79.0,-80.0,-68.0,,,-53.0,,,,,,,,,2437.0,5200.0,,,,2457.0,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,
66.9748,-51.0,-65.0,-67.0,-70.0,,-86.0,-74.0,-73.0,,-68.0,-73.0,,-58.0,-80.0,-80.0,-73.0,-90.0,-89.0,-52.0,,-82.0,,-81.0,-81.0,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,2452.0,2437.0,,2462.0,,2462.0,2462.0,,,
71.0292,-49.0,-61.0,-65.0,-72.0,,-90.0,-69.0,-79.0,,-71.0,-72.0,-82.0,-58.0,-84.0,-84.0,-69.0,-86.0,-88.0,-48.0,,-86.0,,-85.0,-85.0,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2452.0,2437.0,,2462.0,,2462.0,2462.0,,,
74.9771,-50.0,-61.0,-70.0,-72.0,,-89.0,-74.0,-79.0,,-70.0,-70.0,,-56.0,-84.0,-84.0,-73.0,,,-51.0,,-88.0,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,2462.0,,,,,,
78.9893,-49.0,-73.0,-66.0,-72.0,,,-68.0,-74.0,,-69.0,-69.0,,-52.0,-86.0,-86.0,-69.0,-88.0,-88.0,-55.0,,,,,,-93.0,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,2452.0,2437.0,,,,,,2412.0,,
82.9858,-51.0,-68.0,-69.0,-71.0,,,-72.0,-73.0,,-69.0,-69.0,-73.0,-48.0,-84.0,-85.0,-72.0,,,-62.0,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,
86.9859,-53.0,-65.0,,-83.0,,,-83.0,-85.0,-85.0,-84.0,-77.0,,-66.0,,,-81.0,,,-63.0,,,,,,,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,,,,,
90.9912,-49.0,-62.0,,-86.0,,,-87.0,,-87.0,-84.0,,,-69.0,,,-84.0,,,-61.0,,,,,,,,,2437.0,5200.0,,2452.0,,,2462.0,,2462.0,2427.0,,,2437.0,,,2462.0,,,2437.0,,,,,,,,
95.0182,-51.0,-62.0,,,,,,,-86.0,,-86.0,,-67.0,,,-85.0,,-87.0,-61.0,,,,,,,,,2437.0,5200.0,,,,,,,2462.0,,2437.0,,2437.0,,,2462.0,,2452.0,2437.0,,,,,,,,
98.9926,-55.0,-70.0,-86.0,,,-91.0,,,,-88.0,,,-71.0,,,-87.0,,-88.0,-61.0,,,,,,,,,2437.0,5200.0,2417.0,,,2457.0,,,,2427.0,,,2437.0,,,2462.0,,2452.0,2437.0,,,,,,,,
102.9778,-61.0,-74.0,,,,-88.0,,,,-86.0,,,-73.0,,,-87.0,,,-61.0,,,,,,,,,2437.0,5200.0,,,,2457.0,,,,2427.0,,,2437.0,,,2462.0,,,2437.0,,,,,,,,
106.9858,-57.0,-74.0,,-88.0,,,,,,-83.0,,,-74.0,,,,,,-56.0,,,,,,,,,2437.0,5200.0,,2452.0,,,,,,2427.0,,,2437.0,,,,,,2437.0,,,,,,,,
110.9879,-56.0,-75.0,-82.0,,,-90.0,,,-90.0,,,,-65.0,,,-87.0,,-81.0,-57.0,,,,,,,,,2437.0,5200.0,2417.0,,,2457.0,,,2462.0,,,,2437.0,,,2462.0,,2452.0,2437.0,,,,,,,,
115.0094,-56.0,-71.0,,-90.0,,,,,,-84.0,-81.0,,-61.0,,,-84.0,,-85.0,-53.0,,,,,,,,,2437.0,5200.0,,2452.0,,,,,,2427.0,2437.0,,2437.0,,,2462.0,,2452.0,2437.0,,,,,,,,
118.9996,-55.0,-72.0,-87.0,,,-91.0,,,-91.0,-83.0,,,-62.0,,,,,,-53.0,,,,,,,,,2437.0,5200.0,2417.0,,,2457.0,,,2462.0,2427.0,,,2437.0,,,,,,2437.0,,,,,,,,
123.0152,-59.0,-76.0,,,,-87.0,-88.0,,-89.0,-80.0,,,-60.0,,,-88.0,,,-55.0,,,,,,,,,2437.0,5200.0,,,,2457.0,2462.0,,2462.0,2427.0,,,2437.0,,,2462.0,,,2437.0,,,,,,,,
126.9823,-56.0,-68.0,-81.0,-85.0,,,,-86.0,,,,,-62.0,,,-86.0,,,-53.0,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,,,,2437.0,,,2462.0,,,2437.0,,,,,,,,
130.9697,-55.0,-68.0,-82.0,,,,,-89.0,,-86.0,,,-63.0,,,-86.0,,,-57.0,,,,,,,,,2437.0,5200.0,2417.0,,,,,2412.0,,2427.0,,,2437.0,,,2462.0,,,2437.0,,,,,,,,
134.9952,-55.0,-74.0,-84.0,,,,-85.0,,,-85.0,-81.0,,-63.0,,,,,,-57.0,,,,,,,,,2437.0,5200.0,2417.0,,,,2462.0,,,2427.0,2437.0,,2437.0,,,,,,2437.0,,,,,,,,
139.0054,-51.0,-71.0,,,,-88.0,-85.0,,,,-85.0,,-62.0,,,,,-86.0,-55.0,,,,,,,,,2437.0,5200.0,,,,2457.0,2462.0,,,,2437.0,,2437.0,,,,,2452.0,2437.0,,,,,,,,
142.989,-50.0,-71.0,-88.0,,,,-82.0,-87.0,,,,,-62.0,,,,,-86.0,-56.0,,,,,,,,,2437.0,5200.0,2417.0,,,,2462.0,2412.0,,,,,2437.0,,,,,2452.0,2437.0,,,,,,,,
147.0001,-61.0,-71.0,,,,,-86.0,-90.0,,-83.0,,,-66.0,,,-88.0,,-86.0,-60.0,,,,,,,,,2437.0,5200.0,,,,,2462.0,2412.0,,2427.0,,,2437.0,,,2462.0,,2452.0,2437.0,,,,,,,,
150.9729,-57.0,-75.0,-87.0,,,-87.0,,,,-85.0,-88.0,,-67.0,,,,,-83.0,-59.0,,,,,,,,,2437.0,5200.0,2417.0,,,2457.0,,,,2427.0,2437.0,,2437.0,,,,,2452.0,2437.0,,,,,,,,
154.9697,-57.0,-69.0,-85.0,,,,,,,-85.0,-88.0,,-67.0,,,-90.0,,-87.0,-57.0,,,,,,,,,2437.0,5200.0,2417.0,,,,,,,2427.0,2437.0,,2437.0,,,2462.0,,2452.0,2437.0,,,,,,,,
158.9881,-53.0,-64.0,,-86.0,,-87.0,,,,,,,-67.0,,,,,,-59.0,,,,,,,,,2437.0,5200.0,,2452.0,,2457.0,,,,,,,2437.0,,,,,,2437.0,,,,,,,,
162.9775,-62.0,-62.0,-85.0,,-91.0,-87.0,,,,,,,-68.0,,,-85.0,,,-57.0,,,,,,,,,2437.0,5200.0,2417.0,,2412.0,2457.0,,,,,,,2437.0,,,2462.0,,,2437.0,,,,,,,,
167.0461,-50.0,-62.0,,-87.0,,,,,,,,,-73.0,,,-81.0,,,-62.0,,,,,,,,,2437.0,5200.0,,2452.0,,,,,,,,,2437.0,,,2462.0,,,2437.0,,,,,,,,
170.9771,-54.0,-70.0,,,,,,,,-78.0,,,-63.0,-88.0,-89.0,-76.0,,-90.0,-58.0,,,,,,,,,2437.0,5200.0,,,,,,,,2427.0,,,2437.0,5220.0,5220.0,2462.0,,2452.0,2437.0,,,,,,,,
174.5265,-53.0,-65.0,-73.0,-75.0,,-87.0,-72.0,-79.0,,-68.0,-80.0,-76.0,-53.0,-84.0,-84.0,,,,-51.0,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,,2437.0,,,,,,,,
179.0197,-54.0,-65.0,-72.0,-75.0,,,-72.0,-79.0,-85.0,-72.0,-76.0,,-57.0,-84.0,-84.0,-74.0,-85.0,-89.0,-56.0,,,,,-87.0,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,2452.0,2437.0,,,,,2462.0,,,
183.007,-48.0,-66.0,-65.0,-72.0,,-89.0,-68.0,-75.0,,-63.0,-71.0,-81.0,-51.0,-81.0,-81.0,-71.0,-86.0,,-55.0,,,,-83.0,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,2462.0,,,,
187.0183,-53.0,-67.0,,-66.0,,-89.0,-69.0,-75.0,,-65.0,,-78.0,-52.0,-80.0,-80.0,-71.0,-82.0,,-55.0,,,,,,,,,2437.0,5200.0,,2452.0,,2457.0,2462.0,2412.0,,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,
