AppTimestamp(s),ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
48.7187,,-93.0,,
48.8913,,,,-79.0
48.9456,,-87.0,,
49.0793,,,,-79.0
49.1531,,-89.0,,
49.273,,,-97.0,
49.2998,,,,-79.0
49.3528,,-89.0,,
49.5537,,-91.0,,
49.6987,,,,-75.0
49.897,,,,-80.0
50.1082,,,,-79.0
50.15,,-87.0,,
50.2993,,,-97.0,
50.3128,,,,-78.0
50.3553,,-89.0,,
50.4084,-88.0,,,
50.4899,,,-96.0,
50.5148,,,,-77.0
50.5616,,-90.0,,
50.7141,,,,-74.0
50.749,,-91.0,,
50.9156,,,,-74.0
50.9657,,-90.0,,
51.1305,,,,-79.0
51.333,,,,-78.0
51.4704,-87.0,,,
51.5528,,,,-76.0
51.6607,-87.0,,,
52.364,,,,-74.0
53.0146,,-87.0,,
53.2607,,-86.0,,
53.2908,-87.0,,,
53.3922,,,,-77.0
53.4212,,-90.0,,
53.4939,-87.0,,,
53.7002,-99.0,,,
53.7996,,,,-76.0
53.835,,-94.0,,
53.9055,-93.0,,,
54.0178,,,,-78.0
54.0599,,-87.0,,
54.1996,,,-95.0,
54.2319,,-87.0,,
54.39,,,-95.0,
54.5101,-88.0,,,
54.7343,-88.0,,,
54.8589,,,,-77.0
54.8857,,-91.0,,
55.0578,,-90.0,,
55.2607,,,,-77.0
55.2851,,-85.0,,
55.4426,,,,-81.0
55.535,-85.0,,,
56.0616,,,,-75.0
56.4896,,-91.0,,
57.0888,,,,-78.0
57.1296,,-92.0,,
57.2852,,,,-77.0
57.4976,,,,-76.0
57.5151,,-86.0,,
57.6773,,,-93.0,
57.7136,,-86.0,,
57.8059,-91.0,,,
57.9008,,,,-75.0
57.9885,-91.0,,,
58.0825,,,-95.0,
58.0971,,,,-77.0
58.1215,,-96.0,,
58.3152,,,,-74.0
58.3421,,-91.0,,
58.4009,-96.0,,,
58.5257,,,,-77.0
58.5407,,-85.0,,
58.6946,,,-95.0,
58.7298,,,,-79.0
58.7524,,-86.0,,
58.9345,,,,-78.0
59.0359,-86.0,,,
59.1184,,,,-78.0
59.1424,,-88.0,,
59.2584,-86.0,,,
59.326,,,,-75.0
59.3568,,-92.0,,
59.5575,,-91.0,,
60.0804,-86.0,,,
60.3454,,,-94.0,
60.3614,,,,-76.0
60.5822,,,,-75.0
60.7874,,,,-74.0
60.7985,,-87.0,,
60.9745,,,,-75.0
60.978,,-87.0,,
61.188,,,,-78.0
61.3872,,,,-78.0
61.7869,,,,-78.0
61.8698,-94.0,,,
61.999,,,,-84.0
62.2088,,,,-75.0
62.2796,-93.0,,,
62.5862,,,-92.0,
62.6832,-92.0,,,
62.8128,,,,-77.0
62.916,-99.0,,,
63.0496,,,,-70.0
63.0535,,-95.0,,
63.2472,,,,-74.0
63.3179,-87.0,,,
63.4341,,,,-82.0
63.6328,,,-97.0,
63.8865,,-89.0,,
64.052,,,-92.0,
64.5463,-86.0,,,
64.6818,,,,-80.0
64.7458,-93.0,,,
64.8901,,,,-90.0
64.9058,,-91.0,,
65.0895,,,,-79.0
65.2695,,,-94.0,
65.294,,,,-79.0
65.5159,,,,-86.0
65.5734,-94.0,,,
65.702,,,,-78.0
65.9105,,,,-79.0
65.9768,-95.0,,,
66.1158,,,,-77.0
66.322,,,,-76.0
66.9238,,,,-82.0
67.3208,,,,-75.0
67.3411,,-91.0,,
67.5457,,-92.0,,
67.7327,,,-91.0,
67.7531,,,,-75.0
69.055,-88.0,,,
69.1755,,,,-92.0
69.3747,,,,-83.0
69.473,-97.0,,,
69.6002,,,,-88.0
69.9875,,,,-72.0
70.21,,,,-80.0
70.618,,,,-82.0
70.8149,,,,-79.0
71.0721,,-92.0,,
71.2365,,,,-78.0
71.3159,-92.0,,,
71.442,,,-95.0,
71.4499,,,,-78.0
71.843,,-93.0,,
73.2749,,,,-81.0
73.4694,,,,-82.0
74.0837,,,,-80.0
74.2858,,-91.0,,
74.3833,-86.0,,,
74.4824,,,-93.0,
74.7193,,-92.0,,
74.7279,,,,-86.0
74.7883,-86.0,,,
74.8939,,,-94.0,
74.9098,,-97.0,,
74.9249,,,,-79.0
75.119,,,,-83.0
75.2216,-88.0,,,
75.3276,,,,-78.0
75.7184,,,-89.0,
75.7512,,,,-72.0
76.3398,,-84.0,,
76.3526,,,,-75.0
76.5474,,-86.0,,
76.553,,,,-71.0
76.775,,-90.0,,
76.7801,,,,-77.0
77.384,,,,-82.0
77.4558,-96.0,,,
77.5635,,-99.0,,
77.5791,,,,-85.0
77.7623,,-88.0,,
77.7753,,,,-86.0
78.0832,-88.0,,,
78.2044,,-93.0,,
78.2392,,,,-76.0
78.2754,-91.0,,,
78.3956,,-95.0,,
78.4038,,,-95.0,
78.409,,,,-84.0
78.4939,-93.0,,,
78.5829,,-94.0,,
78.5952,,,-92.0,
78.602,,,,-82.0
78.6926,-94.0,,,
78.899,-92.0,,,
79.0317,,,,-78.0
79.1955,,,,-76.0
79.4069,,,,-87.0
79.648,,,,-83.0
80.6322,,,,-87.0
80.8545,,,,-84.0
81.0296,,-92.0,,
81.2508,,-95.0,,
81.2571,,,,-88.0
81.495,,,,-90.0
81.8623,,,,-85.0
82.2733,,,,-96.0
83.3275,,,,-94.0
85.7723,,,,-95.0
87.2316,,,,-93.0
88.0654,,,,-96.0
89.4667,,,,-92.0
90.4994,,,,-90.0
91.1064,,,,-91.0
92.9484,,,,-98.0
93.1661,,,,-94.0
93.5756,,,,-93.0
103.8154,,,,-93.0
105.4592,,,,-96.0
105.6385,,,,-93.0
105.843,,,,-95.0
106.045,,,,-93.0
106.2592,,,,-95.0
106.6837,,,,-94.0
108.7421,,,,-97.0
109.5606,,,,-96.0
109.7568,,,,-93.0
109.9853,,,,-95.0
110.2078,,,,-93.0
110.7937,,,,-91.0
114.0517,,,,-97.0
118.1344,,,,-94.0
118.9409,,,,-96.0
119.3791,,,,-92.0
121.4046,,,,-99.0
121.8227,,,,-92.0
123.8654,,,,-90.0
124.4655,,,,-97.0
125.0935,,,,-93.0
125.2845,,,,-94.0
125.4889,,,,-95.0
126.1001,,,,-96.0
127.349,,,,-91.0
129.5996,,,,-94.0
129.8208,,,,-94.0
130.0462,,,,-95.0
130.6475,,,,-92.0
131.0534,,,,-93.0
131.6689,,,,-94.0
133.5192,,,,-93.0
134.9655,,,,-91.0
135.1676,,,,-95.0
135.986,,,,-91.0
137.6439,,,,-95.0
141.1268,,,,-99.0
141.932,,,,-91.0
143.3653,,,,-93.0
144.8222,,,,-97.0
146.7033,,,,-96.0
147.3019,,,,-97.0
150.6054,,,,-94.0
152.6148,,,,-93.0
152.8261,,,,-95.0
153.0164,,,,-94.0
154.2964,,,,-99.0
156.913,,,,-91.0
157.3302,,,,-95.0
157.5287,,,,-96.0
158.1327,,,,-94.0
158.7706,,,,-95.0
159.4005,,,,-88.0
161.0177,,,,-89.0
163.6971,,,,-93.0
164.715,,,,-92.0
165.5324,,,,-89.0
166.2003,,,,-91.0
166.7762,,,,-91.0
167.1864,,,,-92.0
167.4068,,,,-83.0
169.3049,,-95.0,,
169.5971,-92.0,,,
169.7165,,-92.0,,
170.0445,,,,-78.0
170.2092,-86.0,,,
170.3394,,-89.0,,
170.4036,-91.0,,,
170.4339,,,,-82.0
170.6499,,,,-83.0
172.6597,-90.0,,,
172.6962,,,,-79.0
173.4105,,-94.0,,
173.5232,,,,-85.0
173.8838,-96.0,,,
174.4322,,-96.0,,
174.4499,,,-96.0,
174.5632,,,,-77.0
174.7206,-89.0,,,
174.9946,,,,-89.0
175.1595,,,,-86.0
175.3615,,,,-83.0
177.2124,,,,-98.0
177.3419,,,-95.0,
177.3981,,,,-77.0
177.6013,,,,-73.0
177.8294,,,,-81.0
178.0103,-98.0,,,
178.2093,-92.0,,,
178.3934,-91.0,,,
178.4193,,,,-79.0
178.6286,,,,-75.0
178.8506,,,,-79.0
179.0075,,,-95.0,
179.0721,-91.0,,,
179.085,,,,-77.0
179.2095,-85.0,,,
179.4692,,,,-73.0
179.6563,,,,-83.0
179.8758,,,,-71.0
180.5996,,-92.0,,
180.6465,-89.0,,,
180.6879,,,,-84.0
181.2621,-90.0,,,
181.4181,,,-96.0,
181.4788,-88.0,,,
181.6179,,-91.0,,
181.6957,,,,-78.0
181.8423,,-92.0,,
182.1095,,,,-74.0
182.2979,-88.0,,,
182.3113,,,,-81.0
182.4503,,-91.0,,
182.486,-89.0,,,
182.5142,,,,-84.0
182.6481,,,-93.0,
182.673,,-91.0,,
182.864,,-86.0,,
182.9038,-88.0,,,
182.9338,,,,-75.0
183.0584,,-93.0,,
183.1395,,,,-77.0
183.2816,,-93.0,,
183.2975,,,-94.0,
183.3445,,,,-72.0
183.4733,,-93.0,,
183.5286,-82.0,,,
183.7472,,,,-79.0
184.538,-85.0,,,
184.5607,,,,-81.0
184.7444,-91.0,,,
184.9587,-83.0,,,
184.9984,,,,-69.0
185.1701,,,,-78.0
185.3066,,-94.0,,
185.3628,-84.0,,,
185.5702,-83.0,,,
185.7814,,,,-75.0
185.9107,,-89.0,,
185.9647,-92.0,,,
185.9987,,,,-79.0
186.1289,,-80.0,,
186.1936,,,,-74.0
186.4272,,,,-81.0
186.5543,,-93.0,,
186.5771,,,-90.0,
186.6134,-90.0,,,
186.6249,,,,-79.0
186.8164,,,,-76.0
186.9806,,-95.0,,
187.0041,,,-98.0,
187.0482,,,,-75.0
187.174,,,-94.0,
187.2371,,,,-75.0
187.4257,-97.0,,,
187.4518,,,,-75.0
187.5517,,-91.0,,
187.6356,-84.0,,,
187.8094,,,-88.0,
187.8425,,,,-73.0
188.0361,-86.0,,,
188.6933,,,,-78.0
188.8769,-88.0,,,
189.0283,,,-95.0,
189.0937,,,,-78.0
189.1844,,-95.0,,
189.239,,,-92.0,
189.2788,-84.0,,,
189.2977,,,,-78.0
