AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:51,wifi_rssi_20:23:00:00:01:54,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:64,wifi_rssi_20:23:00:00:01:67,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:75,wifi_rssi_20:23:00:00:01:76,wifi_rssi_20:23:00:00:01:77,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_rssi_20:23:00:00:01:85,wifi_rssi_20:23:00:00:01:86,wifi_rssi_20:23:00:00:01:87,wifi_rssi_20:23:00:00:01:88,wifi_rssi_20:23:00:00:01:89,wifi_rssi_20:23:00:00:01:91,wifi_rssi_20:23:00:00:01:92,wifi_rssi_20:23:00:00:01:93,wifi_rssi_20:23:00:00:01:94,wifi_rssi_20:23:00:00:01:96,wifi_rssi_20:23:00:00:02:11,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:03:25,wifi_rssi_20:23:00:00:03:27,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:51,wifi_freq_20:23:00:00:01:54,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:64,wifi_freq_20:23:00:00:01:67,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:75,wifi_freq_20:23:00:00:01:76,wifi_freq_20:23:00:00:01:77,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84,wifi_freq_20:23:00:00:01:85,wifi_freq_20:23:00:00:01:86,wifi_freq_20:23:00:00:01:87,wifi_freq_20:23:00:00:01:88,wifi_freq_20:23:00:00:01:89,wifi_freq_20:23:00:00:01:91,wifi_freq_20:23:00:00:01:92,wifi_freq_20:23:00:00:01:93,wifi_freq_20:23:00:00:01:94,wifi_freq_20:23:00:00:01:96,wifi_freq_20:23:00:00:02:11,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:03:25,wifi_freq_20:23:00:00:03:27
28.6622,-86.0,,,,,,,,,,,,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,
30.6574,,,,,,,,,,,,,,,,,,,-77.0,,,,,,,,,,,,,,,,,,,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,
32.6442,-87.0,,,,,,,,,,,,-93.0,,,,,,-79.0,,,,,,,,,,,,,,,,,,,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,2437.0,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,
34.6581,,,,,,,,,,,,,,,,,,,-77.0,,,,,,,,,,,,,,,,,,,-72.0,,,,,,,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,
36.6712,-89.0,,,,,,,,,,,,,,,,,,-77.0,,,,,,,,,,,,,,,,,,,-73.0,,,,,,,,,,,,,,,,,,,,,,,-89.0,,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,
38.6515,,,,,,,,,,,,,,,,,,,-75.0,,,,,,,,,,,,,,,,,,,-72.0,,,,,,,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,
40.6578,-90.0,,,,,,,,,,,,,,,,,,-75.0,,,,,,,,,,,,,,,,,,,-70.0,,,,,,,,,,,,,,,,,,,,,,,-91.0,,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,
42.6778,-89.0,,,,,,,,,,,,,,,,,,-79.0,,,,,,,,,,,,,,,,,,,-66.0,,,,,,,,,,,,,,,,,,,,,,,-89.0,,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,
44.6763,,,,,,,,,,,,,,,,,,,-77.0,,,,,,,,,,,,,,,,,,,-73.0,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,
46.6566,-89.0,,,,,,,,,,,,,,,,,,-80.0,,,,,,,,,,,,,,,,,,,-66.0,,,,,,,,,,,,,,,-93.0,,-91.0,-90.0,,,,,,,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,2412.0,,2412.0,2412.0,,,,,,
48.6665,,,,,,,,,,,,,,,,,,,-80.0,,,,,,,,,,,,,,,,,,,-76.0,,,,,,,,,,,,,,,-93.0,,-92.0,-92.0,,,,,-89.0,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,2412.0,,2412.0,2412.0,,,,,2437.0,
50.6705,-85.0,,,,,,,,,,,,,,,,,,-76.0,,,,,,,,,,,,,,,,,,,-73.0,,,,,,,,,,,,,,,,,-94.0,,,,,,-89.0,,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,2412.0,,,,,,2437.0,
52.6451,-84.0,,-93.0,,,,,,,,,,,,,,,,-79.0,,,,,,,,,,,,,,,,,,,-70.0,,,,,,,,,,,,,,,,,,,,,,,-90.0,,2437.0,,5200.0,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,
54.7017,-84.0,,,,,,,,,,,,,,,,,,-79.0,,,,,,,,,,,,,,,,,,,-68.0,,,,,,,,,,,,,,,-92.0,,-91.0,-93.0,,,,,,,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,2412.0,,2412.0,2412.0,,,,,,
56.6536,-86.0,,,,,,,,,,,,,,,,,,-77.0,,,,,,,,,,,,,,,,,,,-73.0,,,,,,,,,,,,,,,-92.0,,-91.0,-93.0,,,,,-90.0,,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,2412.0,,2412.0,2412.0,,,,,2437.0,
58.6641,-86.0,,,,,,,,,,,,,,,,,,-79.0,,,,,,,,,,,,,,,,,,,-74.0,,,,,,,,,,,,,,,-94.0,,,,,,,,-88.0,,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,2412.0,,,,,,,,2437.0,
60.677,-88.0,,,,,,,,,,,,,,,,,,-79.0,,,,,,,,,,,,,,,,,,,-72.0,,,,,,,,,,,,,,,-90.0,,,-90.0,,,,,,,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,2412.0,,,2412.0,,,,,,
62.6597,,,,,,,,,,,,,,,,,,-95.0,-84.0,,,,,,,,,,,,,,,,,,,-64.0,,,,,,,,,,,,,,,-92.0,,-93.0,-93.0,,,,,,,,,,,,,,,,,,,,,,,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,2412.0,,2412.0,2412.0,,,,,,
64.6531,-81.0,,-93.0,,-92.0,,,,,,,,-89.0,,,,,,-83.0,,,,,,,,,,,,,,,,,,,-64.0,,,,,,,,,,,,,,,-91.0,,-92.0,-90.0,,,,,-85.0,,2437.0,,5200.0,,2452.0,,,,,,,,2437.0,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,2412.0,,2412.0,2412.0,,,,,2437.0,
66.6821,-80.0,,-86.0,,-85.0,,-93.0,,,,,,-93.0,,,,-95.0,,-75.0,,,,,,,,,,,,,,,,,,,-69.0,,,,,,,,,,,,,,,,,,,,,,,-85.0,,2437.0,,5200.0,,2452.0,,2462.0,,,,,,2437.0,,,,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,
68.6729,-78.0,,,,-87.0,,-89.0,,,-89.0,,,-93.0,,,,-96.0,,-76.0,,,,,,,,,,,,,,,,,,,-74.0,,,,,,,,,,,,,,,,,,,,,,,-82.0,,2437.0,,,,2452.0,,2462.0,,,2427.0,,,2437.0,,,,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,
70.6622,-81.0,,-87.0,,,,,,,-85.0,-94.0,,,,,-90.0,-91.0,,-74.0,,,,,,,,,,,,,,,,,,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,5200.0,,,,,,,2427.0,2437.0,,,,,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,
72.6562,-78.0,,,,-92.0,,,,,,,,-92.0,,,,-91.0,,-78.0,,,,,,,,,,,,,,,,,,,-77.0,,,,,,,,,,,,,,,,,,,,,,,-77.0,,2437.0,,,,2452.0,,,,,,,,2437.0,,,,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,
74.6767,-77.0,,-89.0,,-91.0,,,,,,-94.0,,,,,-91.0,-89.0,-85.0,-75.0,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,,,,-78.0,,2437.0,,5200.0,,2452.0,,,,,,2437.0,,,,,2462.0,2462.0,2452.0,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,
76.8068,-77.0,,-83.0,,-82.0,,-89.0,,-90.0,,,,-87.0,-92.0,-91.0,,-89.0,,-76.0,,,,,,,,,,,,,,,,,,,-86.0,,,-88.0,-88.0,,-94.0,,,-92.0,-82.0,,,-91.0,,,,,,,,,,-72.0,,2437.0,,5200.0,,2452.0,,2462.0,,2462.0,,,,2437.0,5220.0,5220.0,,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,2462.0,5500.0,,2432.0,,,2462.0,2462.0,,,5540.0,,,,,,,,,,2437.0,
78.6867,-79.0,,-80.0,,-83.0,,-90.0,-92.0,-90.0,-90.0,-88.0,-91.0,,-86.0,,-88.0,-92.0,,-89.0,,,,,,,,,,,,,,,,-90.0,,,,,,-88.0,,,,,-85.0,-87.0,,,,,,,,,,,,,-87.0,-74.0,-90.0,2437.0,,5200.0,,2452.0,,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,,5220.0,,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,2462.0,,,,,,2462.0,,,,,2462.0,2462.0,,,,,,,,,,,,,5500.0,2437.0,2412.0
80.6385,-74.0,,-83.0,,,,,,,-83.0,,,,-91.0,-91.0,-90.0,-87.0,,-83.0,,,,,,,,,,,,,,,,-92.0,,,,,,-90.0,-87.0,,,-93.0,-89.0,-90.0,-83.0,,,,,,,,,,-92.0,-96.0,,-77.0,-88.0,2437.0,,5200.0,,,,,,,2427.0,,,,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,2462.0,,,,,,2462.0,5500.0,,,5180.0,2462.0,2462.0,2462.0,,,,,,,,,,2412.0,2432.0,,2437.0,2412.0
82.787,-77.0,,-81.0,,-76.0,,,,-89.0,-81.0,,,-89.0,-91.0,,-87.0,-88.0,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,-94.0,,,-93.0,,,-90.0,,,,,,,,,,-66.0,,2437.0,,5200.0,,2452.0,,,,2462.0,2427.0,,,2437.0,5220.0,,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,5180.0,,,2462.0,,,5540.0,,,,,,,,,,2437.0,
84.6766,-75.0,,-76.0,,-84.0,,-84.0,-91.0,-87.0,,,,-84.0,,-90.0,-84.0,-90.0,,-88.0,,,,,,,,,,,,,,,,-93.0,,,,,,-92.0,,,,,-92.0,-91.0,,,,,,,,,,,,,,-74.0,-92.0,2437.0,,5200.0,,2452.0,,2462.0,2412.0,2462.0,,,,2437.0,,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,2462.0,,,,,,2462.0,,,,,2462.0,2462.0,,,,,,,,,,,,,,2437.0,2412.0
86.8681,-77.0,,-81.0,,-73.0,,-83.0,-84.0,-89.0,-84.0,-89.0,,-87.0,-91.0,,-87.0,-86.0,,-85.0,,,,-90.0,-90.0,,-92.0,-90.0,-90.0,,,,,,,,,,,,,-91.0,,,,,,,-95.0,,-95.0,-90.0,,,,,,,,,,-65.0,,2437.0,,5200.0,,2452.0,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,,,,,,,,,,,,,2462.0,,,,,,,2462.0,,2462.0,5540.0,,,,,,,,,,2437.0,
88.8693,-74.0,,-83.0,,-85.0,,-80.0,-89.0,-90.0,-78.0,-87.0,-92.0,-76.0,-86.0,,,-78.0,,-83.0,,,,,,,,-87.0,,,,-93.0,,,,-95.0,,,,,-93.0,-90.0,,,,,-91.0,-91.0,,-90.0,,,,,,,,,,,,-62.0,-93.0,2437.0,,5200.0,,2452.0,,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,,,2462.0,,2437.0,,,,,,,,5500.0,,,,2462.0,,,,2462.0,,,,,2412.0,2462.0,,,,,2462.0,2462.0,,5520.0,,,,,,,,,,,,2437.0,2412.0
92.8243,-74.0,,-78.0,,-73.0,,-77.0,-81.0,-87.0,-79.0,-83.0,,-86.0,-83.0,-82.0,-74.0,-85.0,,,,,,-88.0,,,-88.0,-88.0,,,,,,,,,,,,,,-86.0,-85.0,,,,-94.0,-92.0,-91.0,,,-92.0,,,,,,,,,,-60.0,,2437.0,,5200.0,,2452.0,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,5500.0,,,5500.0,5500.0,,,,,,,,,,,,,,2462.0,5500.0,,,,2462.0,2462.0,2462.0,,,5540.0,,,,,,,,,,2437.0,
94.7458,-78.0,,-75.0,,-74.0,,-76.0,-82.0,-85.0,-77.0,-84.0,-93.0,-83.0,-81.0,-81.0,-75.0,-79.0,,-87.0,,,,-88.0,-86.0,,-86.0,-89.0,-85.0,-87.0,,,,,,,,,,,,,-88.0,-92.0,,,,,,,,,,,,,,,,,,-57.0,,2437.0,,5200.0,,2452.0,,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,5500.0,2412.0,,,,,,,,,,,,,,,,,,2437.0,
