AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:03,wifi_rssi_20:23:00:00:01:04,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:31,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:03,wifi_freq_20:23:00:00:01:04,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:31,wifi_freq_20:23:00:00:03:25
26.1822,,,-53.0,,-67.0,,-68.0,,,,-61.0,-60.0,,-64.0,,,,,,,,,,,,,,,,2452.0,,2462.0,,2427.0,,,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,
28.1782,,,-59.0,,-69.0,,-67.0,,,,-64.0,-64.0,,-61.0,,,,,,,,,,,,,,,,2452.0,,2462.0,,2427.0,,,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,
30.1987,,,-56.0,,,,-65.0,,,,-61.0,-61.0,-61.0,-64.0,,,,,,,,,,,,,,,,2452.0,,,,2427.0,,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,
32.1972,,,-54.0,,-64.0,,-63.0,,,,-60.0,-61.0,,-63.0,,,,,,,,,,,,,,,,2452.0,,2462.0,,2427.0,,,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,
34.2017,,,-53.0,,,,-63.0,,,,-62.0,-62.0,-65.0,-64.0,,,,,,,,,,,,,,,,2452.0,,,,2427.0,,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,
36.1834,,,-55.0,,-61.0,,,,,,-63.0,-63.0,-65.0,-60.0,,,,,,,,,,,,,,,,2452.0,,2462.0,,,,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,
38.2175,,,-56.0,,,,-68.0,,,,-63.0,-63.0,,-60.0,,,,,,,,,,,,,-65.0,,,2452.0,,,,2427.0,,,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,2437.0
40.1729,,,-54.0,,-67.0,,,,,,-61.0,-61.0,,-59.0,,,,,,,,,,,,,-66.0,,,2452.0,,2462.0,,,,,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,2437.0
42.1798,,,-55.0,,,,-63.0,,,,-64.0,-63.0,-64.0,-62.0,,,,,,,,,,,,,,,,2452.0,,,,2427.0,,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,
44.2046,,,-55.0,,-65.0,,-67.0,,,,-64.0,-64.0,,-61.0,,,,,,,,,,,,,,,,2452.0,,2462.0,,2427.0,,,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,
46.2309,,,-54.0,,,,,-65.0,,,-62.0,-62.0,,-61.0,,,,,,,,,,,,,-67.0,,,2452.0,,,,,2437.0,,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,2437.0
48.1816,,,-55.0,,-66.0,,,,,,-62.0,-62.0,,-61.0,,,,,,,,,,,,,-66.0,,,2452.0,,2462.0,,,,,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,2437.0
50.1742,,,-54.0,,-64.0,,,,,,-61.0,-61.0,,-60.0,,,,,,,,,,,,,-65.0,,,2452.0,,2462.0,,,,,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,2437.0
52.2014,,,-54.0,,-62.0,,,,,,-62.0,-62.0,-62.0,-61.0,,,,,,,,,,,,,,,,2452.0,,2462.0,,,,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,
54.1909,,,-54.0,,-67.0,,,,,,-62.0,-62.0,,-61.0,,,,,,,,,,,,,-65.0,,,2452.0,,2462.0,,,,,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,2437.0
56.2114,-71.0,,-54.0,,,,,,,,-61.0,-61.0,,-62.0,,,,,,,,,,,,,-67.0,2437.0,,2452.0,,,,,,,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,2437.0
58.3666,,,-55.0,,,,-67.0,,,,-63.0,-63.0,,-61.0,,,,,,,,,,,,,-67.0,,,2452.0,,,,2427.0,,,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,2437.0
60.3973,,,-56.0,,-70.0,,-68.0,,,,-62.0,-62.0,,-62.0,,,,,,,,,,,,,,,,2452.0,,2462.0,,2427.0,,,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,
62.2744,,,-57.0,,-64.0,,,,,,-60.0,-60.0,-61.0,-63.0,,,,,,,,,,,,,,,,2452.0,,2462.0,,,,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,
64.1562,,,-59.0,,-68.0,,-65.0,,,,-58.0,-58.0,,-62.0,,,,,,,,,,,,,,,,2452.0,,2462.0,,2427.0,,,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,
66.2138,,,-65.0,,-69.0,,,-66.0,,,-65.0,-65.0,,-59.0,,,,,,,,,,,,,,,,2452.0,,2462.0,,,2437.0,,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,
68.1844,,,-58.0,,,,-69.0,-66.0,,,-67.0,-67.0,,-60.0,,,,,,,,,,,,,,,,2452.0,,,,2427.0,2437.0,,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,
70.1857,,,-69.0,,-70.0,,-69.0,-68.0,,,-71.0,,,-59.0,,,,,,,,,,,,,,,,2452.0,,2462.0,,2427.0,2437.0,,,5220.0,,,2462.0,,,,,,,,,,,,,
72.2123,,,-67.0,,-74.0,,,-67.0,,,-73.0,-73.0,,-65.0,,,,,,,,,,,,,,,,2452.0,,2462.0,,,2437.0,,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,
74.2025,,,-74.0,,-74.0,,-70.0,-67.0,,,-76.0,,,-68.0,,,,,,,,,,,,,,,,2452.0,,2462.0,,2427.0,2437.0,,,5220.0,,,2462.0,,,,,,,,,,,,,
76.222,,,-71.0,,,,,-69.0,-75.0,,-75.0,-75.0,,-65.0,,,,,,,,,,,,,,,,2452.0,,,,,2437.0,2422.0,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,
78.1917,,,-70.0,,,,-80.0,-63.0,-76.0,,,-79.0,,-73.0,,,,,,,,,,,,,,,,2452.0,,,,2427.0,2437.0,2422.0,,,5220.0,,2462.0,,,,,,,,,,,,,
80.2023,,,-79.0,,-79.0,,-78.0,-67.0,-70.0,,,,,-70.0,,,,,,,,,,,,,,,,2452.0,,2462.0,,2427.0,2437.0,2422.0,,,,,2462.0,,,,,,,,,,,,,
82.2184,,-80.0,,,,,-81.0,-78.0,-71.0,,-82.0,,,-69.0,,,,,,,,,,,,,,,2417.0,,,,,2427.0,2437.0,2422.0,,5220.0,,,2462.0,,,,,,,,,,,,,
84.1958,,-79.0,,,,,,-70.0,-74.0,,-83.0,,-83.0,-74.0,,,,,,,,,,,,,,,2417.0,,,,,,2437.0,2422.0,,5220.0,,2462.0,2462.0,,,,,,,,,,,,,
86.1916,,-83.0,,,,,,-84.0,-68.0,,,-84.0,-84.0,-82.0,,,,,,,,,,,,,,,2417.0,,,,,,2437.0,2422.0,,,5220.0,2462.0,2462.0,,,,,,,,,,,,,
88.2462,,-71.0,-77.0,,-84.0,,,-78.0,-78.0,,,,,-81.0,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,,2437.0,2422.0,,,,,2462.0,,,,,,,,,,,,,
90.1877,,-73.0,-83.0,,,,-83.0,,-75.0,,,,,-81.0,,,,,-82.0,,,,,,,,,,2417.0,2452.0,,,,2427.0,,2422.0,,,,,2462.0,,,,,2437.0,,,,,,,,
92.3557,,,-83.0,,,,-82.0,-83.0,-75.0,,,,,-83.0,,,,-84.0,,,,,,,,,,,,2452.0,,,,2427.0,2437.0,2422.0,,,,,2462.0,,,,2437.0,,,,,,,,,
94.3709,,-68.0,,,-87.0,,,-84.0,-78.0,,-86.0,,,-80.0,,,,,,,,,,,,,,,2417.0,,,2462.0,,,2437.0,2422.0,,5220.0,,,2462.0,,,,,,,,,,,,,
96.3721,,-74.0,,,,,-83.0,,-78.0,,,,,,,,,-85.0,-84.0,-82.0,,,,,,,,,2417.0,,,,,2427.0,,2422.0,,,,,,,,,2437.0,2437.0,2437.0,,,,,,,
100.4772,,,,,,,-86.0,-86.0,,,-86.0,,,-84.0,,,,,,,,,-83.0,-84.0,,,,,,,,,,2427.0,2437.0,,,5220.0,,,2462.0,,,,,,,,,5520.0,5520.0,,,
104.572,,-72.0,,,,,,,,,,,,,,,-82.0,-82.0,,-83.0,,,-82.0,-82.0,,,,,2417.0,,,,,,,,,,,,,,,2457.0,2437.0,,2437.0,,,5520.0,5520.0,,,
108.533,,-78.0,,,,,,,,,,,,,-78.0,,,-80.0,,,,,-76.0,-75.0,,-73.0,,,2417.0,,,,,,,,,,,,,2462.0,,,2437.0,,,,,5520.0,5520.0,,2412.0,
112.5618,,-70.0,,,,,,,,,,,,,,-80.0,,-80.0,,,-78.0,,-77.0,-77.0,,,,,2417.0,,,,,,,,,,,,,,2412.0,,2437.0,,,2412.0,,5520.0,5520.0,,,
116.5059,,-69.0,-84.0,,,,-84.0,,,,,-83.0,-84.0,,,,,,,,,,,-84.0,,,,,2417.0,2452.0,,,,2427.0,,,,,5220.0,2462.0,,,,,,,,,,,5520.0,,,
120.5284,,-68.0,,,,,,,,,,,,,-85.0,,-86.0,-85.0,-87.0,-84.0,,,,,,,,,2417.0,,,,,,,,,,,,,2462.0,,2457.0,2437.0,2437.0,2437.0,,,,,,,
124.4071,-82.0,-79.0,-89.0,,,,-88.0,,,,-86.0,-86.0,,,,,,,,,,,,,,,,2437.0,2417.0,2452.0,,,,2427.0,,,,5220.0,5220.0,,,,,,,,,,,,,,,
128.5007,-85.0,-70.0,,,-86.0,,-86.0,-85.0,,-86.0,,,,,,,,,,,,,,,,,,2437.0,2417.0,,,2462.0,,2427.0,2437.0,,2437.0,,,,,,,,,,,,,,,,,
132.2818,-83.0,-69.0,-85.0,,,,-84.0,,,-84.0,,,,,,-86.0,,,,,,,,,,,,2437.0,2417.0,2452.0,,,,2427.0,,,2437.0,,,,,,2412.0,,,,,,,,,,,
134.3612,-83.0,-64.0,-87.0,,,,,,,-86.0,,,,,,-88.0,,-83.0,,,,,,,,,,2437.0,2417.0,2452.0,,,,,,,2437.0,,,,,,2412.0,,2437.0,,,,,,,,,
136.2522,-84.0,-73.0,,,,,-86.0,,,-84.0,,,,,,,,-85.0,-84.0,,,,,,,,,2437.0,2417.0,,,,,2427.0,,,2437.0,,,,,,,,2437.0,2437.0,,,,,,,,
138.3286,,-71.0,-83.0,,-84.0,,-81.0,,,,-89.0,,,,,,,,-84.0,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,,,,5220.0,,,,,,,,2437.0,,,,,,,,
140.3675,-79.0,-67.0,-83.0,,-84.0,,-81.0,,,,-87.0,,,,,,,,,,,,,,,,,2437.0,2417.0,2452.0,,2462.0,,2427.0,,,,5220.0,,,,,,,,,,,,,,,,
142.524,,-67.0,-82.0,,,,-81.0,,,,,,-83.0,,,,,-84.0,,-84.0,,,,,,,,,2417.0,2452.0,,,,2427.0,,,,,,2462.0,,,,,2437.0,,2437.0,,,,,,,
146.3833,,,,,-82.0,-86.0,-87.0,,,-84.0,,,-83.0,,,,,,,-85.0,,,,,,,,,,,,2462.0,2412.0,2427.0,,,2437.0,,,2462.0,,,,,,,2437.0,,,,,,,
150.2506,,-74.0,,,-85.0,,,-86.0,,-84.0,,,-84.0,,,,,,,-86.0,,,,,,,,,2417.0,,,2462.0,,,2437.0,,2437.0,,,2462.0,,,,,,,2437.0,,,,,,,
152.1714,-82.0,-69.0,-86.0,,-84.0,,,,,-84.0,,,-84.0,,,,,,,,,,,,,,,2437.0,2417.0,2452.0,,2462.0,,,,,2437.0,,,2462.0,,,,,,,,,,,,,,
154.1789,-81.0,,,,-85.0,,-86.0,-86.0,,-84.0,,,-86.0,,,,,,,,,,,,,,,2437.0,,,,2462.0,,2427.0,2437.0,,2437.0,,,2462.0,,,,,,,,,,,,,,
156.1864,-85.0,,-86.0,,-82.0,,-86.0,,,,-85.0,,,,-86.0,,,,,,,,,,,,,2437.0,,2452.0,,2462.0,,2427.0,,,,5220.0,,,,2462.0,,,,,,,,,,,,
158.4756,-82.0,-72.0,-85.0,,,,,-86.0,,-86.0,,,,,,,,,,-83.0,,,,,,,,2437.0,2417.0,2452.0,,,,,2437.0,,2437.0,,,,,,,,,,2437.0,,,,,,,
162.5194,,-69.0,-85.0,,-82.0,,,,-88.0,-67.0,-87.0,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,,,2422.0,2437.0,5220.0,,,,,,,,,,,,,,,,
166.6491,,-64.0,,,,,-81.0,,,-83.0,-83.0,-81.0,,,,,,,,-82.0,,,,,,,,,2417.0,,,,,2427.0,,,2437.0,5220.0,5220.0,,,,,,,,2437.0,,,,,,,
170.6318,,-70.0,,-83.0,,,,,,,,,,,,,,,,,,-84.0,-79.0,-79.0,-84.0,,,,2417.0,,2412.0,,,,,,,,,,,,,,,,,,2462.0,5520.0,5520.0,5240.0,,
174.8075,,-74.0,,-83.0,,,,-81.0,,,,,,-83.0,,,,-85.0,-84.0,,,,,,,,,,2417.0,,2412.0,,,,2437.0,,,,,,2462.0,,,,2437.0,2437.0,,,,,,,,
178.5656,,-73.0,-80.0,,,,,,-81.0,,,,,-72.0,,,,,-86.0,-82.0,,,,,,,,,2417.0,2452.0,,,,,,2422.0,,,,,2462.0,,,,,2437.0,2437.0,,,,,,,
182.2934,,-76.0,-84.0,,,,,-84.0,-83.0,,,-85.0,,-78.0,,,,,,,,,,,,,,,2417.0,2452.0,,,,,2437.0,2422.0,,,5220.0,,2462.0,,,,,,,,,,,,,
184.2481,,-74.0,,,,,,-84.0,-79.0,,,,-83.0,-78.0,,,,,,,,,,,,,-80.0,,2417.0,,,,,,2437.0,2422.0,,,,2462.0,2462.0,,,,,,,,,,,,,2437.0
186.2018,,-69.0,-79.0,,,,,-81.0,-80.0,,,,-84.0,-76.0,,,,,,,,,,,,,,,2417.0,2452.0,,,,,2437.0,2422.0,,,,2462.0,2462.0,,,,,,,,,,,,,
188.1933,,-74.0,-77.0,,,,-82.0,-80.0,-79.0,,,-85.0,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,,,5220.0,,,,,,,,,,,,,,,
190.178,,,-81.0,,-83.0,,-83.0,-82.0,-79.0,,,,,-79.0,,,,,,,,,,,,,,,,2452.0,,2462.0,,2427.0,2437.0,2422.0,,,,,2462.0,,,,,,,,,,,,,
192.1688,,-73.0,-78.0,,,,-81.0,-72.0,-69.0,,,,,-71.0,,,,,,,,,,,,,,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,,,,,2462.0,,,,,,,,,,,,,
194.2176,,,,,-79.0,,-77.0,-78.0,-76.0,,,,,-73.0,,,,,,,,,,,,,-81.0,,,,,2462.0,,2427.0,2437.0,2422.0,,,,,2462.0,,,,,,,,,,,,,2437.0
196.1949,,-79.0,-76.0,,,,,-68.0,-70.0,,,,,-74.0,,,,,,,,-79.0,,,,,,,2417.0,2452.0,,,,,2437.0,2422.0,,,,,2462.0,,,,,,,,2462.0,,,,,
198.1958,,-77.0,-77.0,,,-77.0,,-71.0,-77.0,,,,,-70.0,,,,,,,,,,,,,,,2417.0,2452.0,,,2412.0,,2437.0,2422.0,,,,,2462.0,,,,,,,,,,,,,
200.184,,,-74.0,,-78.0,,,-78.0,-74.0,,,-78.0,,-71.0,,,,,,,,,,,,,,,,2452.0,,2462.0,,,2437.0,2422.0,,,5220.0,,2462.0,,,,,,,,,,,,,
202.1862,,,-77.0,,,,-77.0,-75.0,-72.0,,,,-73.0,-69.0,,,,,,,,,,,,,,,,2452.0,,,,2427.0,2437.0,2422.0,,,,2462.0,2462.0,,,,,,,,,,,,,
204.16,,,-74.0,,-73.0,,,-69.0,-72.0,,,,,-73.0,,,,,,,,,,,,,-73.0,,,2452.0,,2462.0,,,2437.0,2422.0,,,,,2462.0,,,,,,,,,,,,,2437.0
206.2393,,,-71.0,,,,-69.0,-66.0,-70.0,,,,,-67.0,,,,,,,,,,,,,-67.0,,,2452.0,,,,2427.0,2437.0,2422.0,,,,,2462.0,,,,,,,,,,,,,2437.0
208.2094,,,-72.0,,,,,-66.0,,,-75.0,,-72.0,-72.0,,,,,,,,,,,,,-70.0,,,2452.0,,,,,2437.0,,,5220.0,,2462.0,2462.0,,,,,,,,,,,,,2437.0
210.2101,,,-63.0,,,,-68.0,-62.0,,,-72.0,,-68.0,-67.0,,,,,,,,,,,,,,,,2452.0,,,,2427.0,2437.0,,,5220.0,,2462.0,2462.0,,,,,,,,,,,,,
212.3425,,,-71.0,,,-72.0,-68.0,-62.0,,,,,,-69.0,,,,,,,,,,,,,-62.0,,,2452.0,,,2412.0,2427.0,2437.0,,,,,,2462.0,,,,,,,,,,,,,2437.0
214.2199,,,-58.0,,,,-68.0,-61.0,,,-69.0,-69.0,,-68.0,,,,,,,,,,,,,,,,2452.0,,,,2427.0,2437.0,,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,
216.346,,,,,,,-65.0,,,,-67.0,-67.0,-66.0,-61.0,,,,,,,,,,,,,-66.0,,,,,,,2427.0,,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,2437.0
218.18,,,-65.0,,,-67.0,-62.0,,,,-64.0,-63.0,,-57.0,,,,,,,,,,,,,,,,2452.0,,,2412.0,2427.0,,,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,
220.1675,,,-61.0,,-69.0,,-59.0,,,,-63.0,-63.0,,-60.0,,,,,,,,,,,,,,,,2452.0,,2462.0,,2427.0,,,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,
222.1829,,,-58.0,,-67.0,,-61.0,,,,-62.0,-62.0,,,,,,,,,,,,,,,-59.0,,,2452.0,,2462.0,,2427.0,,,,5220.0,5220.0,,,,,,,,,,,,,,,2437.0
