AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:34,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:02,wifi_rssi_20:23:00:00:01:03,wifi_rssi_20:23:00:00:01:04,wifi_rssi_20:23:00:00:01:05,wifi_rssi_20:23:00:00:01:06,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:08,wifi_rssi_20:23:00:00:01:09,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:13,wifi_rssi_20:23:00:00:01:14,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:17,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:22,wifi_rssi_20:23:00:00:01:23,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:28,wifi_rssi_20:23:00:00:01:29,wifi_rssi_20:23:00:00:01:31,wifi_rssi_20:23:00:00:01:35,wifi_rssi_20:23:00:00:01:39,wifi_rssi_20:23:00:00:01:41,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:51,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:66,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:72,wifi_rssi_20:23:00:00:01:75,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:02:15,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:13,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:34,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:02,wifi_freq_20:23:00:00:01:03,wifi_freq_20:23:00:00:01:04,wifi_freq_20:23:00:00:01:05,wifi_freq_20:23:00:00:01:06,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:08,wifi_freq_20:23:00:00:01:09,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:13,wifi_freq_20:23:00:00:01:14,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:17,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:22,wifi_freq_20:23:00:00:01:23,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:28,wifi_freq_20:23:00:00:01:29,wifi_freq_20:23:00:00:01:31,wifi_freq_20:23:00:00:01:35,wifi_freq_20:23:00:00:01:39,wifi_freq_20:23:00:00:01:41,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:51,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:66,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:72,wifi_freq_20:23:00:00:01:75,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:02:15,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:13,wifi_freq_20:23:00:00:03:25
20.1748,-75.0,-92.0,-75.0,-92.0,-57.0,,,,,,,,-60.0,-69.0,,-66.0,-77.0,-87.0,-76.0,-60.0,-60.0,-65.0,-70.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.0,-90.0,,,,,,,,,,-96.0,,,,,,,,,,,,,,,,-79.0,2437.0,5200.0,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,5500.0,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,2437.0
22.1678,-74.0,,-81.0,-91.0,-50.0,-90.0,-91.0,,,,,,-58.0,-72.0,,-66.0,-76.0,-83.0,-74.0,-60.0,-60.0,-63.0,-68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.0,2437.0,,5200.0,2417.0,2452.0,2462.0,2412.0,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
24.1918,,,-78.0,,-53.0,,-91.0,,,,,,-67.0,-70.0,,-68.0,,-86.0,-71.0,-66.0,-66.0,-68.0,-66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,,-82.0,,,5200.0,,2452.0,,2412.0,,,,,,2462.0,2412.0,,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,2437.0
26.1822,-75.0,,-81.0,-90.0,-53.0,,-93.0,,,,,,-67.0,-70.0,,-68.0,-72.0,-85.0,-78.0,-61.0,-60.0,-73.0,-64.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,-89.0,-90.0,,,-89.0,,-89.0,,,-89.0,,,,,,,,,,,,,,,,,,,,,,-77.0,2437.0,,5200.0,2417.0,2452.0,,2412.0,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,5500.0,,,5500.0,,5500.0,,,5500.0,,,,,,,,,,,,,,,,,,,,,,2437.0
28.1782,,,-79.0,-87.0,-59.0,,,,,,,,-69.0,-71.0,,-67.0,-72.0,-84.0,-79.0,-64.0,-64.0,-69.0,-61.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.0,,-74.0,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,2437.0
30.1987,-75.0,,-79.0,,-56.0,-94.0,,,,,,,-68.0,-68.0,,-65.0,-76.0,-86.0,-71.0,-61.0,-61.0,-61.0,-64.0,-85.0,,,,,,,,,,,,,,,,,,,,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.0,2437.0,,5200.0,,2452.0,2462.0,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,2412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
32.1972,-75.0,,,,-54.0,,-92.0,,,,,,-64.0,-73.0,,-63.0,-67.0,,-81.0,-60.0,-61.0,-65.0,-63.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,,,,,-90.0,-88.0,,,-91.0,,,,,,,,,,,,,,,,,,,,-80.0,,-67.0,2437.0,,,,2452.0,,2412.0,,,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,,,,,5500.0,5500.0,,,5500.0,,,,,,,,,,,,,,,,,,,,2462.0,,2437.0
34.2017,-79.0,,-80.0,-86.0,-53.0,,,,,,,,,-72.0,,-63.0,-72.0,-84.0,-77.0,-62.0,-62.0,-65.0,-64.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.0,,-81.0,2437.0,,5200.0,2417.0,2452.0,,,,,,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,2437.0
36.1834,-74.0,,,-90.0,-55.0,,,,,,,,-61.0,-70.0,,-67.0,-71.0,-86.0,-70.0,-63.0,-63.0,-65.0,-60.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.0,,-73.0,2437.0,,,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,2437.0
38.2175,-71.0,,-78.0,-90.0,-56.0,,,,,,,,-74.0,-71.0,,-68.0,-72.0,-83.0,-77.0,-63.0,-63.0,-68.0,-60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,-65.0,2437.0,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,2437.0
40.1729,-77.0,,,-89.0,-54.0,-90.0,-92.0,,,,,,-67.0,-75.0,,-68.0,-69.0,,-72.0,-61.0,-61.0,,-59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-96.0,,,,-86.0,,-66.0,2437.0,,,2417.0,2452.0,2462.0,2412.0,,,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,2462.0,,2437.0
42.1798,-73.0,,-80.0,-90.0,-55.0,-90.0,,,,,,,-65.0,-72.0,,-63.0,-73.0,,-72.0,-64.0,-63.0,-64.0,-62.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.0,,-81.0,2437.0,,5200.0,2417.0,2452.0,2462.0,,,,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,2437.0
44.2046,-78.0,,,-88.0,-55.0,,-92.0,,,,,,-65.0,-72.0,,-67.0,-73.0,-81.0,-71.0,-64.0,-64.0,-69.0,-61.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.0,,-80.0,2437.0,,,2417.0,2452.0,,2412.0,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,2437.0
46.2309,-79.0,,-82.0,-89.0,-54.0,-91.0,,,,,,,-74.0,-78.0,,-73.0,-65.0,-85.0,-75.0,-62.0,-62.0,-75.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.0,,-67.0,2437.0,,5200.0,2417.0,2452.0,2462.0,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,2437.0
48.1816,-72.0,,-81.0,-91.0,-55.0,,-93.0,,,,,,-66.0,-76.0,,-70.0,-71.0,-86.0,-77.0,-62.0,-62.0,-75.0,-61.0,,-88.0,,,,,,,,,,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.0,,-66.0,2437.0,,5200.0,2417.0,2452.0,,2412.0,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2462.0,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,2437.0
