AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:03,wifi_rssi_20:23:00:00:01:04,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:09,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:17,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:22,wifi_rssi_20:23:00:00:01:23,wifi_rssi_20:23:00:00:01:31,wifi_rssi_20:23:00:00:01:39,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:72,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:03,wifi_freq_20:23:00:00:01:04,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:09,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:17,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:22,wifi_freq_20:23:00:00:01:23,wifi_freq_20:23:00:00:01:31,wifi_freq_20:23:00:00:01:39,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:72,wifi_freq_20:23:00:00:03:25
20.1748,-75.0,-75.0,,-57.0,,-60.0,-69.0,-66.0,,,,-60.0,-60.0,-65.0,-70.0,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,2462.0,2412.0,2427.0,,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,
22.1678,-74.0,,,-50.0,,-58.0,-72.0,-66.0,,,-74.0,-60.0,-60.0,-63.0,-68.0,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2452.0,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,
24.1918,,-78.0,,-53.0,,-67.0,-70.0,-68.0,,,-71.0,-66.0,-66.0,-68.0,-66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5200.0,,2452.0,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,
26.1822,-75.0,,,-53.0,,-67.0,-70.0,-68.0,-72.0,,,-61.0,-60.0,-73.0,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,
28.1782,,,,-59.0,,-69.0,-71.0,-67.0,-72.0,,,-64.0,-64.0,-69.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,-74.0,,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
30.1987,-75.0,,,-56.0,,-68.0,-68.0,-65.0,,,-71.0,-61.0,-61.0,-61.0,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2452.0,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,
32.1972,,,,-54.0,,-64.0,-73.0,-63.0,-67.0,,,-60.0,-61.0,-65.0,-63.0,,,,,,,,,,,,,,,,,,,,,,,,,-67.0,,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
34.2017,-79.0,,,-53.0,,,-72.0,-63.0,-72.0,,-77.0,-62.0,-62.0,-65.0,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2452.0,,,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,
36.1834,,,,-55.0,,-61.0,-70.0,-67.0,-71.0,,-70.0,-63.0,-63.0,-65.0,-60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,
38.2175,-71.0,,,-56.0,,,-71.0,-68.0,-72.0,,,-63.0,-63.0,-68.0,-60.0,,,,,,,,,,,,,,,,,,,,,,,,,-65.0,2437.0,,,2452.0,,,2412.0,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
40.1729,,,,-54.0,,-67.0,-75.0,-68.0,-69.0,,-72.0,-61.0,-61.0,,-59.0,,,,,,,,,,,,,,,,,,,,,,,,,-66.0,,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
42.1798,-73.0,,,-55.0,,-65.0,-72.0,-63.0,,,-72.0,-64.0,-63.0,-64.0,-62.0,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2452.0,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,
44.2046,,,,-55.0,,-65.0,-72.0,-67.0,-73.0,,-71.0,-64.0,-64.0,-69.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,
46.2309,,,,-54.0,,-74.0,,-73.0,-65.0,,-75.0,-62.0,-62.0,-75.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,-67.0,,,,2452.0,,2462.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
48.1816,-72.0,,,-55.0,,-66.0,,-70.0,-71.0,,,-62.0,-62.0,-75.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,-66.0,2437.0,,,2452.0,,2462.0,,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
50.1742,,,,-54.0,,-64.0,,-69.0,-71.0,,-75.0,-61.0,-61.0,-66.0,-60.0,,,,,,,,,,,,,,,,,,,,,,,,,-65.0,,,,2452.0,,2462.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
52.2014,-71.0,,,-54.0,,-62.0,,-68.0,-67.0,,,-62.0,-62.0,-62.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,-65.0,2437.0,,,2452.0,,2462.0,,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
54.1909,-73.0,,,-54.0,,-67.0,,-72.0,-69.0,,,-62.0,-62.0,-67.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,-65.0,2437.0,,,2452.0,,2462.0,,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
56.2114,-71.0,,,-54.0,,-73.0,,-72.0,-71.0,,-73.0,-61.0,-61.0,,-62.0,,,,,,,,,,,,,,,,,,,,,,,,,-67.0,2437.0,,,2452.0,,2462.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
58.3666,,,,-55.0,,-69.0,-75.0,-67.0,-70.0,,,-63.0,-63.0,-69.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,-67.0,,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
60.3973,,,,-56.0,,-70.0,-74.0,-68.0,-71.0,,,-62.0,-62.0,-73.0,-62.0,,,,,,,,,,,,,,,,,,,,,,,,,-72.0,,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
62.2744,-77.0,,,-57.0,,-64.0,-75.0,-66.0,-70.0,,,-60.0,-60.0,-61.0,-63.0,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,
64.1562,-71.0,,,-59.0,,-68.0,-72.0,-65.0,-69.0,,,-58.0,-58.0,-68.0,-62.0,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,
66.2138,,,,-65.0,,-69.0,-72.0,-71.0,-66.0,-74.0,,-65.0,-65.0,-70.0,-59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,
68.1844,-78.0,,,-58.0,,-69.0,-77.0,-69.0,-66.0,,,-67.0,-67.0,-71.0,-60.0,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,
70.1857,,,,-69.0,,-70.0,-75.0,-69.0,-68.0,,,-71.0,-71.0,-77.0,-59.0,,,,,,,,,,,,,,,,,,,,,,,,,-80.0,,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
72.2123,,,,-67.0,,-74.0,,-79.0,-67.0,-75.0,-77.0,-73.0,-73.0,-75.0,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,
74.2025,,,-82.0,-74.0,,-74.0,,-70.0,-67.0,-81.0,,-76.0,-76.0,-76.0,-68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,
76.222,,,,-71.0,,-77.0,-80.0,-80.0,-69.0,-75.0,,-75.0,-75.0,,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,-81.0,,,,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
78.1917,,,-81.0,-70.0,,,-80.0,-80.0,-63.0,-76.0,,-80.0,-79.0,,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,-81.0,,,2417.0,2452.0,,,2412.0,2427.0,2437.0,2422.0,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
80.2023,-83.0,,,-79.0,,-79.0,,-78.0,-67.0,-70.0,,-80.0,-80.0,,-70.0,,,,,,,,,,,,,,,,,,,,,,,,,-81.0,2437.0,,,2452.0,,2462.0,,2427.0,2437.0,2422.0,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
82.2184,-86.0,,-80.0,,,,,-81.0,-78.0,-71.0,,-82.0,-82.0,-83.0,-69.0,,,,,,,,,-85.0,,,,,,,,,,,,,,,,,2437.0,,2417.0,,,,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,2462.0,,,,,,,,,,,,,,,,
84.1958,,,-79.0,,,-86.0,-87.0,-85.0,-70.0,-74.0,,-83.0,,-83.0,-74.0,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,2417.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,,5220.0,,2462.0,2462.0,,,,,,,,,,,,,,,,5240.0,,,,,,,,,
86.1916,-86.0,,-83.0,,,-86.0,,,-84.0,-68.0,-89.0,,-84.0,-84.0,-82.0,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,2437.0,,2417.0,,,2462.0,,,2437.0,2422.0,2437.0,,5220.0,2462.0,2462.0,,,,,,,,,,,,,,2412.0,,,,,,,,,,,
88.2462,,,-71.0,-77.0,,-84.0,,,-78.0,-78.0,,-84.0,,,-81.0,-86.0,,,,,,,,-85.0,,,,,,,,,,,,,,,,-86.0,,,2417.0,2452.0,,2462.0,,,2437.0,2422.0,,5220.0,,,2462.0,2462.0,,,,,,,,2462.0,,,,,,,,,,,,,,,,2437.0
90.1877,-86.0,,-73.0,-83.0,,,,-83.0,,-75.0,,,-87.0,,-81.0,-86.0,,,-88.0,,-82.0,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,,2427.0,,2422.0,,,5220.0,,2462.0,2462.0,,,2457.0,,2437.0,,,,,,,,,,,,,,,,,,,
92.3557,,,,-83.0,,,,-82.0,-83.0,-75.0,,-85.0,,,-83.0,-86.0,,,,-84.0,-86.0,-86.0,,,,,,,,,,,,,,,,,,,,,,2452.0,,,,2427.0,2437.0,2422.0,,5220.0,,,2462.0,2462.0,,,,2437.0,2437.0,2437.0,,,,,,,,,,,,,,,,,,
94.3709,-90.0,,-68.0,-88.0,,-87.0,,,-84.0,-78.0,,-86.0,-89.0,-90.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,,,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,
96.3721,-86.0,,-74.0,-87.0,,,,-83.0,,-78.0,,,,-86.0,-86.0,,,,,-85.0,-84.0,-82.0,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,,2427.0,,2422.0,,,,2462.0,2462.0,,,,,2437.0,2437.0,2437.0,,,,,,,,,,,,,,,,,,
100.4772,,,,-88.0,,,,-86.0,-86.0,-87.0,,-86.0,,,-84.0,,-88.0,,-86.0,,,,,,-83.0,-84.0,,,,,,,,,,,,,,,,,,2452.0,,,,2427.0,2437.0,2422.0,,5220.0,,,2462.0,,2412.0,,2457.0,,,,,,5520.0,5520.0,,,,,,,,,,,,,,
104.572,,,-72.0,-87.0,,,,,,,,,,,,,,,-82.0,-82.0,,-83.0,,,-82.0,-82.0,,,,,,-86.0,,-85.0,-84.0,,,,,,,,2417.0,2452.0,,,,,,,,,,,,,,,2457.0,2437.0,,2437.0,,,5520.0,5520.0,,,,,,5680.0,,5320.0,5320.0,,,,,
108.533,,,-78.0,,,,,,,,,,,,,-78.0,,,,-80.0,-82.0,-82.0,-80.0,,-76.0,-75.0,,,,,,,,,,-73.0,-83.0,,,,,,2417.0,,,,,,,,,,,,,2462.0,,,,2437.0,2437.0,2437.0,2412.0,,5520.0,5520.0,,,,,,,,,,2412.0,2412.0,,,
112.5618,,,-70.0,,,,,-82.0,,,-82.0,,,,,,-80.0,,,-80.0,-81.0,,-78.0,,-77.0,-77.0,,-83.0,,,,,,,,,,,,,,,2417.0,,,,,2427.0,,,2437.0,,,,,,2412.0,,,2437.0,2437.0,,2412.0,,5520.0,5520.0,,2437.0,,,,,,,,,,,,
116.5059,,,-69.0,-84.0,,-85.0,,-84.0,,,,-86.0,-83.0,-84.0,,,,,,,,-85.0,,,-85.0,-84.0,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,,,,5220.0,5220.0,2462.0,,,,,,,,2437.0,,,5520.0,5520.0,,,,,,,,,,,,,,
120.5284,,,-68.0,,,,,-88.0,,,,-89.0,,,,-85.0,,,-86.0,-85.0,-87.0,-84.0,,-88.0,,,-89.0,,,,,,,,,,,,,,,,2417.0,,,,,2427.0,,,,5220.0,,,,2462.0,,,2457.0,2437.0,2437.0,2437.0,,2462.0,,,5260.0,,,,,,,,,,,,,
124.4071,-82.0,,-79.0,-89.0,,-90.0,,-88.0,,,,-86.0,-86.0,,,,-89.0,,,-90.0,,,-90.0,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,,2427.0,,,,5220.0,5220.0,,,,2412.0,,,2437.0,,,2412.0,,,,,,,,,,,,,,,,,
128.5007,-85.0,,-70.0,-87.0,,-86.0,,-86.0,-85.0,,-86.0,-88.0,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,-87.0,,2437.0,,2417.0,2452.0,,2462.0,,2427.0,2437.0,,2437.0,5220.0,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,5260.0,
132.2818,-83.0,,-69.0,-85.0,,,,-84.0,,-86.0,-84.0,-87.0,-86.0,,,,-86.0,,,,,-87.0,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,,2427.0,,2422.0,2437.0,5220.0,5220.0,,,,2412.0,,,,,2437.0,,,,,,,,,,,,,,,,,,
134.3612,-83.0,,-64.0,-87.0,,-88.0,,-89.0,,,-86.0,,,,,,-88.0,,,-83.0,-89.0,-89.0,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,,2427.0,,,2437.0,,,,,,2412.0,,,2437.0,2437.0,2437.0,,,,,,,,,,,,,,,,,,
136.2522,-84.0,,-73.0,-86.0,,-89.0,,-86.0,,,-84.0,-90.0,,,,,,,,-85.0,-84.0,-87.0,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,,2427.0,,,2437.0,5220.0,,,,,,,,2437.0,2437.0,2437.0,,,,,,,,,,,,,,,,,,
138.3286,,,-71.0,-83.0,,-84.0,,-81.0,-91.0,,,-89.0,-90.0,,,,,,-90.0,,-84.0,,,,-90.0,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,,,5220.0,5220.0,,,,,,2457.0,,2437.0,,,,5520.0,,,,,,,,,,,,,,,
140.3675,-79.0,,-67.0,-83.0,,-84.0,,-81.0,,,,-87.0,-87.0,,,,,,,-88.0,-88.0,-89.0,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,,2427.0,,,,5220.0,5220.0,,,,,,,2437.0,2437.0,2437.0,,,,,,,,,,,,,,,,,,
142.524,,,-67.0,-82.0,,-84.0,,-81.0,,,,-86.0,-86.0,-83.0,,,,,,-84.0,-84.0,-84.0,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,,,,5220.0,5220.0,2462.0,,,,,,2437.0,2437.0,2437.0,,,,,,,,,,,,,,,,,,
146.3833,,,,-88.0,,-82.0,-86.0,-87.0,,,-84.0,-87.0,-87.0,-83.0,,,,,,-87.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,2452.0,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,,,,,,2437.0,,2437.0,,,,,,,,,,,,,,,,,,
150.2506,-87.0,,-74.0,-88.0,,-85.0,,,-86.0,,-84.0,-87.0,,-84.0,,,,,,-87.0,,-86.0,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,,,2437.0,,2437.0,5220.0,,2462.0,,,,,,2437.0,,2437.0,,,,,,,,,,,,,,,,,,
