AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:31,wifi_rssi_20:23:00:00:01:32,wifi_rssi_20:23:00:00:01:34,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:39,wifi_rssi_20:23:00:00:01:40,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:64,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:31,wifi_freq_20:23:00:00:01:32,wifi_freq_20:23:00:00:01:34,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:39,wifi_freq_20:23:00:00:01:40,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:64,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:25
43.8168,-81.0,,-50.0,-77.0,,,-75.0,-86.0,-75.0,-73.0,-73.0,-69.0,-84.0,-83.0,-75.0,,-76.0,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.0,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,2412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,
47.8179,,,-53.0,-77.0,,,,,-76.0,-73.0,-73.0,-69.0,-83.0,-83.0,-74.0,,-76.0,,,,,,,,,,,,,,,,,,,-94.0,,,,,,,,,,-82.0,,,,2417.0,2452.0,,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,2412.0,,,,,,,,,,2462.0,
51.8441,-81.0,,-53.0,-77.0,,,-74.0,-86.0,-78.0,-75.0,-70.0,-66.0,-86.0,-85.0,-72.0,,-80.0,,,,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,-78.0,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,
55.802,,,-50.0,-78.0,,,,,-80.0,-75.0,-70.0,-64.0,-87.0,,-74.0,,-84.0,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,-74.0,,,,2417.0,2452.0,,,,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,2437.0,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,2462.0,
59.825,,,-52.0,-77.0,,,,-84.0,-79.0,-75.0,-70.0,-64.0,-89.0,,-74.0,,-81.0,-88.0,,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,-77.0,,,,2417.0,2452.0,,,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,2437.0,2412.0,,2457.0,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,
63.8176,,,-49.0,-76.0,,,-75.0,-84.0,,-74.0,-72.0,-64.0,-83.0,-82.0,-76.0,,-85.0,-90.0,,,-90.0,,,,,,-87.0,,,,,,,,,,-91.0,,,,,,,,,-79.0,,,,2417.0,2452.0,,,2462.0,2412.0,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,2412.0,,,2437.0,,,,,,5240.0,,,,,,,,,,2412.0,,,,,,,,,2462.0,
67.7975,,,-49.0,-80.0,,,-76.0,-82.0,-79.0,-77.0,-74.0,-64.0,-84.0,-83.0,-77.0,,-81.0,,,,,,,,,,-90.0,-90.0,,,,,,,,,,,,,,,,,,-76.0,,,,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,2462.0,
71.8167,,,-45.0,-75.0,,,,,,-68.0,-69.0,-67.0,-84.0,-83.0,-74.0,,-82.0,,,,,,-90.0,,,,-87.0,,,,,,,,,,,-89.0,,,,,,-90.0,,-60.0,,,,2417.0,2452.0,,,,,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,2462.0,,,,5240.0,,,,,,,,,,,2437.0,,,,,,2412.0,,2462.0,
75.7927,-80.0,,-45.0,-79.0,,,,-83.0,-67.0,-68.0,-69.0,-64.0,-84.0,-83.0,,,-74.0,,,,,,-87.0,,-77.0,,,,,,,,,,,,,,,,,,,-90.0,-89.0,-67.0,,2437.0,,2417.0,2452.0,,,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,2462.0,,2462.0,,,,,,,,,,,,,,,,,,,2412.0,2412.0,2462.0,
79.8297,,-88.0,,-75.0,,,-73.0,-83.0,-71.0,-66.0,-72.0,-64.0,-80.0,-79.0,-75.0,-87.0,-78.0,,,,,,,,-79.0,,,,,,,,,,-91.0,-92.0,,,,,-91.0,-90.0,,,,-69.0,-89.0,,5200.0,,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,2462.0,,,,,,,,,,2412.0,2412.0,,,,,2462.0,2462.0,,,,2462.0,2437.0
83.8236,-84.0,-87.0,-43.0,-72.0,,,-68.0,-78.0,-71.0,-71.0,-68.0,-69.0,-80.0,-79.0,,-87.0,-77.0,-90.0,,,,,,,-75.0,,,,,,,,,,,,,,,,,-90.0,,,,-75.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,2462.0,2437.0,2412.0,,,,,,,2462.0,,,,,,,,,,,,,,,,,2462.0,,,,2462.0,
87.8253,-77.0,-84.0,-48.0,-69.0,,-90.0,-66.0,,-75.0,-67.0,-65.0,-65.0,-81.0,-82.0,,,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.0,-87.0,2437.0,5200.0,2417.0,2452.0,,2412.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,2437.0
91.8023,-74.0,-86.0,-51.0,-69.0,,,-68.0,-77.0,-67.0,-63.0,-69.0,-65.0,-77.0,-78.0,-68.0,-86.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,
95.8093,-78.0,,-47.0,-68.0,,,-73.0,-84.0,-67.0,-64.0,-67.0,-61.0,-81.0,-82.0,-69.0,-89.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.7958,-82.0,,-50.0,-72.0,-88.0,-87.0,-64.0,,-73.0,-66.0,-72.0,-60.0,-80.0,-80.0,-64.0,-86.0,-75.0,,,,,,,,,,,,,-92.0,,-93.0,,,,,,,,,,,,,,-81.0,,2437.0,,2417.0,2452.0,2462.0,2412.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,5500.0,,5500.0,,,,,,,,,,,,,,2462.0,
103.8104,-79.0,,-50.0,-66.0,,,-62.0,-78.0,-70.0,-66.0,-66.0,-53.0,-81.0,-81.0,-64.0,-83.0,-75.0,,,,,,,,-89.0,,,,,,,,,,,,,-89.0,,,,,,,,-75.0,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,2462.0,,,,,,,,,,,,,2437.0,,,,,,,,2462.0,
107.8084,-76.0,,-50.0,-67.0,,,-63.0,,-68.0,-62.0,-62.0,-57.0,-82.0,-82.0,-68.0,,-69.0,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,-74.0,,2437.0,,2417.0,2452.0,,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,5500.0,,,,,,,,,,,,2462.0,
111.8231,,-87.0,,-66.0,,,-62.0,-76.0,-68.0,-64.0,-62.0,-52.0,-78.0,-78.0,-64.0,,-71.0,,,,,,,,,,,,,,,,-92.0,,,,,,,,,,,,,-76.0,,,5200.0,,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,2462.0,
115.7982,-77.0,,-52.0,-66.0,,,-63.0,-76.0,-64.0,-64.0,-65.0,-55.0,-77.0,-77.0,-64.0,,-72.0,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,,-75.0,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,2462.0,
119.8034,,-88.0,-52.0,-67.0,,-92.0,-59.0,-74.0,-64.0,-62.0,-65.0,-57.0,-77.0,-78.0,-59.0,-83.0,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.0,-90.0,,5200.0,2417.0,2452.0,,2412.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,2437.0
123.8161,-75.0,-87.0,,-67.0,,,-59.0,-74.0,-64.0,-62.0,-66.0,-55.0,-77.0,-77.0,-60.0,-83.0,-71.0,,,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,-78.0,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,2457.0,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,
127.784,-76.0,-89.0,-60.0,-67.0,,,-59.0,,-64.0,-62.0,-65.0,-55.0,-79.0,-78.0,-58.0,-81.0,-70.0,,,,,,,,,-91.0,,,-92.0,,,,,,,,,,,,,,,,,-75.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,2412.0,,,5500.0,,,,,,,,,,,,,,,,,2462.0,
131.8048,,-88.0,-52.0,-69.0,,,-69.0,-75.0,-66.0,-70.0,-65.0,-62.0,-83.0,-82.0,-70.0,,-71.0,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,-75.0,,,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,2462.0,
135.8199,-78.0,,-50.0,-70.0,,,-71.0,-71.0,-64.0,-63.0,-63.0,-54.0,-82.0,-82.0,-72.0,-86.0,-71.0,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,-77.0,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,2462.0,
139.8387,,,-48.0,-74.0,,,-73.0,,-70.0,-67.0,-63.0,-66.0,-79.0,-78.0,,,-75.0,,,-91.0,,,,,,,-91.0,,,,,,,,,,,,,-84.0,,,,,,-77.0,,,,2417.0,2452.0,,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,2457.0,,,,,,,5240.0,,,,,,,,,,,,,2437.0,,,,,,2462.0,
143.821,-77.0,,-43.0,-70.0,,,-74.0,-85.0,-72.0,-68.0,-68.0,-70.0,-83.0,-82.0,-76.0,-87.0,-76.0,,,,,,,,,,-88.0,,,,,,,,,,,,,,-91.0,-91.0,-91.0,,-93.0,-83.0,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,5240.0,,,,,,,,,,,,,,2462.0,2462.0,2412.0,,2412.0,2462.0,
147.8145,-80.0,,-44.0,,,,-70.0,-84.0,-74.0,-65.0,-66.0,-69.0,-85.0,-85.0,-75.0,-86.0,-76.0,-86.0,-88.0,,,,,,-79.0,,-89.0,,,,-90.0,,,,,,,,,,-89.0,,,,,-81.0,,2437.0,,2417.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,2412.0,2412.0,,,,,,2462.0,,5240.0,,,,2462.0,,,,,,,,,,2462.0,,,,,2462.0,
151.8098,-81.0,,-45.0,,,-89.0,-71.0,-82.0,-74.0,-71.0,-66.0,-66.0,-82.0,-83.0,-73.0,,-76.0,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,-74.0,,2437.0,,2417.0,,,2412.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,2412.0,,,,,,,,,,,,,,,,,,,,2462.0,
155.8169,,,-45.0,-72.0,-92.0,-87.0,-77.0,-83.0,-78.0,-72.0,-69.0,-70.0,,-87.0,-77.0,,,,,-85.0,,,-88.0,,,,,,,,,,,,,,,,,,,,,,,-70.0,,,,2417.0,2452.0,2462.0,2412.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,,,,2457.0,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,2462.0,
159.8264,-84.0,,-52.0,-75.0,,,-76.0,,-73.0,-75.0,-76.0,-65.0,-81.0,-82.0,-76.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63.0,,2437.0,,2417.0,2452.0,,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,
