AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:03:11
79.8297,,,-75.0,-73.0,,-71.0,-66.0,-72.0,-64.0,,-79.0,-75.0,-78.0,,-69.0,,,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,2437.0,,2462.0
83.8236,,-43.0,-72.0,-68.0,,-71.0,-71.0,-68.0,-69.0,,,,-77.0,-75.0,-75.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,,2437.0,2462.0,2462.0
87.8253,-77.0,-48.0,-69.0,-66.0,,-75.0,-67.0,-65.0,-65.0,,,,-74.0,,-78.0,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,,2437.0,,2462.0
91.8023,-74.0,-51.0,-69.0,-68.0,,-67.0,-63.0,-69.0,-65.0,,,-68.0,,,-73.0,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,,2462.0
95.8093,-78.0,-47.0,-68.0,-73.0,,-67.0,-64.0,-67.0,-61.0,,,-69.0,-75.0,,,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0,,
99.7958,,-50.0,-72.0,-64.0,,-73.0,-66.0,-72.0,-60.0,-80.0,,-64.0,-75.0,,,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2437.0,,
103.8104,,-50.0,-66.0,-62.0,,-70.0,-66.0,-66.0,-53.0,,,-64.0,-75.0,,-75.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0,,2462.0
107.8084,,-50.0,-67.0,-63.0,,-68.0,-62.0,-62.0,-57.0,,,-68.0,-69.0,,-74.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0,,2462.0
111.8231,,,-66.0,-62.0,-76.0,-68.0,-64.0,-62.0,-52.0,,,-64.0,-71.0,,-76.0,,,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0,,2462.0
115.7982,,-52.0,-66.0,-63.0,,-64.0,-64.0,-65.0,-55.0,,,-64.0,-72.0,,-75.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0,,2462.0
119.8034,,-52.0,-67.0,-59.0,-74.0,-64.0,-62.0,-65.0,-57.0,,,-59.0,-71.0,,,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0,,
123.8161,-75.0,,-67.0,-59.0,-74.0,-64.0,-62.0,-66.0,-55.0,,,-60.0,-71.0,,,2437.0,,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0,,
127.784,,-60.0,-67.0,-59.0,,-64.0,-62.0,-65.0,-55.0,,,-58.0,-70.0,,-75.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0,,2462.0
131.8048,,-52.0,-69.0,-69.0,,-66.0,-70.0,-65.0,-62.0,,,-70.0,-71.0,,-75.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0,,2462.0
135.8199,,-50.0,-70.0,-71.0,-71.0,-64.0,-63.0,-63.0,-54.0,,,-72.0,-71.0,,,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0,,
139.8387,,-48.0,-74.0,-73.0,,-70.0,-67.0,-63.0,-66.0,,-78.0,,-75.0,,-77.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,,2437.0,,2462.0
143.821,-77.0,-43.0,-70.0,-74.0,,-72.0,-68.0,-68.0,-70.0,,,-76.0,-76.0,,,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0,,
147.8145,-80.0,-44.0,,-70.0,,-74.0,-65.0,-66.0,-69.0,,,-75.0,-76.0,-79.0,,2437.0,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0,2462.0,
151.8098,-81.0,-45.0,,-71.0,,-74.0,-71.0,-66.0,-66.0,,,-73.0,-76.0,,-74.0,2437.0,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0,,2462.0
155.8169,,-45.0,-72.0,-77.0,-83.0,-78.0,-72.0,-69.0,-70.0,,,-77.0,,,-70.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,,,2462.0
159.8264,,-52.0,-75.0,-76.0,,-73.0,-75.0,-76.0,-65.0,-81.0,,-76.0,,,-63.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,,2462.0
