AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04
46.1886,,-80.0,,
46.3046,-93.0,,,
46.5756,,-75.0,,
46.7066,-89.0,,,
46.7664,,-75.0,,
46.9088,-87.0,,,
47.9519,-94.0,,,
47.997,,-73.0,,
48.149,-94.0,,,
48.4242,,-93.0,,
48.7862,-91.0,,,
48.8055,,-75.0,,
48.9816,-83.0,,,
49.1874,-83.0,,,
49.2314,,-74.0,,
49.8285,,-75.0,,
50.0512,,-75.0,,
50.2289,,-79.0,,
50.4514,,-79.0,,
50.6137,-82.0,,,
50.6488,,-77.0,,
51.3,,-75.0,,
52.0375,-91.0,,,
52.1025,,-74.0,,
52.2878,-91.0,,,
52.3165,,-79.0,,
52.4474,-85.0,,,
52.4916,,-84.0,,
52.6598,-85.0,,,
52.6972,,-77.0,,
52.8505,-90.0,,,
53.2604,-93.0,,,
53.3246,,-73.0,,
54.3493,,-73.0,,
54.5644,,-70.0,,
54.9079,-81.0,,,
55.5271,-91.0,,,
56.0073,,-75.0,,
57.424,,-76.0,,
60.1108,,-78.0,,
60.6653,-89.0,,,
60.7065,,-72.0,,
60.8636,-91.0,,,
61.0822,-85.0,,,
61.5231,-91.0,,,
61.552,,-81.0,,
61.6811,-92.0,,,
61.901,-90.0,,,
62.0941,-86.0,,,
62.1531,,-72.0,,
62.2964,-86.0,,,
62.5034,-92.0,,,
62.5541,,-79.0,,
62.9413,-85.0,,,
62.9674,,-68.0,,
63.7873,,-71.0,,
64.3849,-87.0,,,
64.4073,,-73.0,,
64.5736,-91.0,,,
64.6071,,-84.0,,
65.0335,,-82.0,,
65.241,-83.0,,,
65.2892,,-68.0,,
65.4041,-84.0,,,
65.4269,,-77.0,,
65.5868,-91.0,,,
65.6411,,-75.0,,
65.8418,,-80.0,,
66.0028,-91.0,,,
66.0499,,-69.0,,
66.2822,,-76.0,,
66.4002,-83.0,,,
66.4584,,-79.0,,
66.6074,-91.0,,,
66.6709,,-75.0,,
67.0084,-87.0,,,
67.2263,-85.0,,,
68.1348,,-73.0,,
68.2586,-85.0,,,
68.4484,-94.0,,,
68.5203,,-72.0,,
68.8793,-84.0,,,
68.9262,,-81.0,,
69.0919,-85.0,,,
69.1374,,-78.0,,
69.344,,-76.0,,
69.5638,,-84.0,,
69.6891,-95.0,,,
69.7577,,-73.0,,
69.8986,-84.0,,,
70.124,-87.0,,,
70.606,,-81.0,,
70.7127,-81.0,,,
71.0305,,-73.0,,
71.3278,-83.0,,,
71.8398,,-80.0,,
71.9378,-81.0,,,
72.0129,,-73.0,,
72.1611,-85.0,,,
72.2308,,-83.0,,
72.3461,-87.0,,,
72.5537,-81.0,,,
72.6413,,-74.0,,
72.763,-84.0,,,
72.8405,,-78.0,,
72.9786,-90.0,,,
73.0509,,-75.0,,
73.175,-85.0,,,
73.402,-87.0,,,
73.4507,,-86.0,,
73.583,-83.0,,,
73.8089,-91.0,,,
73.8639,,-76.0,,
73.9859,-85.0,,,
74.0743,,-92.0,,
74.2031,-80.0,,,
74.2867,,-85.0,,
74.4989,,-84.0,,
74.6358,-75.0,,,
75.0266,-78.0,,,
75.6998,,-83.0,,
75.8633,-78.0,,,
75.9046,,-77.0,,
76.1175,,-84.0,,
76.269,-85.0,,,
76.7399,,-86.0,,
77.944,,-87.0,,
78.7205,-73.0,,,
79.5352,-80.0,,,
80.356,-74.0,,,
80.5745,-92.0,,,
80.8539,,-94.0,,
84.0518,-83.0,,,
84.2554,-78.0,,,
84.4559,-78.0,,,
85.7488,,-86.0,,
86.7392,-73.0,,,
89.2162,,-91.0,,
90.033,,-89.0,,
90.2094,-81.0,,,
90.6556,-75.0,,,
90.6717,,-90.0,,
90.817,-87.0,,,
91.0386,-86.0,,,
91.6439,-82.0,,,
92.1148,,-79.0,,
92.5192,,-88.0,,
93.1336,,-81.0,,
93.4688,-76.0,,,
93.88,-86.0,,,
93.9651,,-91.0,,
94.0743,-71.0,,,
94.1759,,-85.0,,
94.5331,-79.0,,,
94.5642,,-80.0,,
95.3865,,-86.0,,
96.8282,,-82.0,,
97.0172,,-84.0,,
97.1488,-86.0,,,
97.218,,-83.0,,
97.8369,,-89.0,,
97.9742,-87.0,,,
98.2096,-78.0,,,
98.2338,,-85.0,,
98.3926,-82.0,,,
98.4539,,-88.0,,
98.5856,-74.0,,,
99.6045,-78.0,,,
99.826,-81.0,,,
100.0079,-82.0,,,
100.3117,,-84.0,,
100.4146,-83.0,,,
100.4687,,-83.0,,
100.8825,,-84.0,,
101.258,-82.0,,,
101.9056,,-83.0,,
102.0869,-83.0,,,
103.7075,-82.0,,,
103.9236,-83.0,,,
104.1786,,-85.0,,
104.3779,,-85.0,,
105.2267,,-83.0,,
105.3897,,-84.0,,
105.5946,,-84.0,,
105.7711,-85.0,,,
105.9809,-78.0,,,
105.9985,,-74.0,,
106.1885,-78.0,,,
106.2131,,-75.0,,
106.3812,-78.0,,,
106.4058,,-84.0,,
106.6068,-78.0,,,
106.6208,,-84.0,,
106.8287,,-87.0,,
107.007,-82.0,,,
107.0269,,-90.0,,
107.8325,-82.0,,,
107.8757,,-93.0,,
108.0343,-81.0,,,
108.6806,,-77.0,,
109.7024,,-78.0,,
109.9053,-79.0,,,
110.1044,-80.0,,,
110.1374,,-86.0,,
110.316,,-89.0,,
110.5196,,-84.0,,
110.9083,-83.0,,,
111.1354,,-84.0,,
111.7787,,-83.0,,
111.9376,-84.0,,,
112.3644,-82.0,,,
112.3736,,-77.0,,
112.5718,-82.0,,,
113.6089,,-75.0,,
115.0584,-85.0,,,
115.6485,,-88.0,,
116.0687,-81.0,,,
117.0803,,-86.0,,
117.3377,-80.0,,,
117.4923,-80.0,,,
117.6917,,-81.0,,
118.1178,,-82.0,,
118.5106,,-91.0,,
118.5615,-81.0,,,
123.8475,-88.0,,,
124.2654,,-85.0,,
124.8893,,-82.0,,
125.4753,-91.0,,,
125.6685,-92.0,,,
127.3446,,-83.0,,
128.9723,,-82.0,,
130.4463,,-85.0,,
131.2047,-77.0,,,
131.8665,,-91.0,,
133.0534,-83.0,,,
133.6648,-75.0,,,
134.1134,,-93.0,,
134.9058,-73.0,,,
135.1453,,-81.0,,
135.9298,-81.0,,,
136.1366,-84.0,,,
136.1654,,-86.0,,
136.3575,-93.0,,,
136.5747,-81.0,,,
137.8109,,-99.0,,
142.0713,-81.0,,,
142.8886,-73.0,,,
143.7907,,-93.0,,
144.5451,-84.0,,,
147.9078,,-78.0,,
148.4539,-88.0,,,
148.5169,,-81.0,,
148.8594,-83.0,,,
149.1309,,-80.0,,
149.6695,-84.0,,,
149.8849,-82.0,,,
150.1463,,-78.0,,
150.2977,-93.0,,,
150.3343,,-77.0,,
150.5464,,-88.0,,
150.9143,-81.0,,,
150.9965,,-86.0,,
151.789,,-79.0,,
151.9168,-81.0,,,
152.2057,,-85.0,,
152.385,,-86.0,,
152.7482,-88.0,,,
152.8096,,-89.0,,
152.9414,-88.0,,,
153.0033,,-78.0,,
153.1388,-83.0,,,
153.2154,,-80.0,,
153.4184,,-84.0,,
153.556,-87.0,,,
153.62,,-79.0,,
153.8176,,-92.0,,
154.6395,-90.0,,,
155.2861,,-78.0,,
155.8258,-86.0,,,
155.8827,,-81.0,,
156.0086,-91.0,,,
156.6974,,-76.0,,
156.827,-85.0,,,
157.2614,-89.0,,,
157.5492,,-72.0,,
157.6371,-86.0,,,
157.8464,-84.0,,,
157.918,,-82.0,,
158.0467,-93.0,,,
158.1381,,-92.0,,
158.3225,,-69.0,,
158.4796,-87.0,,,
158.5583,,-73.0,,
158.6623,-81.0,,,
158.9508,,-76.0,,
159.1127,-86.0,,,
159.1617,,-77.0,,
159.7694,,-74.0,,
160.368,,-75.0,,
160.5169,-97.0,,,
160.7761,,-76.0,,
160.9494,-97.0,,,
161.1917,-94.0,,,
161.1989,,-67.0,,
161.3905,,-83.0,,
161.5894,,-74.0,,
161.7711,-88.0,,,
161.9785,-97.0,,,
161.9953,,-79.0,,
162.1977,-92.0,,,
162.2233,,-71.0,,
162.3986,,-82.0,,
162.5907,-88.0,,,
162.6137,,-73.0,,
163.2299,,-77.0,,
163.3878,-88.0,,,
164.8323,-92.0,,,
164.8705,,-73.0,,
165.0525,,-74.0,,
165.267,-91.0,,,
165.2891,,-74.0,,
165.4614,,-84.0,,
165.6659,,-67.0,,
