AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,yaw_deq_ori,yaw_deg,yaw_error,Quat_w,Quat_x,Quat_y,Quat_z,q_w,q_x,q_y,q_z,quat_angle_error_deg
0.4113,67837.8199,3.7904439062665793,2.1147764925833146,10.88087859048889,2.36834354684746,0.648903735544071,0.6212732318229944,-20.139267174450335,-17.874273618130776,-22.38198361510098,-75.280853,0.0,75.280853,0.7098161633920459,0.35567963,-0.2694658,-0.54501486,1.0,0.0,0.0,0.0,89.56008030827974
0.4339,67837.8399,4.2504791540981675,1.2680823323651742,9.21841829463863,2.6115975419614847,0.8101290794426976,0.7989020687773859,-20.299739759692102,-18.391525352823795,-22.05632134880749,-74.39978,0.0,74.39978,0.7063870629400667,0.37843814,-0.27645338,-0.53044832,1.0,0.0,0.0,0.0,90.11657605711355
0.4518,67837.8599,5.07839359148957,0.3926887916890367,7.608083723764517,2.6105316378314303,0.9556143748554299,0.9186191094893624,-20.35842708669648,-19.081053335199417,-21.644054390742543,-72.993057,0.0,72.993057,0.7056969934547471,0.3964161,-0.28132334,-0.51546407,1.0,0.0,0.0,0.0,90.22823873424738
0.4699,67837.8799,6.024150225016336,-0.5068597307348872,6.2076485067003695,2.4344994179925386,1.1269123212218224,0.9467026038945152,-20.333849094398172,-19.80230574100955,-21.16700223163525,-71.008354,0.0,71.008354,0.7066136648442807,0.41144764,-0.28588647,-0.49967679,1.0,0.0,0.0,0.0,90.07988508533877
0.4912,67837.9009,6.828779690537105,-1.4160171186819124,5.025274042176895,2.1423243711381446,1.3445995733680558,0.894821167982169,-20.24729562254161,-20.463995343356732,-20.65484812616179,-67.786163,0.0,67.786163,0.7067671036039394,0.4349094,-0.29262531,-0.47508368,1.0,0.0,0.0,0.0,90.05503389536366
0.5177,67837.9219,7.333347632273222,-2.2748217456200743,4.041660801868181,1.7764506358312129,1.5959938526040454,0.805911367147834,-20.121976878102934,-21.04713994476644,-20.148615325112466,-67.324615,0.0,67.324615,0.7087120003425263,0.44067612,-0.28887793,-0.46912834,1.0,0.0,0.0,0.0,89.73956693238378
0.5335,67837.9419,7.530730088684746,-2.9917945777738097,3.2748397718795523,1.3740118121507638,1.8434991941815528,0.7263191219095321,-19.96978701431855,-21.57733818885663,-19.704704489326748,-66.27597,0.0,66.27597,0.7119578619320668,0.45428741,-0.28170681,-0.45539019,1.0,0.0,0.0,0.0,89.21112710815925
0.5521,67837.9619,7.519690289862769,-3.4998725096070706,2.7618591685095026,0.9708358726200267,2.0475721953811297,0.6873151904897069,-19.77465917163291,-22.07786657307426,-19.38991712769986,-64.89122,0.0,64.89122,0.7183438488107641,0.46450141,-0.2711235,-0.44126251,1.0,0.0,0.0,0.0,88.16417146436308
0.5738,67837.9819,7.434941267098044,-3.783608788751574,2.5197192250722376,0.5957260834374243,2.1842364328929533,0.7065842322364877,-19.49569123218897,-22.538271366859295,-19.265231868769877,-63.074257,0.0,63.074257,0.7268667181588243,0.4715848,-0.25912839,-0.42676109,1.0,0.0,0.0,0.0,86.7512817980392
0.5959,67838.0019,7.4365539980637685,-3.8422318490422707,2.542425562637269,0.26692555153928693,2.249660032744628,0.793099576147065,-19.091938905348336,-22.911669971498476,-19.36517832315147,-61.726925,0.0,61.726924999999994,0.7336569136012945,0.48096189,-0.24624841,-0.41204965,1.0,0.0,0.0,0.0,85.61230286255454
0.6118,67838.0219,7.709231740252856,-3.6531845701426495,2.7922327529841633,-0.005451465149451208,2.2603348694629997,0.9385566462067618,-18.546787511438517,-23.140859260001346,-19.681068455402645,-60.376785,0.0,60.376785,0.7402460445048256,0.49006355,-0.23290916,-0.39702246,1.0,0.0,0.0,0.0,84.49524199038478
0.635,67838.0419,8.38910356903405,-3.1978978992104525,3.159566678746698,-0.21965804127785085,2.2459890114229584,1.1070553371923193,-17.879778906218718,-23.18943556202662,-20.165299440765075,-58.170635,0.0,58.170635000000004,0.748651664231641,0.49490085,-0.22120114,-0.38165939,1.0,0.0,0.0,0.0,83.05256901796115
0.6498,67838.0619,9.465389470390544,-2.5181463653045606,3.4710659461187356,-0.387571263842653,2.2298379875460395,1.2443807146636885,-17.143812663216863,-23.04823416996524,-20.755896733004906,-54.701462,0.0,54.70146199999999,0.7595602872399487,0.49544221,-0.21165988,-0.36442459,1.0,0.0,0.0,0.0,81.14910179188324
0.673,67838.0819,10.768724158446306,-1.7294813051268614,3.586262736880201,-0.5343816998707733,2.211318395896002,1.3056683898239414,-16.409151396049445,-22.726909015707548,-21.40041252244765,-49.678055,0.0,49.678055,0.7745589741290161,0.49038312,-0.20344371,-0.34379274,1.0,0.0,0.0,0.0,78.46987051305038
0.7018,67838.1019,12.067174462204036,-0.966642658263348,3.488595821305662,-0.6846826029356939,2.1664206103056936,1.2788010942769918,-15.742845217775308,-22.249545509955716,-22.07146811550768,-44.067513,0.0,44.06751299999999,0.7892158221842548,0.48488063,-0.19814163,-0.32057613,1.0,0.0,0.0,0.0,75.77542172872467
0.7161,67838.1218,13.186977930140817,-0.30708581259012036,3.273178611686852,-0.8439840459553348,2.059159072278533,1.1846941182610293,-15.188870700025785,-21.645054416149176,-22.769253642791444,-38.897511,0.0,38.89751100000001,0.8025374455963757,0.47917193,-0.19357648,-0.29808733,1.0,0.0,0.0,0.0,73.25380333833336
0.7383,67838.1419,14.068340988185096,0.2602096693939071,3.0635859401478607,-0.99533328673879,1.8566366489764958,1.0576455214258167,-14.756767355903781,-20.938205163683012,-23.50765689865569,-34.433739,0.0,34.433739,0.8158258136733216,0.47155589,-0.18766715,-0.27720809,1.0,0.0,0.0,0.0,70.66180301658308
0.7591,67838.1619,14.737579823550988,0.8055645284638375,2.949114772865859,-1.1166434197725326,1.5488563035924907,0.9238678383692533,-14.426567859078673,-20.150879158774412,-24.295792820045698,-30.479404,0.0,30.479403999999988,0.828813663245603,0.46227369,-0.18174151,-0.25756741,1.0,0.0,0.0,0.0,68.04587058607451
0.775,67838.1819,15.245421040127614,1.411727124451554,2.969247703654256,-1.2001603176367814,1.1601914378634275,0.7908587986948896,-14.162613887406984,-19.29848228079328,-25.124694916216146,-27.108042,0.0,27.10804200000001,0.8396318585832032,0.45177972,-0.18021122,-0.24173817,1.0,0.0,0.0,0.0,65.79746961550353
0.7943,67838.2018,15.620451053220153,2.136081844047582,3.1359546251021095,-1.2535142123672853,0.7323794043433534,0.6494736183996345,-13.925994853259471,-18.390539770211937,-25.96270287294742,-24.082249,0.0,24.08224899999999,0.8480877622770481,0.44011319,-0.18515867,-0.22970371,1.0,0.0,0.0,0.0,63.99142194822247
0.8089,67838.2219,15.848575383404008,2.979782206353989,3.4842165962653677,-1.2823174846645544,0.2927563192076073,0.4870323090313,-13.68683330415125,-17.445931319114976,-26.76484125872078,-21.266373,0.0,21.266372999999987,0.8544826938292686,0.42946824,-0.19343245,-0.21908958,1.0,0.0,0.0,0.0,62.59473612919241
0.8321,67838.2418,15.88887518284949,3.8877620656887926,4.082372146878387,-1.273156085440605,-0.15406949278150223,0.3040407982699753,-13.44087334440681,-16.497917920828556,-27.48970282708557,-18.954762,0.0,18.954761999999988,0.8600258025289582,0.4189899,-0.20159847,-0.21014552,1.0,0.0,0.0,0.0,61.36103975863514
0.8491,67838.2617,15.730907208839424,4.791164245676609,4.951580347432145,-1.1967154814325869,-0.607139050016659,0.11969287049558912,-13.222274005507337,-15.584526132971746,-28.109115962160306,-17.624708,0.0,17.624708,0.8646259072673899,0.40680635,-0.21059546,-0.20634967,1.0,0.0,0.0,0.0,60.31996766044466
0.869,67838.2818,15.4490050288552,5.6392264112858035,5.990605761609005,-1.029939369133631,-1.0542696880496747,-0.04203676879061745,-13.099664057243091,-14.740435345327953,-28.60844877276609,-17.232861,0.0,17.232861000000014,0.8670589231824876,0.39420971,-0.22199053,-0.20863301,1.0,0.0,0.0,0.0,59.76270909254233
0.8888,67838.3018,15.187323325882382,6.3849337728222375,7.010667927125629,-0.7763112281261549,-1.472746058934245,-0.17584111421881163,-13.15639538194834,-13.989667852879002,-28.981830118280758,-17.647827,0.0,17.647827000000007,0.8677916130182026,0.38350642,-0.23172,-0.21486364,1.0,0.0,0.0,0.0,59.59396786752921
0.9195,67838.3217,15.06341195607993,6.95888316442242,7.830531939849317,-0.4691242231379556,-1.8322363416570382,-0.30737875621608207,-13.46381215941576,-13.344853353626995,-29.223305430722093,-18.498655,0.0,18.498654999999985,0.866996306882621,0.37421754,-0.24128941,-0.22373658,1.0,0.0,0.0,0.0,59.777109803436375
0.9369,67838.3418,15.071097567338285,7.266920508276505,8.341659093229703,-0.15845962822409268,-2.098767299783902,-0.4815600105845327,-14.056356457852866,-12.821462005743921,-29.31838815326043,-18.821198,0.0,18.82119800000001,0.8632723387529566,0.36799338,-0.25607631,-0.2318764,1.0,0.0,0.0,0.0,60.6279788237874
0.9526,67838.3618,15.07630584810627,7.2126521875509,8.521684029158138,0.10958499722226472,-2.247194788664786,-0.7348631975911136,-14.921932079954495,-12.449634835845746,-29.239124711173186,-18.913303,0.0,18.913302999999985,0.8567442606222242,0.36457944,-0.27434257,-0.2404314,1.0,0.0,0.0,0.0,62.09405855876212
0.9717,67838.3828,14.898520014663905,6.73559363069267,8.40855102074768,0.30947103357649985,-2.2781532129242126,-1.0726368270071218,-16.01156117307478,-12.271242131325565,-28.943017643472096,-19.231152,0.0,19.23115200000001,0.8476678416660166,0.36335632,-0.29370409,-0.25133508,1.0,0.0,0.0,0.0,64.08218038312623
0.9952,67838.4028,14.401918023113994,5.845603205713405,8.075156182600105,0.4407352120227663,-2.2262771287896563,-1.4652166198104424,-17.251758524245552,-12.332324828091014,-28.38546142581085,-20.201385,0.0,20.201384999999988,0.8361948837331159,0.36483642,-0.3112399,-0.26608688,1.0,0.0,0.0,0.0,66.51907316368168
1.0155,67838.4238,13.545381737110205,4.626396386723106,7.627459703877621,0.5233678757129832,-2.148569680772772,-1.8609974701513228,-18.547990681769942,-12.669491934268459,-27.551428032653078,-21.809685,0.0,21.809685,0.8241124026546635,0.36947763,-0.32319337,-0.28261471,1.0,0.0,0.0,0.0,69.00278903623762
1.0341,67838.4438,12.384821705137899,3.205378911118438,7.178727370756595,0.5891342121176167,-2.0983795369616924,-2.205618388904566,-19.787245471331914,-13.286660349538538,-26.48237486390597,-24.427008,0.0,24.427008,0.8098926599155634,0.37597606,-0.33238518,-0.30370376,1.0,0.0,0.0,0.0,71.82910934709135
1.089,67838.4638,11.04404847654237,1.7174127900169571,6.781268443146227,0.6676470574338761,-2.1048817942271603,-2.4575807033369057,-20.84954398037699,-14.14220222599949,-25.265584356743418,-27.663383,0.0,27.66338300000001,0.7954909446741701,0.38085523,-0.33996925,-0.32644197,1.0,0.0,0.0,0.0,74.59669755373068
1.0936,67838.4848,9.673500249551545,0.2853601792041305,6.394239193305857,0.7689110947777706,-2.168745057332249,-2.5965037169155565,-21.62945428626984,-15.164137951889293,-23.991468320366334,-31.598976,0.0,31.598975999999993,0.7802883592664109,0.38394046,-0.34684998,-0.35133302,1.0,0.0,0.0,0.0,77.42603021831022
1.0952,67838.5048,8.411460450622817,-0.9857419227722044,5.940346450514133,0.8740140982948995,-2.268096903386738,-2.625329355957441,-22.064383351930466,-16.284826624549595,-22.71350409241568,-36.282589,0.0,36.282589,0.7622752998819473,0.38805339,-0.35364017,-0.37853608,1.0,0.0,0.0,0.0,80.66960805399592
1.1186,67838.5248,7.356111220056786,-2.0145095658283347,5.391926374600979,0.9419973461748133,-2.366911842270269,-2.568993776531998,-22.159953402618818,-17.467753078520143,-21.43608787224966,-41.117065,0.0,41.117065,0.7438326456408081,0.39144576,-0.36033472,-0.40452701,1.0,0.0,0.0,0.0,83.88214043671161
1.1322,67838.5448,6.543626770061953,-2.756391522624025,4.808965872548259,0.9280192783208646,-2.4238155760487916,-2.468652765449174,-21.99282548533272,-18.705555941558114,-20.135172176793503,-46.295864,0.0,46.295863999999995,0.7241185444719304,0.39459679,-0.36725599,-0.43019617,1.0,0.0,0.0,0.0,87.20885912568934
1.1523,67838.5648,5.923889621597518,-3.22221704333791,4.312752750415381,0.8040717920937565,-2.4030313225995847,-2.368212067519353,-21.67980917791171,-19.993926479437917,-18.79123535733342,-51.625427,0.0,51.625427,0.703913020072158,0.39622959,-0.3748385,-0.45497766,1.0,0.0,0.0,0.0,90.51640928861848
1.1726,67838.5858,5.356694266118925,-3.4831561504874995,4.022103802905755,0.5739683764568235,-2.287880875588761,-2.2949431987435394,-21.32627132134269,-21.306141870736088,-17.412769169892297,-57.28595,0.0,57.28595,0.684137018784113,0.39539853,-0.38172397,-0.47948238,1.0,0.0,0.0,0.0,93.66444738491684
1.193,67838.6057,4.668832051314532,-3.6396619197157754,3.9969174185206082,0.2734351805839982,-2.087240346633462,-2.244923578960366,-20.97945821609643,-22.593724962875566,-16.05033340436557,-64.076172,0.0,64.076172,0.6650878885911982,0.39332443,-0.38416466,-0.50534296,1.0,0.0,0.0,0.0,96.62186336207195
1.2157,67838.6258,3.758155482533417,-3.7627389931163124,4.21685551336764,-0.04736198865099212,-1.8243814729521666,-2.1858275233277027,-20.613269167128283,-23.807964793528072,-14.7964564666978,-71.806702,0.0,71.806702,0.6487268826142583,0.39023638,-0.37935764,-0.53193682,1.0,0.0,0.0,0.0,99.10863417388329
1.2369,67838.6458,2.663993122052367,-3.8513452378551247,4.595760167196767,-0.3479390569610946,-1.5175218930305845,-2.0784428885121597,-20.16063932358508,-24.91257467058655,-13.76313510982526,-80.698906,0.0,80.698906,0.6320245117761973,0.3874571,-0.36784318,-0.56134963,1.0,0.0,0.0,0.0,101.60070843011842
1.2548,67838.6668,1.5284466483887815,-3.855536062996145,5.015066524832429,-0.6120024807180241,-1.1720904837763695,-1.9010014403967392,-19.575438482109764,-25.878428320786046,-13.042439708568926,-89.697594,0.0,89.697594,0.6143550211754135,0.3847132,-0.35181534,-0.59227496,1.0,0.0,0.0,0.0,104.18986016604475
1.275,67838.6868,0.47750754465344336,-3.7487945393783546,5.356316797228794,-0.8470287864992383,-0.790688104802127,-1.6548933851742438,-18.872716505799605,-26.67517434686584,-12.668337789332595,-96.474289,0.0,96.474289,0.6002094303429082,0.38046134,-0.3347407,-0.61882669,1.0,0.0,0.0,0.0,106.23020307552898
1.3006,67838.7068,-0.44271176817463687,-3.5497403140412414,5.5546980458932715,-1.0744988775718232,-0.3884643043972614,-1.3513512276394384,-18.116168399169645,-27.272880303183328,-12.610514517429023,-101.718262,0.0,101.718262,0.5887368033079626,0.37636751,-0.31565517,-0.64194882,1.0,0.0,0.0,0.0,107.86516183233451
1.316,67838.7268,-1.2191566940775864,-3.2673985874197995,5.679904497847266,-1.3139115217212674,0.004765409762839153,-1.0011346573124476,-17.37574067081928,-27.654946117136223,-12.805326260818477,-106.101738,0.0,106.101738,0.5790549194500938,0.37604013,-0.29324019,-0.66128618,1.0,0.0,0.0,0.0,109.23180374361087
1.3346,67838.7468,-1.8216608849587832,-2.873280955048735,5.938285289070094,-1.5645198286624717,0.3623246747613785,-0.6155984006499277,-16.69351806200349,-27.829892991853626,-13.19475857557442,-109.213173,0.0,109.213173,0.5732776433957866,0.37873012,-0.2679303,-0.67537367,1.0,0.0,0.0,0.0,110.04179294945982
1.3613,67838.7677,-2.2144252570012064,-2.333133772842177,6.524971610899325,-1.7993585972179884,0.6809287850335101,-0.20511847163115118,-16.078324219739326,-27.82539763748443,-13.751416215605872,-110.688614,0.0,110.688614,0.5728150234357066,0.37922499,-0.2410637,-0.68553603,1.0,0.0,0.0,0.0,110.10647978080418
1.3851,67838.7878,-2.349399104150063,-1.6103230410079759,7.46635799270611,-1.9789544129679004,0.9789386802227402,0.2272224162075554,-15.526719756958064,-27.663595069923165,-14.479716290841656,-110.825211,0.0,110.825211,0.5771251538152602,0.37653047,-0.21304685,-0.69264883,1.0,0.0,0.0,0.0,109.50281146849966
1.406,67838.8078,-2.108135750073849,-0.6206830405024908,8.621054697408123,-2.068118463371067,1.2722723149802557,0.6799647720914214,-15.044503435715564,-27.340739911451884,-15.396688167842855,-110.50087,0.0,110.50087,0.5826111970605615,0.37345919,-0.18599553,-0.69749415,1.0,0.0,0.0,0.0,108.7311786208852
1.4228,67838.8288,-1.3004143926302039,0.7645370900770203,9.796965726477811,-2.039055700257062,1.5529448619568735,1.1336447751569037,-14.650231529221642,-26.831602313648492,-16.511151073118796,-109.310738,0.0,109.310738,0.5923134998211405,0.37136817,-0.15819973,-0.6972971,1.0,0.0,0.0,0.0,107.35729276775272
1.4366,67838.8488,0.21626466219876317,2.619555385538745,10.832763797275769,-1.8682645289128184,1.7920011024108633,1.5389736058400965,-14.366697347173098,-26.113580485393054,-17.809361311703242,-107.281693,0.0,107.281693,0.6063106941740728,0.37170067,-0.13178495,-0.69054955,1.0,0.0,0.0,0.0,105.35356493381272
1.4597,67838.8688,2.3840097874707764,4.847300466449499,11.591600774565093,-1.5438899492925668,1.962319989637883,1.8274864320940403,-14.209754198959931,-25.194996299399126,-19.24022570606955,-104.072227,0.0,104.072227,0.6258833851798972,0.37093082,-0.11150809,-0.67693889,1.0,0.0,0.0,0.0,102.50589002301835
1.4793,67838.8888,4.8675500812186545,7.136833234410434,11.946704071873166,-1.0821783220098649,2.056436235137573,1.9394732889303616,-14.174092948491005,-24.129885351324777,-20.709099987160855,-100.435829,0.0,100.435829,0.6472079029259,0.37153035,-0.09559539,-0.65874779,1.0,0.0,0.0,0.0,99.33716199011748
1.5004,67838.9088,7.115505228795379,9.033318503039037,11.83145106701723,-0.5321463061832894,2.0831242455258074,1.8569940653495902,-14.217739198243764,-23.01386410956818,-22.097666404817662,-96.907921,0.0,96.907921,0.667032494216315,0.37520304,-0.0862718,-0.63784599,1.0,0.0,0.0,0.0,96.32311526871446
1.5166,67838.9288,8.584451896037079,10.112527753243231,11.303512301119454,0.04273828001064682,2.0534662856751957,1.622185121292809,-14.258155366943972,-21.972410992808005,-23.300359036219046,-94.348412,0.0,94.348412,0.6811402495380001,0.38452622,-0.079872,-0.61790615,1.0,0.0,0.0,0.0,94.13437890508183
1.5474,67838.9488,8.99829511025646,10.159231564011169,10.518711700025067,0.5870700140540268,1.9772826877992629,1.3227052365473395,-14.191662363390797,-21.138958767524993,-24.25597116824864,-92.828217,0.0,92.828217,0.6896808411757068,0.3981894,-0.07293013,-0.60038882,1.0,0.0,0.0,0.0,92.7903000203138
1.5671,67838.9688,8.430075490011449,9.221379878108387,9.626187634502791,1.058630130930013,1.8695904704899944,1.0547235206497065,-13.935797571935261,-20.6224411954697,-24.957868676208363,-92.114769,0.0,92.114769,0.6938275815745595,0.4134585,-0.06810016,-0.58567715,1.0,0.0,0.0,0.0,92.13227181976363
1.5821,67838.9888,7.194672833055633,7.539022814702368,8.716966140798613,1.4247142057522537,1.7502044405652901,0.891391063502949,-13.468815902727044,-20.480659454740582,-25.431539730690194,-92.34021,0.0,92.34021,0.693153678991421,0.43205118,-0.06699307,-0.57304597,1.0,0.0,0.0,0.0,92.23945744173379
1.5986,67839.0088,5.701893476093226,5.435670388531373,7.855746343304624,1.6677080570756817,1.6343254847146114,0.8689572009274251,-12.837050763655418,-20.70442999339822,-25.697180615194764,-93.177223,0.0,93.177223,0.6895696141291748,0.45243558,-0.06882434,-0.56130117,1.0,0.0,0.0,0.0,92.80790050530993
1.621,67839.0288,4.348839211748841,3.2288256286355788,7.102382064995602,1.7947038754326385,1.5263522736279196,0.9862534799315373,-12.134643634895918,-21.22157450788912,-25.753819562603212,-94.178947,0.0,94.178947,0.6853861506133061,0.47303361,-0.07259772,-0.54883021,1.0,0.0,0.0,0.0,93.4680334468165
1.6423,67839.0488,3.448390562387665,1.1750233714448504,6.494526886633329,1.8361639432546781,1.4239316193747298,1.2110426533475969,-11.47108325008151,-21.927310777393664,-25.59472128605952,-94.545311,0.0,94.545311,0.6839084092911053,0.49117842,-0.07989106,-0.5335077,1.0,0.0,0.0,0.0,93.70035983127804
1.6574,67839.0688,3.1628802173384267,-0.5625318262498116,6.008543570845534,1.8301692025720362,1.3292293259061634,1.4903673729944114,-10.94323648493236,-22.714057613268178,-25.230398749811133,-94.423088,0.0,94.423088,0.6845461241974817,0.50667763,-0.08597007,-0.51699471,1.0,0.0,0.0,0.0,93.60015432493826
1.6808,67839.0888,3.4501533306102186,-1.937695273690867,5.528419990401078,1.7981743734079678,1.2561570873255885,1.7676515869500793,-10.625450259903854,-23.484759937097916,-24.69656574745841,-93.382736,0.0,93.382736,0.688362037756931,0.5182417,-0.0933842,-0.49886134,1.0,0.0,0.0,0.0,92.99882116923207
1.698,67839.1088,4.107187946207381,-3.010230134741788,4.907348563286371,1.7279862521979543,1.2253178143298853,2.0049394357836365,-10.563497540070403,-24.160257401015823,-24.0464589992834,-91.645973,0.0,91.645973,0.6937968260747774,0.52715224,-0.10317607,-0.47969905,1.0,0.0,0.0,0.0,92.13716564943458
