AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:34,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:48,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:57,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:02,wifi_rssi_20:23:00:00:01:03,wifi_rssi_20:23:00:00:01:04,wifi_rssi_20:23:00:00:01:05,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:08,wifi_rssi_20:23:00:00:01:09,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:13,wifi_rssi_20:23:00:00:01:14,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:17,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:22,wifi_rssi_20:23:00:00:01:23,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:28,wifi_rssi_20:23:00:00:01:29,wifi_rssi_20:23:00:00:01:31,wifi_rssi_20:23:00:00:01:33,wifi_rssi_20:23:00:00:01:34,wifi_rssi_20:23:00:00:01:35,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:39,wifi_rssi_20:23:00:00:01:41,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:46,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:51,wifi_rssi_20:23:00:00:01:52,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:64,wifi_rssi_20:23:00:00:01:66,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:72,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:75,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:34,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:48,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:57,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:02,wifi_freq_20:23:00:00:01:03,wifi_freq_20:23:00:00:01:04,wifi_freq_20:23:00:00:01:05,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:08,wifi_freq_20:23:00:00:01:09,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:13,wifi_freq_20:23:00:00:01:14,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:17,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:22,wifi_freq_20:23:00:00:01:23,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:28,wifi_freq_20:23:00:00:01:29,wifi_freq_20:23:00:00:01:31,wifi_freq_20:23:00:00:01:33,wifi_freq_20:23:00:00:01:34,wifi_freq_20:23:00:00:01:35,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:39,wifi_freq_20:23:00:00:01:41,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:46,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:51,wifi_freq_20:23:00:00:01:52,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:64,wifi_freq_20:23:00:00:01:66,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:72,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:75,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:03:25
41.0596,-65.0,,,-76.0,-85.0,-46.0,,-86.0,,,,,-56.0,-67.0,,,-56.0,,-70.0,-81.0,-74.0,-66.0,-66.0,-56.0,-52.0,,,,,,,,,,-86.0,,,,,,,,,,,,,,-86.0,,,-85.0,-85.0,-85.0,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.0,2437.0,,,5200.0,2417.0,2452.0,,2412.0,,,,,2462.0,2412.0,,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,2462.0,,,,,,,,,,,,,,5500.0,,,5500.0,5500.0,5500.0,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
45.049,-66.0,,,-80.0,-85.0,-46.0,,-82.0,,,,,-52.0,-70.0,-89.0,,-59.0,,-70.0,-81.0,-70.0,-68.0,-69.0,-54.0,-52.0,,,,,,,,,,-87.0,,,,,,,,,,,,,-85.0,-85.0,,,-85.0,,-84.0,,,-85.0,,,,,,,,,,,,,,-88.0,,,,,,,,,,-87.0,,,,-62.0,2437.0,,,5200.0,2417.0,2452.0,,2412.0,,,,,2462.0,2412.0,2462.0,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,2462.0,,,,,,,,,,,,,5500.0,5500.0,,,5500.0,,5500.0,,,5500.0,,,,,,,,,,,,,,2412.0,,,,,,,,,,5500.0,,,,2437.0
49.0474,-67.0,,,,,-46.0,,,,,,,-52.0,-73.0,,,-59.0,,,-81.0,-74.0,-65.0,-65.0,-53.0,-55.0,,,,,,,,,,-87.0,,,,,,,,,,,,,-85.0,-85.0,,,-85.0,-86.0,-86.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.0,2437.0,,,,,2452.0,,,,,,,2462.0,2412.0,,,2427.0,,,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,2462.0,,,,,,,,,,,,,5500.0,5500.0,,,5500.0,5500.0,5500.0,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
53.0141,-63.0,,,,-82.0,-46.0,,,,,,,-52.0,-65.0,-85.0,,-56.0,,-77.0,,-68.0,-69.0,-69.0,-53.0,-57.0,,,,,,,,,,-90.0,,,,,,,,,,,,,-85.0,-85.0,,,-85.0,-85.0,-86.0,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,-63.0,2437.0,,,,2417.0,2452.0,,,,,,,2462.0,2412.0,2462.0,,2427.0,,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,2462.0,,,,,,,,,,,,,5500.0,5500.0,,,5500.0,5500.0,5500.0,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0
57.0295,-64.0,,,,,-45.0,,,,,,,-52.0,-65.0,,,-60.0,,-77.0,-84.0,-68.0,-65.0,-65.0,-53.0,-56.0,-87.0,,,,,,,,,-87.0,,,,,,,,,,,,,,-86.0,,,-92.0,-85.0,-90.0,,,-91.0,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,-62.0,2437.0,,,,,2452.0,,,,,,,2462.0,2412.0,,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,,,,,2462.0,,,,,,,,,,,,,,5500.0,,,5500.0,5500.0,5500.0,,,5500.0,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,2437.0
61.0571,,,,-75.0,,-45.0,,,,,,,-51.0,-61.0,,,-56.0,,-80.0,,-77.0,-65.0,-65.0,-55.0,-56.0,-88.0,,,,,,,,,,,,,,,,,,,,,,-90.0,-89.0,,,-91.0,,-89.0,,,-87.0,,,,,,,,,-90.0,,,,,-86.0,,-88.0,,,-92.0,,,,,,,,,-64.0,,,,5200.0,,2452.0,,,,,,,2462.0,2412.0,,,2427.0,,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,5500.0,5500.0,,,5500.0,,5500.0,,,5500.0,,,,,,,,,2437.0,,,,,2412.0,,2462.0,,,2437.0,,,,,,,,,2437.0
65.0595,-56.0,,,-76.0,-80.0,-53.0,,,,,,,-59.0,-64.0,,,-57.0,,-68.0,-78.0,-68.0,-63.0,-63.0,-59.0,-56.0,-84.0,,,,,,,,,-88.0,,,,,,,,,,,,,-84.0,-85.0,,,-85.0,-83.0,-85.0,,,-84.0,,,,,,,,,-85.0,,,,,-85.0,,-91.0,,,-88.0,,,,,,,,,-66.0,2437.0,,,5200.0,2417.0,2452.0,,,,,,,2462.0,2412.0,,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,,,,,2462.0,,,,,,,,,,,,,5500.0,5500.0,,,5500.0,5500.0,5500.0,,,5500.0,,,,,,,,,2437.0,,,,,2412.0,,2462.0,,,2437.0,,,,,,,,,2437.0
69.0659,-64.0,,,,-81.0,-57.0,-89.0,,,,,,-61.0,-68.0,,,-58.0,,-60.0,,-73.0,-65.0,-66.0,-63.0,-48.0,-86.0,,,,,,,,,-87.0,,,,,,,,,,,,,-84.0,,,,-85.0,-84.0,-88.0,,,-84.0,,,,,,,,,-89.0,,,,,,,,,,,,,,,,,,,-67.0,2437.0,,,,2417.0,2452.0,2462.0,,,,,,2462.0,2412.0,,,2427.0,,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,,,,,2462.0,,,,,,,,,,,,,5500.0,,,,5500.0,5500.0,5500.0,,,5500.0,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0
73.0702,-75.0,,,-87.0,-81.0,-67.0,,,,,,,-68.0,-68.0,,,-64.0,,-60.0,-80.0,-77.0,-69.0,-69.0,-67.0,-53.0,,,,,,,,,,,,,,,,,,,,,,,-90.0,,,,-85.0,,,,,-85.0,,,,,,,,,,,-86.0,,-86.0,,,,,,,,,,,,-90.0,-88.0,,-71.0,2437.0,,,5200.0,2417.0,2452.0,,,,,,,2462.0,2412.0,,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,5500.0,,,,5500.0,,,,,5500.0,,,,,,,,,,,2462.0,,2462.0,,,,,,,,,,,,2412.0,2462.0,,2437.0
77.0555,,,,,,-64.0,,,,,,,-68.0,-76.0,,,-70.0,-91.0,-56.0,-69.0,-81.0,-77.0,-76.0,-71.0,-65.0,,,,,,-86.0,,,,-78.0,,,,,,,,,,,,,-86.0,,,,,,,,,-85.0,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,,,-73.0,,,,,,2452.0,,,,,,,2462.0,2412.0,,,2427.0,2412.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,2437.0,,,,2462.0,,,,,,,,,,,,,5500.0,,,,,,,,,5500.0,,,,,,,,,,,,,,2412.0,,,,,,,,,,,,,,2437.0
