AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:07,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:01:01,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:07,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:01:01
76.1453,-73.0,,,-85.0,-73.0,-83.0,,,,,,-82.0,-85.0,,,,,,,,,,,,,,2437.0,,,5200.0,2417.0,2452.0,,,,,,2462.0,2412.0,,,,,,,,,,,,,
80.0824,-64.0,,,,-68.0,,,-70.0,-76.0,-75.0,-76.0,,,,,,,,,,,,,,,,2437.0,,,,2417.0,,,2412.0,2412.0,2412.0,2412.0,,,,,,,,,,,,,,,
84.1308,-66.0,,,,-68.0,-78.0,-79.0,,,,,-79.0,,-76.0,,,,,,,,,,,,,2437.0,,,,2417.0,2452.0,2462.0,,,,,2462.0,,2427.0,,,,,,,,,,,,
88.1421,-74.0,,,-83.0,-73.0,-79.0,,,,,,-82.0,,-77.0,,,,,,,,,,,,,2437.0,,,5200.0,2417.0,2452.0,,,,,,2462.0,,2427.0,,,,,,,,,,,,
92.1193,-74.0,,,-83.0,-74.0,,-81.0,-77.0,,,,,,,,,,,,-81.0,,,,,,,2437.0,,,5200.0,2417.0,,2462.0,2412.0,,,,,,,,,,,,2462.0,,,,,,
96.1439,-66.0,,,,-70.0,-75.0,-81.0,-79.0,,,,,,-78.0,,,,,,,,,,,,,2437.0,,,,2417.0,2452.0,2462.0,2412.0,,,,,,2427.0,,,,,,,,,,,,
100.1148,-71.0,-85.0,-85.0,,-70.0,-80.0,,-79.0,,,,,,,,,,,,,,,,,,,2437.0,2462.0,2462.0,,2417.0,2452.0,,2412.0,,,,,,,,,,,,,,,,,,
104.0772,-67.0,,,,-72.0,,-83.0,-71.0,,,-82.0,,,,,,,,,-81.0,,,,,,,2437.0,,,,2417.0,,2462.0,2412.0,,,2412.0,,,,,,,,,2462.0,,,,,,
108.1033,-73.0,,,,,,-82.0,-73.0,,-84.0,-85.0,-83.0,,,,,,,,,,,,,,,2437.0,,,,,,2462.0,2412.0,,2412.0,2412.0,2462.0,,,,,,,,,,,,,,
112.0995,-65.0,,,,-69.0,-80.0,,-73.0,,,,,-85.0,,,,,,,-82.0,,,,,,,2437.0,,,,2417.0,2452.0,,2412.0,,,,,2412.0,,,,,,,2462.0,,,,,,
116.1091,-73.0,,-84.0,,,,,-82.0,,,,,-84.0,-84.0,,,-85.0,,,,,,,,,,2437.0,,2462.0,,,,,2412.0,,,,,2412.0,2427.0,,,2437.0,,,,,,,,,
120.1045,-71.0,,-84.0,,-68.0,-81.0,,,,,,-83.0,,,,,-85.0,,,,,,,,,,2437.0,,2462.0,,2417.0,2452.0,,,,,,2462.0,,,,,2437.0,,,,,,,,,
124.0953,-71.0,,,,-68.0,-78.0,-82.0,,,,,-83.0,,,,,-83.0,,,,,,,,,,2437.0,,,,2417.0,2452.0,2462.0,,,,,2462.0,,,,,2437.0,,,,,,,,,
128.0782,-73.0,,,,-69.0,-79.0,,,,,,-83.0,,-81.0,,,-82.0,,,,,,,,,,2437.0,,,,2417.0,2452.0,,,,,,2462.0,,2427.0,,,2437.0,,,,,,,,,
132.1011,-69.0,,,,-69.0,,-81.0,-76.0,,,,-82.0,,-80.0,,,,,,,,,,,,,2437.0,,,,2417.0,,2462.0,2412.0,,,,2462.0,,2427.0,,,,,,,,,,,,
136.0932,-66.0,,,-80.0,-71.0,,-80.0,,,,,-83.0,,,,,,,-86.0,,,,,,,,2437.0,,,5200.0,2417.0,,2462.0,,,,,2462.0,,,,,,,5200.0,,,,,,,
140.0924,-72.0,,,-79.0,-74.0,-79.0,,-74.0,,,,,,-75.0,,,,,,,,,,,,,2437.0,,,5200.0,2417.0,2452.0,,2412.0,,,,,,2427.0,,,,,,,,,,,,
144.0952,-64.0,,,,-66.0,-80.0,,-70.0,,,,-80.0,,,,,,,,-81.0,,,,,,,2437.0,,,,2417.0,2452.0,,2412.0,,,,2462.0,,,,,,,,2462.0,,,,,,
148.1151,-70.0,,,,-68.0,,-80.0,-73.0,,,,-80.0,,,,,,,,-81.0,,,,,,,2437.0,,,,2417.0,,2462.0,2412.0,,,,2462.0,,,,,,,,2462.0,,,,,,
152.0824,,,,,-69.0,-81.0,-87.0,-77.0,,,,-83.0,,,,,,,,-85.0,,,,,,,,,,,2417.0,2452.0,2462.0,2412.0,,,,2462.0,,,,,,,,2462.0,,,,,,
156.0907,-76.0,,,,-67.0,,,-78.0,,,,,,,,,,,,-81.0,,,-80.0,-81.0,,,2437.0,,,,2417.0,,,2412.0,,,,,,,,,,,,2462.0,,,2437.0,2437.0,,
160.0985,-73.0,,,,-64.0,-79.0,,,,,,,,,,,-79.0,,,-73.0,-77.0,,,,,,2437.0,,,,2417.0,2452.0,,,,,,,,,,,2437.0,,,2462.0,2412.0,,,,,
