AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02
59.5898,-87.0,
59.7356,,-81.0
59.8163,-95.0,
59.932,,-83.0
59.9885,-96.0,
60.1893,-89.0,
60.3626,,-81.0
60.5529,,-79.0
61.978,,-77.0
62.1945,,-73.0
62.2463,-93.0,
62.4639,-82.0,
62.5889,,-71.0
62.6587,-87.0,
62.8113,,-79.0
62.8584,-83.0,
62.9882,,-75.0
63.0622,-82.0,
63.291,-89.0,
63.4122,,-78.0
63.6067,,-74.0
63.8138,,-73.0
63.8779,-87.0,
64.0904,-85.0,
64.2176,,-83.0
64.4262,,-83.0
64.6328,,-67.0
65.4611,,-78.0
65.7057,-92.0,
66.1174,-90.0,
66.304,,-77.0
66.3151,-85.0,
66.5199,-89.0,
66.6981,,-88.0
66.7143,-81.0,
66.9276,,-72.0
66.9457,-93.0,
67.1267,,-81.0
67.148,-86.0,
67.3232,-90.0,
67.5091,,-81.0
67.5274,-85.0,
67.7336,,-84.0
67.7446,-84.0,
67.9154,,-86.0
67.9355,-84.0,
68.1626,,-81.0
68.166,-81.0,
68.3289,,-74.0
68.5312,,-75.0
68.548,-81.0,
69.5843,,-75.0
69.7876,,-81.0
69.7995,-83.0,
70.4007,-86.0,
70.8083,-95.0,
70.8237,,-79.0
71.2164,,-84.0
71.4472,-85.0,
71.6527,,-82.0
71.6597,-79.0,
72.2338,,-77.0
74.9059,,-81.0
75.329,-87.0,
75.7275,,-80.0
78.0078,-83.0,
78.4131,-86.0,
79.0176,,-87.0
79.2178,-85.0,
79.8152,,-88.0
80.0678,,-88.0
81.0906,-89.0,
81.8798,,-84.0
82.3096,-77.0,
82.7142,,-94.0
82.9115,-84.0,
83.3132,,-88.0
83.7269,-84.0,
83.931,-85.0,
84.1586,,-91.0
84.3396,-77.0,
85.1715,,-82.0
85.389,,-84.0
85.5803,-73.0,
86.5883,-73.0,
87.0427,,-85.0
87.4176,-85.0,
87.4352,,-83.0
87.8193,-83.0,
88.0428,-77.0,
88.0646,,-85.0
88.2206,-87.0,
88.4451,-83.0,
88.4509,,-81.0
89.0991,,-86.0
89.2996,-84.0,
89.3058,,-89.0
89.683,,-85.0
89.904,,-90.0
90.2873,,-78.0
90.4999,,-89.0
90.6684,-93.0,
91.1234,,-85.0
92.3483,,-90.0
94.3787,,-82.0
96.8467,,-85.0
97.0267,-85.0,
97.4591,,-86.0
97.6496,,-82.0
97.863,,-88.0
98.5063,,-85.0
98.8963,,-83.0
99.9383,,-93.0
100.8984,-85.0,
101.7104,-86.0,
102.106,-91.0,
102.164,,-84.0
102.3307,-91.0,
102.524,-82.0,
102.5948,,-83.0
102.7422,-83.0,
102.7862,,-81.0
102.924,-85.0,
102.9895,,-81.0
103.3709,-84.0,
103.3978,,-85.0
103.5677,-84.0,
103.7483,-81.0,
103.8021,,-82.0
103.972,-82.0,
104.01,,-79.0
104.1545,-84.0,
104.2126,,-79.0
104.3814,-86.0,
104.4298,,-88.0
104.587,-88.0,
104.6167,,-86.0
104.8229,,-81.0
105.4002,-91.0,
105.8719,,-83.0
106.0602,,-81.0
106.4079,-82.0,
106.4607,,-79.0
106.6187,-91.0,
106.84,-89.0,
107.051,-83.0,
107.1073,,-83.0
107.2485,-82.0,
107.3055,,-82.0
107.4445,-81.0,
107.7143,,-80.0
107.8539,-87.0,
107.9154,,-87.0
108.2581,-93.0,
108.8797,-89.0,
109.7043,-89.0,
109.759,,-93.0
110.1893,,-94.0
110.3251,-80.0,
110.7231,-86.0,
110.9317,-86.0,
111.7722,-85.0,
112.3894,-79.0,
112.5741,-79.0,
113.8549,,-92.0
114.0087,-82.0,
114.4213,-78.0,
114.6838,,-91.0
116.0812,-83.0,
116.2566,-82.0,
117.929,-84.0,
118.1084,-83.0,
119.5484,-83.0,
119.9796,-79.0,
120.9909,-78.0,
121.3774,-81.0,
122.6136,-82.0,
123.4269,-79.0,
124.4406,-80.0,
124.6645,-77.0,
125.8732,-79.0,
126.3872,,-89.0
127.0069,,-93.0
127.9683,-83.0,
129.4265,,-78.0
131.016,-76.0,
131.8867,,-89.0
132.8702,-84.0,
133.2915,-75.0,
135.9958,,-85.0
138.2576,,-91.0
138.4662,,-88.0
138.8239,-77.0,
139.227,-75.0,
139.8886,,-95.0
140.2525,-76.0,
140.4432,-80.0,
141.0751,-75.0,
141.8788,-81.0,
141.9078,,-90.0
142.1055,-80.0,
142.2926,-82.0,
144.7795,,-90.0
145.7966,-83.0,
147.445,,-84.0
147.6612,,-78.0
147.8864,,-81.0
148.056,-82.0,
148.071,,-81.0
148.2292,-91.0,
148.264,,-85.0
148.4511,-85.0,
148.6484,-81.0,
149.0728,-82.0,
149.083,,-88.0
149.9003,,-78.0
150.0888,-85.0,
150.1054,,-82.0
150.3175,-89.0,
150.3384,,-89.0
150.5022,-90.0,
150.5171,,-82.0
150.7343,,-79.0
151.0984,-87.0,
151.5731,,-73.0
151.7565,,-86.0
152.3659,,-75.0
152.7693,,-77.0
153.4144,,-84.0
154.014,-91.0,
154.0266,,-81.0
154.1908,-83.0,
154.4119,-91.0,
154.4266,,-75.0
154.6006,-88.0,
154.6286,,-79.0
154.8048,-87.0,
154.8224,,-78.0
155.0328,,-77.0
155.2138,-98.0,
155.4342,,-79.0
155.6428,-89.0,
155.6708,,-86.0
155.831,-89.0,
155.8503,,-74.0
156.0259,-96.0,
156.067,,-88.0
156.2114,-89.0,
156.2436,,-74.0
156.4332,-90.0,
156.4508,,-79.0
156.6599,,-79.0
157.0741,,-73.0
157.7173,,-75.0
158.0925,,-78.0
158.3164,,-73.0
158.5154,,-72.0
158.9176,-90.0,
158.9398,,-79.0
159.1293,,-79.0
159.3533,,-78.0
159.5263,-97.0,
159.5562,,-76.0
159.7507,,-86.0
159.9317,-93.0,
159.9609,,-77.0
160.1371,-95.0,
160.1483,,-73.0
160.3515,,-76.0
160.5537,,-81.0
161.6108,-87.0,
161.7882,-95.0,
161.7926,,-79.0
