AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:07,wifi_rssi_20:23:00:00:00:08,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:10,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:34,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:48,wifi_rssi_20:23:00:00:00:49,wifi_rssi_20:23:00:00:00:52,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:57,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:68,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:02,wifi_rssi_20:23:00:00:01:03,wifi_rssi_20:23:00:00:01:04,wifi_rssi_20:23:00:00:01:06,wifi_rssi_20:23:00:00:01:08,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:17,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:07,wifi_freq_20:23:00:00:00:08,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:10,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:34,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:48,wifi_freq_20:23:00:00:00:49,wifi_freq_20:23:00:00:00:52,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:57,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:68,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:02,wifi_freq_20:23:00:00:01:03,wifi_freq_20:23:00:00:01:04,wifi_freq_20:23:00:00:01:06,wifi_freq_20:23:00:00:01:08,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:17,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:03:11
20.1526,-86.0,,,,,,,,-73.0,-88.0,,-92.0,,,,,,,,,,,-89.0,,-89.0,,-93.0,-91.0,-89.0,-86.0,,,,,,,-93.0,-90.0,-88.0,-88.0,,,,,-93.0,,,,,,,,-91.0,,-92.0,-89.0,,2437.0,,,,,,,,2417.0,2452.0,,2412.0,,,,,,,,,,,2427.0,,2437.0,,2422.0,2437.0,5220.0,5220.0,,,,,,,2457.0,2437.0,2437.0,2437.0,,,,,5240.0,,,,,,,,2462.0,,2462.0,2462.0,
22.1529,-88.0,,,,,,-92.0,,,,,,,,,,,,,,,,-88.0,,-88.0,,-89.0,,,-91.0,-89.0,,,,-90.0,,-92.0,-88.0,-87.0,-87.0,-93.0,,,-94.0,,,,,,,-95.0,,,,,,,2437.0,,,,,,5200.0,,,,,,,,,,,,,,,,2427.0,,2437.0,,2422.0,,,5220.0,2462.0,,,,2412.0,,2457.0,2437.0,2437.0,2437.0,2462.0,,,2462.0,,,,,,,5240.0,,,,,,
24.1593,,-97.0,,,,,,,-71.0,,,,,,,,,,,,,,-91.0,,-89.0,,,-85.0,-87.0,-84.0,,,,-92.0,,,,-90.0,-89.0,-93.0,,,,,,,,,,-92.0,-94.0,,,,-95.0,,,,2437.0,,,,,,,2417.0,,,,,,,,,,,,,,2427.0,,2437.0,,,2437.0,5220.0,5220.0,,,,2462.0,,,,2437.0,2437.0,2437.0,,,,,,,,,,5240.0,5240.0,,,,2462.0,,
26.2733,-79.0,,,,,,-87.0,,-70.0,-93.0,,-90.0,,,,,,,,,,,-93.0,,,,-91.0,,,-84.0,-89.0,,,-90.0,-92.0,,-89.0,-86.0,-85.0,-93.0,,,,,,-87.0,-87.0,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,2452.0,,2412.0,,,,,,,,,,,2427.0,,,,2422.0,,,5220.0,2462.0,,,2462.0,2412.0,,2457.0,2437.0,2437.0,2437.0,,,,,,5520.0,5520.0,,,,,,,,,,
28.1926,-87.0,,,,,,-90.0,,-73.0,-89.0,,-94.0,,,,,,,,,,,-91.0,,,,-93.0,,-86.0,-85.0,-90.0,,,-91.0,,,-92.0,,-88.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,2452.0,,2412.0,,,,,,,,,,,2427.0,,,,2422.0,,5220.0,5220.0,2462.0,,,2462.0,,,2457.0,,2437.0,,,,,,,,,,,,,,,,,,
30.1301,-81.0,,,,,,-88.0,,-72.0,-88.0,,,,,,,,,,,,,-91.0,,-88.0,,,,,-84.0,,,,-91.0,,,,-89.0,-90.0,-88.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,2452.0,,,,,,,,,,,,,2427.0,,2437.0,,,,,5220.0,,,,2462.0,,,,2437.0,2437.0,2437.0,,,,,,,,,,,,,,,,,
32.1487,-80.0,,,,,,,,-73.0,-85.0,,-90.0,,,,,,-84.0,,,,,-88.0,,-91.0,,,-88.0,-85.0,-85.0,,,,-90.0,-91.0,,-92.0,-93.0,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,2417.0,2452.0,,2412.0,,,,,,2462.0,,,,,2427.0,,2437.0,,,2437.0,5220.0,5220.0,,,,2462.0,2412.0,,2457.0,2437.0,,,,,,,,,,,,,,,,,,,
34.1604,-78.0,,,,,,-91.0,,-69.0,-87.0,,-90.0,,,,,,,,,,,-95.0,,-88.0,,-93.0,-84.0,-86.0,-86.0,-84.0,,,-90.0,-91.0,,,,-93.0,,,-87.0,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,2452.0,,2412.0,,,,,,,,,,,2427.0,,2437.0,,2422.0,2437.0,5220.0,5220.0,2462.0,,,2462.0,2412.0,,,,2437.0,,,2412.0,,,,,,,,,,,,,,,
36.1658,-78.0,,,,,,,,-71.0,-95.0,,-89.0,,,,,,,,,,,,,-88.0,,,-86.0,-85.0,-86.0,,,,,-91.0,,,-91.0,-91.0,-89.0,,-88.0,,,-92.0,,,,,,-93.0,,,,,,,2437.0,,,,,,,,2417.0,2452.0,,2412.0,,,,,,,,,,,,,2437.0,,,2437.0,5220.0,5220.0,,,,,2412.0,,,2437.0,2437.0,2437.0,,2412.0,,,5240.0,,,,,,5240.0,,,,,,
38.1828,-77.0,,,,,,-90.0,,-73.0,-88.0,,,,,,,,,,,,,-90.0,,,,-91.0,-89.0,-83.0,-84.0,-91.0,,,,-92.0,,-90.0,-93.0,-91.0,-91.0,,-89.0,,,,-92.0,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,2452.0,,,,,,,,,,,,,2427.0,,,,2422.0,2437.0,5220.0,5220.0,2462.0,,,,2412.0,,2457.0,2437.0,2437.0,2437.0,,2412.0,,,,5520.0,,,,,,,,,,,
40.1694,-80.0,,,,,,,,,-88.0,-93.0,-90.0,,,,,,-90.0,,,,,-90.0,,-92.0,,,-90.0,-86.0,-86.0,-91.0,,,,,,,-92.0,-91.0,-91.0,,-90.0,,,,,,,,,,,,,,,,2437.0,,,,,,,,,2452.0,2462.0,2412.0,,,,,,2462.0,,,,,2427.0,,2437.0,,,2437.0,5220.0,5220.0,2462.0,,,,,,,2437.0,2437.0,2437.0,,2412.0,,,,,,,,,,,,,,,
42.1638,-79.0,,,,,,-87.0,,,-86.0,,,,,,,,-89.0,-94.0,,,,-92.0,,,,,-88.0,-87.0,-88.0,-88.0,,,,-92.0,,-90.0,-90.0,-91.0,-89.0,,-88.0,,,-92.0,,,,-94.0,,,,,,,,,2437.0,,,,,,5200.0,,,2452.0,,,,,,,,2462.0,2412.0,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,,,,2412.0,,2457.0,2437.0,2437.0,2437.0,,2412.0,,,5240.0,,,,2437.0,,,,,,,,
44.155,-80.0,,,,,,-87.0,,-76.0,-87.0,,-91.0,,,,,,-89.0,,,,,-91.0,,-92.0,,-93.0,-84.0,-87.0,-86.0,-91.0,,,-94.0,-92.0,,,-92.0,-88.0,-93.0,,-90.0,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,2452.0,,2412.0,,,,,,2462.0,,,,,2427.0,,2437.0,,2422.0,2437.0,5220.0,5220.0,2462.0,,,2462.0,2412.0,,,2437.0,2437.0,2437.0,,2412.0,,,,,,,,,,,,,,,
46.1522,-78.0,,,,,,-89.0,,-77.0,-85.0,,,,,,,,-89.0,,,,,-92.0,,,,-93.0,-86.0,-88.0,-88.0,,,,,,,,-90.0,-87.0,-87.0,,-89.0,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,2452.0,,,,,,,,2462.0,,,,,2427.0,,,,2422.0,2437.0,5220.0,5220.0,,,,,,,,2437.0,2437.0,2437.0,,2412.0,,,,,,,,,,,,,,,
48.1829,-78.0,,,-94.0,,,-89.0,,-74.0,,,-88.0,,,,,,-87.0,-92.0,,,,-89.0,,-92.0,,,,-88.0,-86.0,,,,-90.0,,,-90.0,,,,,-89.0,,-95.0,-92.0,,,,,,,,,,,,,2437.0,,,2462.0,,,5200.0,,2417.0,,,2412.0,,,,,,2462.0,2412.0,,,,2427.0,,2437.0,,,,5220.0,5220.0,,,,2462.0,,,2457.0,,,,,2412.0,,2462.0,5240.0,,,,,,,,,,,,
50.1518,-79.0,,,,,,-88.0,,-74.0,-88.0,,,,,,,,-90.0,-91.0,,,,-93.0,,,,-95.0,-92.0,-90.0,,-89.0,,,-90.0,,,-91.0,-90.0,,-88.0,,,,,-94.0,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,2452.0,,,,,,,,2462.0,2412.0,,,,2427.0,,,,2422.0,2437.0,5220.0,,2462.0,,,2462.0,,,2457.0,2437.0,,2437.0,,,,,5240.0,,,,,,,,,,,,
52.1754,-78.0,,,,,,-89.0,,-76.0,-85.0,,,,,,,,,,,,,-90.0,,,,-92.0,-88.0,,-87.0,-91.0,,,-92.0,,,-91.0,,,-91.0,,-88.0,,,,,,,,-92.0,-94.0,,,,,,,2437.0,,,,,,5200.0,,2417.0,2452.0,,,,,,,,,,,,,2427.0,,,,2422.0,2437.0,,5220.0,2462.0,,,2462.0,,,2457.0,,,2437.0,,2412.0,,,,,,,,5240.0,5240.0,,,,,,
54.2672,-78.0,,,,,,-88.0,,-72.0,,,,,,,,,-87.0,,,,,-91.0,,-90.0,,,-87.0,-89.0,,-88.0,,,-92.0,-91.0,,-91.0,-87.0,,-87.0,,,,,,,,,,-94.0,,-91.0,,,,,,2437.0,,,,,,5200.0,,2417.0,,,,,,,,,2462.0,,,,,2427.0,,2437.0,,,2437.0,5220.0,,2462.0,,,2462.0,2412.0,,2457.0,2437.0,,2437.0,,,,,,,,,,5240.0,,5680.0,,,,,
56.3288,-79.0,,,,,,-90.0,,-73.0,,-90.0,,,,,,,-83.0,,,,,-90.0,,,,-93.0,-87.0,-86.0,-88.0,-84.0,,,,,,-92.0,-89.0,-86.0,-86.0,,,,,,-92.0,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,,2462.0,,,,,,,2462.0,,,,,2427.0,,,,2422.0,2437.0,5220.0,5220.0,2462.0,,,,,,2457.0,2437.0,2437.0,2437.0,,,,,,5520.0,,,,,,,,,,,
58.1597,-78.0,,,,,,-90.0,,-75.0,-88.0,-94.0,-91.0,,,,,,,,,,,,,-91.0,,,,-87.0,-86.0,-86.0,,,-93.0,,,,-88.0,-90.0,-91.0,,,,-94.0,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,2452.0,2462.0,2412.0,,,,,,,,,,,,,2437.0,,,,5220.0,5220.0,2462.0,,,2462.0,,,,2437.0,2437.0,2437.0,,,,2462.0,,,,,,,,,,,,,
60.1611,-77.0,,,,,,-89.0,,-77.0,-86.0,,-91.0,,,,,,,,,,,-92.0,,-90.0,,-92.0,-86.0,-86.0,-86.0,-85.0,-95.0,,,-91.0,-89.0,-91.0,-93.0,-92.0,-89.0,,-88.0,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,2452.0,,2412.0,,,,,,,,,,,2427.0,,2437.0,,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,2412.0,2462.0,2457.0,2437.0,2437.0,2437.0,,2412.0,,,,,,,,,,,,,,,
62.1552,-77.0,,,,,,-88.0,,-76.0,-87.0,,,,,,,,-91.0,,,,,,,-91.0,,,-85.0,-86.0,-87.0,,,,-91.0,,,,-87.0,-91.0,-88.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,2452.0,,,,,,,,2462.0,,,,,,,2437.0,,,2437.0,5220.0,5220.0,,,,2462.0,,,,2437.0,2437.0,2437.0,,,,,,,,,,,,,,,,,
64.1737,-81.0,,,,,,-85.0,,-72.0,,,,,,,,,,-92.0,,,,-92.0,,-92.0,,-88.0,-87.0,-85.0,-84.0,-86.0,,,,-90.0,,-91.0,-93.0,-91.0,-92.0,-92.0,,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,,,,,,,,,,2412.0,,,,2427.0,,2437.0,,2422.0,2437.0,5220.0,5220.0,2462.0,,,,2412.0,,2457.0,2437.0,2437.0,2437.0,2462.0,,,,,,,,,,,,,,,,
66.3211,-84.0,,,-93.0,,,-85.0,,-73.0,-91.0,,,,,,,,,,,,,-90.0,,-90.0,,,-88.0,-90.0,-89.0,-88.0,,,,-92.0,,-89.0,-93.0,-88.0,-95.0,,,,,-93.0,-90.0,,,,,,,,,,,,2437.0,,,2462.0,,,5200.0,,2417.0,2452.0,,,,,,,,,,,,,2427.0,,2437.0,,,2437.0,5220.0,5220.0,2462.0,,,,2412.0,,2457.0,2437.0,2437.0,2437.0,,,,,5240.0,5520.0,,,,,,,,,,,
68.3166,-79.0,,,,,,,,-70.0,,,-91.0,,,,,,,,,,,-95.0,,-92.0,,,,-91.0,-90.0,,,,,,,-90.0,-91.0,-91.0,,,,,,,-91.0,,,,,,,,,,,,2437.0,,,,,,,,2417.0,,,2412.0,,,,,,,,,,,2427.0,,2437.0,,,,5220.0,5220.0,,,,,,,2457.0,2437.0,2437.0,,,,,,,5520.0,,,,,,,,,,,
72.1904,-79.0,,,-94.0,,,,,-78.0,-89.0,,-95.0,,,,,,-89.0,,,,,-92.0,,,,,,,,,,,,,,,-94.0,,,,,,,,,,,,,,,,,,,,2437.0,,,2462.0,,,,,2417.0,2452.0,,2412.0,,,,,,2462.0,,,,,2427.0,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,
74.1477,-77.0,,,,,,,,-78.0,-89.0,-90.0,-87.0,,,,,,-90.0,,,,,,-96.0,,-93.0,,,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,2417.0,2452.0,2462.0,2412.0,,,,,,2462.0,,,,,,2412.0,,2437.0,,,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.1589,-70.0,-96.0,,,,,-84.0,,,-87.0,,-88.0,,,,,,,,,,,-90.0,,,,,-92.0,-90.0,-91.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,-92.0,2437.0,2437.0,,,,,5200.0,,,2452.0,,2412.0,,,,,,,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
78.1717,-72.0,-91.0,,,-94.0,,-86.0,,-77.0,-85.0,,-88.0,,-93.0,,,,-90.0,,,,,-89.0,,,,,,-89.0,-91.0,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,2437.0,,,2462.0,,5200.0,,2417.0,2452.0,,2412.0,,2412.0,,,,2462.0,,,,,2427.0,,,,,,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
