AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02
95.9247,-96.0,
97.5043,,-91.0
97.5818,-94.0,
97.6799,,-93.0
97.7604,-88.0,
97.8852,,-98.0
97.9758,-94.0,
99.6156,-92.0,
99.7247,,-94.0
99.8328,-90.0,
99.9489,,-105.0
100.0187,-99.0,
101.4772,-91.0,
101.6394,-89.0,
101.8498,-84.0,
102.0756,-94.0,
103.7095,-88.0,
103.837,,-93.0
103.8899,-89.0,
104.1324,-90.0,
105.5194,-95.0,
105.6836,,-92.0
105.9084,,-98.0
105.9399,-95.0,
106.1084,,-92.0
107.7696,,-91.0
107.8029,-95.0,
107.9598,,-98.0
107.9993,-96.0,
109.6012,,-97.0
109.6426,-100.0,
109.7976,,-94.0
109.9856,,-90.0
111.509,-94.0,
111.6299,,-92.0
111.6894,-90.0,
111.8508,,-94.0
111.8872,-90.0,
112.0702,,-94.0
113.2688,,-95.0
113.5167,-95.0,
113.6973,,-94.0
113.7312,-91.0,
113.8887,,-96.0
113.9365,-94.0,
114.1153,,-90.0
114.9409,,-97.0
115.5257,,-89.0
115.5711,-89.0,
115.7414,,-93.0
115.7839,-94.0,
115.9358,,-89.0
115.9819,-87.0,
117.5866,,-91.0
117.6168,-92.0,
117.9983,,-89.0
118.0364,-92.0,
119.2864,-101.0,
119.6292,,-101.0
119.8266,,-88.0
120.0324,,-92.0
120.1055,-100.0,
120.9145,-90.0,
121.468,,-91.0
121.5455,-99.0,
121.7487,-92.0,
121.8711,,-91.0
121.9399,-92.0,
123.7342,,-91.0
123.776,-92.0,
123.9781,-94.0,
124.189,,-92.0
125.5669,,-89.0
125.6425,-94.0,
125.7792,,-92.0
125.843,-94.0,
126.0282,-92.0,
127.6105,,-96.0
127.6622,-92.0,
127.8846,-97.0,
128.0254,,-88.0
128.9327,-91.0,
129.5291,-98.0,
129.6614,,-89.0
129.7271,-95.0,
129.887,,-88.0
129.955,-90.0,
130.0635,,-89.0
131.5157,,-90.0
131.5738,-98.0,
131.7476,,-95.0
131.7817,-89.0,
131.9908,-89.0,
133.6557,-89.0,
133.84,-89.0,
135.6182,,-101.0
135.6795,-86.0,
135.8934,-100.0,
136.0321,,-98.0
136.2395,,-100.0
137.5536,-92.0,
137.7147,,-100.0
137.7539,-93.0,
137.9517,-81.0,
138.157,-84.0,
139.5451,,-101.0
139.8071,-84.0,
139.9879,-89.0,
141.0167,-84.0,
141.6348,-95.0,
141.8425,-89.0,
141.9888,,-99.0
142.0398,-84.0,
143.4846,-86.0,
143.6991,-87.0,
143.851,,-96.0
143.9004,-86.0,
144.0605,,-94.0
144.133,-93.0,
145.5705,-88.0,
145.6901,,-97.0
145.7431,-89.0,
145.9514,-98.0,
146.9109,,-97.0
147.1717,-91.0,
147.6622,-93.0,
147.8057,-87.0,
147.9985,-93.0,
149.6218,-90.0,
151.4661,-92.0,
151.6136,,-95.0
151.6795,-98.0,
151.8379,,-89.0
152.0251,,-101.0
152.1043,-99.0,
152.9151,-98.0,
153.5381,-90.0,
153.6694,,-97.0
153.8647,,-94.0
154.0526,,-87.0
155.4899,,-97.0
155.587,-99.0,
155.6974,,-97.0
155.9149,,-88.0
156.1436,,-92.0
157.5651,,-91.0
157.642,-91.0,
157.7674,,-90.0
157.9529,,-86.0
158.5555,,-93.0
159.1669,,-93.0
159.5941,,-95.0
159.6882,-90.0,
159.7824,,-89.0
159.8993,-96.0,
159.9846,,-88.0
161.6265,,-90.0
161.8382,,-84.0
162.0379,,-88.0
163.4755,,-92.0
163.671,,-89.0
163.897,,-87.0
164.0917,,-95.0
164.2988,,-85.0
165.5173,,-83.0
165.7448,,-87.0
165.9339,,-81.0
166.1478,,-83.0
167.581,,-88.0
167.7944,,-89.0
168.0064,,-80.0
