AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:02,wifi_rssi_20:23:00:00:01:05,wifi_rssi_20:23:00:00:01:06,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:08,wifi_rssi_20:23:00:00:01:09,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:13,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:37,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:01:44,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:66,wifi_rssi_20:23:00:00:02:16,wifi_rssi_20:23:00:00:02:17,wifi_rssi_20:23:00:00:02:18,wifi_rssi_20:23:00:00:02:19,wifi_rssi_20:23:00:00:02:20,wifi_rssi_20:23:00:00:02:21,wifi_rssi_20:23:00:00:02:22,wifi_rssi_20:23:00:00:02:23,wifi_rssi_20:23:00:00:02:24,wifi_rssi_20:23:00:00:02:25,wifi_rssi_20:23:00:00:02:26,wifi_rssi_20:23:00:00:02:27,wifi_rssi_20:23:00:00:02:29,wifi_rssi_20:23:00:00:02:30,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:02,wifi_freq_20:23:00:00:01:05,wifi_freq_20:23:00:00:01:06,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:08,wifi_freq_20:23:00:00:01:09,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:13,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:37,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:01:44,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:66,wifi_freq_20:23:00:00:02:16,wifi_freq_20:23:00:00:02:17,wifi_freq_20:23:00:00:02:18,wifi_freq_20:23:00:00:02:19,wifi_freq_20:23:00:00:02:20,wifi_freq_20:23:00:00:02:21,wifi_freq_20:23:00:00:02:22,wifi_freq_20:23:00:00:02:23,wifi_freq_20:23:00:00:02:24,wifi_freq_20:23:00:00:02:25,wifi_freq_20:23:00:00:02:26,wifi_freq_20:23:00:00:02:27,wifi_freq_20:23:00:00:02:29,wifi_freq_20:23:00:00:02:30,wifi_freq_20:23:00:00:03:11
21.6181,-90.0,-52.0,-87.0,-81.0,-85.0,-82.0,-87.0,-77.0,-75.0,-87.0,-87.0,-84.0,-84.0,,,,,,,,-81.0,,,,,,,-91.0,,,,,,,,,,,,,-92.0,,,,,,,,,,,,,,,,,,,-68.0,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0,,,,,,,,2462.0,,,,,,,5260.0,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,2462.0
23.5033,-87.0,-58.0,-89.0,,-95.0,,-80.0,-82.0,-83.0,-86.0,,-83.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.0,2437.0,2417.0,2452.0,,2412.0,,2437.0,2422.0,2437.0,5220.0,,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
25.4156,,-63.0,-89.0,,-87.0,-81.0,-75.0,-87.0,-67.0,-89.0,-87.0,-80.0,-82.0,,,,,,,,,,-98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.0,,2417.0,2452.0,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0,,,,,,,,,,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
27.556,-90.0,-48.0,-88.0,-83.0,,-84.0,-89.0,-76.0,-78.0,-88.0,-88.0,-84.0,-84.0,,,,,,,,,,,,,,-86.0,-86.0,,,,,,,,,,,,,-93.0,,,,,,,,,,,,,,,,,,,-76.0,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0,,,,,,,,,,,,,,5260.0,5260.0,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,2462.0
29.4538,,-50.0,,,-90.0,-77.0,-82.0,-75.0,-70.0,,-82.0,,-86.0,,,,,,,,,,,,,,,,,,,-95.0,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.0,,2417.0,,,2412.0,2427.0,2437.0,2422.0,2437.0,,5220.0,,2437.0,,,,,,,,,,,,,,,,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
31.5703,-91.0,-56.0,-83.0,,-87.0,-89.0,-84.0,-79.0,-77.0,-84.0,-84.0,,-86.0,,,,,,,,,,,,,,-89.0,-90.0,,,,-93.0,-94.0,,,,,,,,-93.0,,,,,,,,,,,,,,,,,,,-81.0,2437.0,2417.0,2452.0,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,2437.0,,,,,,,,,,,,,,5260.0,5260.0,,,,5240.0,5240.0,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,2462.0
33.4494,-94.0,-62.0,-90.0,-86.0,-87.0,-81.0,-85.0,-76.0,-75.0,-90.0,-87.0,-87.0,-88.0,,,,,,,,,,,-92.0,,,,,,,,-92.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.0,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0,,,,,,,,,,,2462.0,,,,,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
35.4238,-90.0,-61.0,-85.0,-86.0,-88.0,-90.0,-78.0,-79.0,-77.0,-82.0,-83.0,-87.0,-85.0,,,,,,,,-92.0,,,-94.0,,,,,,,,-90.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.0,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0,,,,,,,,2462.0,,,2462.0,,,,,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
37.5554,,-65.0,-83.0,-88.0,,-88.0,-80.0,-78.0,-75.0,-84.0,-84.0,-86.0,-86.0,,,,,,,,,,,-93.0,,,,-91.0,,,,-89.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0,,,,,,,,,,,2462.0,,,,5260.0,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
39.4191,-89.0,,-85.0,-85.0,-88.0,,-79.0,-78.0,-80.0,-84.0,,-84.0,-85.0,,,,,,,,,,,-94.0,,,,,,,,-90.0,-90.0,,,,,,,,,,,,-93.0,,,,,,,,,,,,,,,,2437.0,,2452.0,2462.0,2412.0,,2437.0,2422.0,2437.0,5220.0,,2462.0,2437.0,,,,,,,,,,,2462.0,,,,,,,,5240.0,5240.0,,,,,,,,,,,,5240.0,,,,,,,,,,,,,,,
41.4308,,,-85.0,-87.0,-88.0,-87.0,-79.0,-79.0,-80.0,,-82.0,-87.0,-86.0,,,,,,,,-93.0,,,-93.0,,,,,,,,-91.0,-90.0,,,,,,,,,,,,-95.0,,,,,,,,,,,,,,,-75.0,,,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,2437.0,,,,,,,,2462.0,,,2462.0,,,,,,,,5240.0,5240.0,,,,,,,,,,,,5240.0,,,,,,,,,,,,,,,2462.0
43.4178,,-62.0,-85.0,-87.0,-90.0,-86.0,-78.0,-80.0,-76.0,-82.0,-81.0,-87.0,,,,,,,,,,,,-93.0,,,,,,,,-91.0,-91.0,,,,,,,,-93.0,,,,,,,,,,,,,,,,,,,-76.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,2462.0,,,,,,,,5240.0,5240.0,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,2462.0
45.4532,,-60.0,-85.0,-85.0,-89.0,-85.0,-78.0,-79.0,-80.0,-82.0,-83.0,-92.0,-86.0,,,,,,,,-87.0,,,-93.0,,,,-89.0,,,,-91.0,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0,,,,,,,,2462.0,,,2462.0,,,,5260.0,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
47.4382,,-62.0,,,-88.0,,-77.0,-79.0,-79.0,-83.0,,-86.0,-84.0,,,,,,,,,,,,,,,,,,,-89.0,-90.0,,,,,,,,,,,-96.0,-93.0,,,,,,,,,,,,,,,-70.0,,2417.0,,,2412.0,,2437.0,2422.0,2437.0,5220.0,,2462.0,2437.0,,,,,,,,,,,,,,,,,,,5240.0,5240.0,,,,,,,,,,,2462.0,5240.0,,,,,,,,,,,,,,,2462.0
49.42,,,-85.0,,-89.0,-85.0,-78.0,-78.0,-78.0,,-85.0,-84.0,-86.0,,,,,,,,,,,,,,,,,,,-91.0,-89.0,,,,,,,,,,,,-93.0,,,,,,,,,,,,,,,-78.0,,,2452.0,,2412.0,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,5240.0,5240.0,,,,,,,,,,,,5240.0,,,,,,,,,,,,,,,2462.0
51.4163,,-63.0,,-86.0,,-83.0,-78.0,-80.0,-77.0,-85.0,,,-88.0,,,,,,,,,,,-90.0,,,,,,,,-91.0,-90.0,,,,,,,,,,,,-94.0,,,,,,,,,,,,,,,-79.0,,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,,2437.0,,,,,,,,,,,2462.0,,,,,,,,5240.0,5240.0,,,,,,,,,,,,5240.0,,,,,,,,,,,,,,,2462.0
53.5268,-91.0,-64.0,-85.0,,-87.0,-87.0,-78.0,-80.0,-82.0,,-84.0,-87.0,-84.0,,,,,,,,-84.0,,,,,,,-90.0,,,,-90.0,-89.0,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,-61.0,2437.0,2417.0,2452.0,,2412.0,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,2437.0,,,,,,,,2462.0,,,,,,,5260.0,,,,5240.0,5240.0,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,2462.0
55.442,,-62.0,-93.0,,,-81.0,-82.0,-81.0,-74.0,-80.0,-80.0,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.0,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
57.4229,,-65.0,-89.0,,-92.0,,-78.0,-81.0,-79.0,-83.0,-81.0,,-82.0,,,,,,,,,,,,,,,,,,,-91.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0,,2417.0,2452.0,,2412.0,,2437.0,2422.0,2437.0,5220.0,5220.0,,2437.0,,,,,,,,,,,,,,,,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
59.4173,-95.0,-63.0,-90.0,,,-84.0,-77.0,-81.0,-77.0,-83.0,-82.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.0,2437.0,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
61.5688,-89.0,-61.0,-86.0,,-88.0,-84.0,-77.0,-80.0,-81.0,-83.0,-82.0,-87.0,-84.0,,,,,,,,,,,,,,,-91.0,,,,-89.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.0,2437.0,2417.0,2452.0,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0,,,,,,,,,,,,,,,5260.0,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
63.64,-85.0,-60.0,,,-90.0,-86.0,-86.0,-73.0,-81.0,-85.0,,-80.0,-86.0,,,,,,,,,,,,,,-86.0,-87.0,,,,-90.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.0,2437.0,2417.0,,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2437.0,,,,,,,,,,,,,,5260.0,5260.0,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
67.6242,,-66.0,,-91.0,,-91.0,-83.0,-84.0,-82.0,,,-88.0,,,,,,,,,-81.0,,-91.0,,,,-74.0,-75.0,,,,,-93.0,,,,,,,,-83.0,,,,,-92.0,,,,,,,,,,,,,,-82.0,,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,,,,,,,,2462.0,,2472.0,,,,5260.0,5260.0,,,,,5240.0,,,,,,,,2462.0,,,,,5180.0,,,,,,,,,,,,,,2462.0
71.6368,,-77.0,,,,,-90.0,-94.0,,,,,-91.0,,,,,,,,,,-85.0,,,,-66.0,-66.0,,,,,,,,,,,,,,,,,,-93.0,-91.0,,-89.0,-90.0,,,,,,,,,,,,2417.0,,,,,2437.0,2422.0,,,,,2437.0,,,,,,,,,,2472.0,,,,5260.0,5260.0,,,,,,,,,,,,,,,,,,5180.0,5180.0,,2437.0,2437.0,,,,,,,,,,
75.7143,,-87.0,,,,,,,-88.0,,,,,-91.0,,,,-92.0,-92.0,-91.0,-75.0,,-84.0,,,,-69.0,-69.0,,,,,,,,,,,,-88.0,-77.0,-92.0,,,,-87.0,-87.0,,-87.0,-91.0,,-90.0,,,-87.0,-88.0,,-92.0,,-92.0,,2417.0,,,,,,,2437.0,,,,,2412.0,,,,2437.0,2437.0,2437.0,2462.0,,2472.0,,,,5260.0,5260.0,,,,,,,,,,,,2412.0,2462.0,5200.0,,,,5180.0,5180.0,,2437.0,2437.0,,2412.0,,,5640.0,5640.0,,2412.0,,2462.0
79.8217,,-85.0,,,,,,,-92.0,,,,,-90.0,,,,-88.0,-87.0,,-76.0,,-89.0,,,,-69.0,-69.0,,-90.0,,,,,,,,,,-86.0,-77.0,-85.0,,,,-79.0,-79.0,,,-87.0,-91.0,,,,-79.0,-79.0,,-91.0,,,,2417.0,,,,,,,2437.0,,,,,2412.0,,,,2437.0,2437.0,,2462.0,,2472.0,,,,5260.0,5260.0,,2437.0,,,,,,,,,,2412.0,2462.0,5200.0,,,,5180.0,5180.0,,,2437.0,5560.0,,,,5640.0,5640.0,,2412.0,,
83.9077,,-83.0,,,,,,,,,,,,-86.0,,-88.0,-88.0,-90.0,-88.0,-85.0,-84.0,,-77.0,,,-89.0,-82.0,-84.0,-93.0,,,,,-87.0,,,,,,-86.0,-81.0,-88.0,,,,-76.0,-75.0,,-84.0,-82.0,-84.0,-87.0,,,-81.0,-81.0,-84.0,-83.0,,,,2417.0,,,,,,,,,,,,2412.0,,2462.0,2457.0,2437.0,2437.0,2437.0,2462.0,,2472.0,,,5240.0,5260.0,5260.0,2437.0,,,,,2462.0,,,,,,2412.0,2462.0,5200.0,,,,5180.0,5180.0,,2437.0,2437.0,5560.0,2412.0,,,5640.0,5640.0,5560.0,2412.0,,
