AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:06,wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:02:54,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:02:54,Latitude_degrees,Longitude_degrees,floor_ID
0.3443,768.7153,2.41343,5.80372,8.028,-0.03799,-0.98224,0.07886,34.8,5.3,138.8,-110.0,-110.0,-90.0,-62.0,-79.0,-77.0,-84.0,-110.0,-81.0,-84.0,-110.0,-84.0,-79.0,-83.0,-64.0,-110.0,-92.0,-110.0,-110.0,-110.0,-57.0,-110.0,-110.0,-110.0,-89.0,-110.0,-92.0,-87.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,-1.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,2462.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
0.3579,768.7353,2.23865,5.45176,8.38954,1.1532,-0.79715,-0.04515,34.3,5.2,139.0,-110.0,-110.0,-90.0,-62.0,-79.0,-77.0,-84.0,-110.0,-81.0,-84.0,-110.0,-84.0,-79.0,-83.0,-64.0,-110.0,-92.0,-110.0,-110.0,-110.0,-57.0,-110.0,-110.0,-110.0,-89.0,-110.0,-92.0,-87.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,-1.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,2462.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
0.3759,768.7553,2.49244,5.30571,7.5683,1.09517,-0.11298,-0.15816,33.4,5.2,138.10001,-110.0,-110.0,-90.0,-62.0,-79.0,-77.0,-84.0,-110.0,-81.0,-84.0,-110.0,-84.0,-79.0,-83.0,-64.0,-110.0,-92.0,-110.0,-110.0,-110.0,-57.0,-110.0,-110.0,-110.0,-89.0,-110.0,-92.0,-87.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,-1.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,2462.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
0.3999,768.7753,3.65845,5.40627,6.99847,0.78241,0.13992,-0.60654,33.3,5.0,137.90001,-110.0,-110.0,-90.0,-62.0,-79.0,-77.0,-84.0,-110.0,-81.0,-84.0,-110.0,-84.0,-79.0,-83.0,-64.0,-110.0,-92.0,-110.0,-110.0,-110.0,-57.0,-110.0,-110.0,-110.0,-89.0,-110.0,-92.0,-87.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,-1.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,2462.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
0.422,768.7953,2.95454,5.9809,6.40947,0.92107,-0.7721,-1.89852,33.3,5.1,138.10001,-110.0,-110.0,-90.0,-62.0,-79.0,-77.0,-84.0,-110.0,-81.0,-84.0,-110.0,-84.0,-79.0,-83.0,-64.0,-110.0,-92.0,-110.0,-110.0,-110.0,-57.0,-110.0,-110.0,-110.0,-89.0,-110.0,-92.0,-87.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,-1.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,2462.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
0.4398,768.8153,-0.06943,6.39511,5.02079,0.38656,-0.36466,0.42338,32.2,5.0,137.3,-110.0,-110.0,-90.0,-62.0,-79.0,-77.0,-84.0,-110.0,-81.0,-84.0,-110.0,-84.0,-79.0,-83.0,-64.0,-110.0,-92.0,-110.0,-110.0,-110.0,-57.0,-110.0,-110.0,-110.0,-89.0,-110.0,-92.0,-87.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,-1.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,2462.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
0.4569,768.8353,0.63927,6.42384,4.6401,-0.55539,0.16313,0.67139,31.3,4.9,137.5,-110.0,-110.0,-90.0,-62.0,-79.0,-77.0,-84.0,-110.0,-81.0,-84.0,-110.0,-84.0,-79.0,-83.0,-64.0,-110.0,-92.0,-110.0,-110.0,-110.0,-57.0,-110.0,-110.0,-110.0,-89.0,-110.0,-92.0,-87.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,-1.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,2462.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
0.477,768.8553,0.90504,5.9785,5.30332,-1.06363,0.48567,1.24378,30.4,4.6,137.10001,-110.0,-110.0,-90.0,-62.0,-79.0,-77.0,-84.0,-110.0,-81.0,-84.0,-110.0,-84.0,-79.0,-83.0,-64.0,-110.0,-92.0,-110.0,-110.0,-110.0,-57.0,-110.0,-110.0,-110.0,-89.0,-110.0,-92.0,-87.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,-1.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,2462.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
0.4997,768.8753,2.0088,6.22033,6.3568,-0.71177,0.53576,1.01165,30.3,4.9,137.60001,-110.0,-110.0,-90.0,-62.0,-79.0,-77.0,-84.0,-110.0,-81.0,-84.0,-110.0,-84.0,-79.0,-83.0,-64.0,-110.0,-92.0,-110.0,-110.0,-110.0,-57.0,-110.0,-110.0,-110.0,-89.0,-110.0,-92.0,-87.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,-1.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,2462.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
0.5336,768.8952,2.69595,6.25385,6.92185,-0.30921,0.17657,0.11429,30.3,4.8,137.40001,-110.0,-110.0,-90.0,-62.0,-79.0,-77.0,-84.0,-110.0,-81.0,-84.0,-110.0,-84.0,-79.0,-83.0,-64.0,-110.0,-92.0,-110.0,-110.0,-110.0,-57.0,-110.0,-110.0,-110.0,-89.0,-110.0,-92.0,-87.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,-1.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,2462.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
0.5463,768.9152,2.65286,6.09103,7.18043,-0.42589,0.07883,0.10329,30.2,4.5,137.5,-110.0,-110.0,-90.0,-62.0,-79.0,-77.0,-84.0,-110.0,-81.0,-84.0,-110.0,-84.0,-79.0,-83.0,-64.0,-110.0,-92.0,-110.0,-110.0,-110.0,-57.0,-110.0,-110.0,-110.0,-89.0,-110.0,-92.0,-87.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,-1.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,2462.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
0.5563,768.9352,2.66962,6.01202,7.51802,-0.3257,0.44108,0.13017,29.9,4.4,137.5,-110.0,-110.0,-90.0,-62.0,-79.0,-77.0,-84.0,-110.0,-81.0,-84.0,-110.0,-84.0,-79.0,-83.0,-64.0,-110.0,-92.0,-110.0,-110.0,-110.0,-57.0,-110.0,-110.0,-110.0,-89.0,-110.0,-92.0,-87.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,-1.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,2462.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
0.5785,768.9552,2.68638,6.03836,7.55633,-0.18826,0.32684,0.10451,29.6,4.3,137.3,-110.0,-110.0,-90.0,-62.0,-79.0,-77.0,-84.0,-110.0,-81.0,-84.0,-110.0,-84.0,-79.0,-83.0,-64.0,-110.0,-92.0,-110.0,-110.0,-110.0,-57.0,-110.0,-110.0,-110.0,-89.0,-110.0,-92.0,-87.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,-1.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,2462.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
0.6003,768.9752,2.59061,6.20596,7.08705,-0.24263,0.12831,-0.07508,29.3,4.3,137.10001,-110.0,-110.0,-90.0,-62.0,-79.0,-77.0,-84.0,-110.0,-81.0,-84.0,-110.0,-84.0,-79.0,-83.0,-64.0,-110.0,-92.0,-110.0,-110.0,-110.0,-57.0,-110.0,-110.0,-110.0,-89.0,-110.0,-92.0,-87.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,-1.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,2462.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
0.6217,768.9952,2.92102,6.34722,7.36718,-0.45948,-0.46117,-0.26017,29.0,4.4,136.90001,-110.0,-110.0,-90.0,-62.0,-79.0,-77.0,-84.0,-110.0,-81.0,-84.0,-110.0,-84.0,-79.0,-83.0,-64.0,-110.0,-92.0,-110.0,-110.0,-110.0,-57.0,-110.0,-110.0,-110.0,-89.0,-110.0,-92.0,-87.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,-1.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,2462.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
0.6478,769.0152,2.88989,6.35919,8.55235,-0.12717,-1.11052,-0.51124,28.6,4.5,136.7,-110.0,-110.0,-90.0,-62.0,-79.0,-77.0,-84.0,-110.0,-81.0,-84.0,-110.0,-84.0,-79.0,-83.0,-64.0,-110.0,-92.0,-110.0,-110.0,-110.0,-57.0,-110.0,-110.0,-110.0,-89.0,-110.0,-92.0,-87.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,-1.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,2462.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
